zts1e	新物品
zts19371e	傳奇遠征團寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]龍之翼裝飾[n]女神愛羅尼亞的手工魔角[n]雷娜喜歡戴的女巫帽[n]樹妖 勞拉變身卡[n]大天使路西斐爾變身卡[n]魔法輕型車寶箱[n]大精靈之蛋[n]狐耳朵帽子(永久)[n]三本尾巴娃娃裝(永久)[n]特殊卡片盒[n]同伴S卡重置卷II[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts19372e	佩拉諾的精靈寶箱
zts19373e	佩拉諾的精靈寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]佩拉諾的祝福護符[n]吉隆崎之蛋[n]愛羅尼亞之蛋[n]黃昏的精華[n]哈托斯的精華[n]大精靈之蛋[n]艾卡凱姆[n]勒特爾[n]帝蒙爾[n]尤米妮克[n]佩拉諾的詛咒護符[n]大福神的覺醒[n]特殊卡片盒[n]同伴S卡重置卷II[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]
zts19374e	流浪者頭巾(30日)
zts19375e	背包客最喜愛的流浪者頭巾。[n]裝備後開始計算時效並綁定。[n][效果][n]光屬性抵抗提升10。[n]
zts19376e	流浪者頭巾(永久)
zts19377e	背包客最喜愛的流浪者頭巾。[n][效果][n]光屬性抵抗提升10。[n]
zts19378e	舞者頭飾(30日)
zts19379e	飄逸的舞者頭飾。[n]裝備後開始計算時效並綁定。[n][效果][n]火屬性抵抗提升10。[n]
zts19380e	舞者頭飾(永久)
zts19381e	飄逸的舞者頭飾。[n][效果][n]火屬性抵抗提升10。[n]
zts19382e	流浪者之服(30日)
zts19384e	流浪者之服(永久)
zts19386e	時尚舞衣(30日)
zts19387e	盡顯美態的時尚舞衣。[n]裝備後開始計算時效並綁定。[n][效果][n]移動速度 +1。[n]
zts19388e	時尚舞衣(永久)
zts19389e	盡顯美態的時尚舞衣。[n][效果][n]移動速度 +2。[n]
zts19390e	流浪者套裝(永久)
zts19391e	內含一套流浪者套裝(永久)。[n]打開此箱子時，你可以獲得以下所有項目。[n][獎品清單][n]流浪者頭巾(永久)[n]流浪者之服(永久)[n]
zts19392e	舞者套裝(永久)
zts19393e	內含一套舞者套裝(永久)。[n]打開此箱子時，你可以獲得以下所有項目。[n][獎品清單][n]舞者頭飾(永久)[n]時尚舞衣(永久)[n]
zts19394e	外地旅遊的輕便服飾。[n]裝備後開始計算時效並綁定。[n][效果][n]隱身時，額外提升角色移動速度。[n]
zts19395e	外地旅遊的輕便服飾。[n][效果][n]隱身時，額外提升角色移動速度。[n]移動速度 +1。[n]
zts19396e	瀟灑流浪者寶箱
zts19397e	瀟灑流浪者寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]流浪者頭巾[n]流浪者之服[n]大天使路西斐爾變身卡[n]高階火精靈[n]高階光精靈[n]青澀兔小芒變身卡[n]惡魔監督者[n]魔法滑浪風帆箱子[n]紅色魔法吉普車禮盒[n]同伴卡片盒[n]靈魂復活石[n]佩拉諾的詛咒護符[n]大福神的覺醒[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]
zts19398e	專業舞者寶箱
zts19399e	專業舞者寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]舞者頭飾[n]時尚舞衣[n]大天使路西斐爾變身卡[n]高階水精靈[n]高階黑暗精靈[n]青澀兔小芒變身卡[n]白女巫雷娜卡片[n]魔法滑浪風帆箱子[n]紅色魔法吉普車禮盒[n]同伴卡片盒[n]靈魂復活石[n]佩拉諾的詛咒護符[n]大福神的覺醒[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]
zts19412e	閃亮的羊皮紙捲軸
zts19413e	[任務道具][n]
zts19414e	羊皮紙捲軸
zts19415e	海盜夢古貓晶球
zts19416e	海軍夢古貓晶球
zts19417e	骷髏戰士羅洛變身卡
zts19418e	暗元素同伴變身卡。[n]同伴拉格納羅洛可以使用。[n]靈魂力量注入。[n]
zts19419e	尤柏蘭魔杖
zts19420e	最優秀的維京魔術師魔杖。
zts19421e	腐化的尤柏蘭魔杖
zts19422e	腐化的尤柏蘭所使用的魔杖。[n]散發著的暗黑力量令人毛骨悚然。[n]
zts19423e	珍妮花手套
zts19424e	珍妮花射箭時所使用的手套[n]
zts19425e	尤柏蘭之鍵
zts19426e	使用後，尤柏蘭將會加入成為你的同伴。[n]
zts19427e	煉金術士的包包
zts19428e	[任務道具]內含未知的物品[n]
zts19429e	腐化的魔法骨龍
zts19430e	使用道具時，使你變身成為駕馭「腐化的魔法骨龍」的騎士。[n]乘坐後移動速度變快。[n]如果在變身過程中使用道具，會解除變身。[n]沒有使用等級限制。[n][屬性][n]移動速度：21[n]在依蘭特村莊及布洛西德區域的移動速度+1[n]在沙漠及烈焰之刃區域移動速度+2[n][配合魔法充電器][n]使用時，瞬間移動到同一地圖上的隨機位置。[n]
zts19431e	腐化的魔法骨龍箱子
zts19432e	裝有「腐化的魔法骨龍」的寶箱。[n][注意事項][n]若將「腐化的魔法骨龍」從寶箱裡取出，便不能再進行交易。[n]
zts19433e	古代的史域多部落之塔印章
zts19434e	使用印章可以創建古代的史域多部落之塔遠征團。[n]建議等級 ： 70 - 99[n][如何使用][n]使用時會變成遠征隊的隊長。[n]成為隊長後可點擊其他人，按下邀請加入按鈕[n]即可讓對方加入遠征隊。[n]與遠征隊員一起進入狩獵地圖的入口後，由隊長領先進入時，[n]其他所有隊員也都會自動進入。[n]
zts19435e	巫妖的併圖盒
zts19436e	讓尤柏蘭變得富有的珍貴盒子。[n]我不清楚裡面有些什麼，但是看起來都很好。[n]
zts19437e	龍騎士的手套
zts19438e	龍騎士駕馭龍時所配戴的手套。[n]
zts19439e	蘊含能量的巫妖項鍊
zts19440e	內含巫妖的能量。[n]但是它的形狀很奇怪。[n]
zts19441e	蘊含能量的巫妖戒指
zts19442e	蘊含能量的巫妖手鐲
zts19443e	龍騎士的頭盔
zts19444e	龍騎士引以為傲的好頭盔。[n]
zts19445e	龍騎士的靴
zts19446e	龍騎士駕馭龍時所穿的靴子。[n]有一塊鐵片作固定之用。[n]
zts19447e	腐化的魔法骨龍寶箱
zts19448e	腐化的魔法骨龍寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]腐化的魔法骨龍箱子[n]龍王管家烏龜鮑爾晶球[n]夏日休閒沙灘帽(永久)[n]夏日清涼沙灘裝(永久)[n]艦長夢古晶球[n]美少女海賊寶珠[n]魔盜王 夢古(水) 晶球[n]魔盜王 夢古(火) 晶球[n]魔盜王 夢古(光) 晶球[n]魔盜王 夢古(黑暗) 晶球[n]同伴S卡重置卷II[n]佩拉諾的詛咒護符[n]大福神的覺醒[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts19449e	失控的尤柏蘭寶箱
zts19450e	失控的尤柏蘭寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]尤柏蘭之鍵[n]芙蕾雅之鍵[n]小丑 米米 變身卡[n]控偶師 凱妮 變身卡[n]冰公主艾麗莎變身卡[n]海盜王丹尼爾變身卡[n]氣泡精靈變身卡[n]魔法UFO禮盒[n]藍色魔法吉普車禮盒[n]水漾夢古帽子(永久)[n]水漾夢古衣服(永久)[n]同伴卡片盒[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts19451e	被施咒的羅洛寶箱
zts19452e	被施咒的羅洛寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]骷髏戰士羅洛變身卡[n]拉格納羅洛之鍵[n]青澀兔小芒變身卡[n]惡魔監督者[n]白女巫雷娜卡片[n]大天使路西斐爾變身卡[n]流亡者瓦芙變身卡[n]魔法滑浪風帆箱子[n]紅色魔法吉普車禮盒[n]狐耳朵帽子(永久)[n]三本尾巴娃娃裝(永久)[n]同伴卡片盒[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts19462e	騎士夢古貓晶球
zts19463e	我會以優秀的騎士作為目標！[n]
zts19464e	邪魔夢古貓晶球
zts19465e	我的夢想是成為惡魔，站在魔王的頂端！[n]
zts19466e	出航！[n]
zts19467e	破壞！奪寶！搶貓咪！[n]
zts19468e	騎士夢古貓寶箱
zts19469e	騎士夢古貓寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]騎士夢古貓[n]魅惑的妖精之翼[n]惡魔監督者阿蒙變身卡[n]魔法滾軸滑板箱[n]紫色魔法吉普車禮盒[n]【芥綠色】名偵探套裝 (永久)[n]【高貴澄藍】舞會套裝 (永久)[n]狐耳朵帽子(永久)[n]三本尾巴娃娃裝(永久)[n]同伴存放欄擴充球[n]召喚之書[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts19470e	海軍夢古貓寶箱
zts19471e	海軍夢古貓寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]海軍夢古貓[n]愛羅尼亞之蛋[n]烈焰燃燒之翼[n]大精靈之蛋[n]型仔捧球棍[n]法輪複合弓[n]啪啪網球拍[n]【深棕色】名偵探套裝 (永久)[n]【酒紅色】名偵探套裝 (永久)[n]同伴卡片盒[n]同伴S卡重置卷II[n]大福神的覺醒[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts19472e	海盜夢古貓寶箱
zts19473e	海盜夢古貓寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]海盜夢古貓[n]吉隆崎之蛋[n]魔法UFO禮盒[n]烈焰冰霜之翼[n]大精靈之蛋[n]夢之特警帽(永久)[n]夢之特警服(永久)[n]【迷人粉紅】舞會套裝 (永久)[n]【可愛鮮黃】舞會套裝 (永久)[n]百變特殊卡盒[n]S卡重置藥水[n]佩拉諾的詛咒護符[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts19482e	魔法充電器(1天)
zts19483e	騎乘變身狀態下可以使用。[n]使用後，立即為騎乘變身充電，一定時間內獲得額外加速效果。[n]由於擁有較多的魔法能量，因此能夠在一段時間內無限次使用。[n]
zts19484e	魔法充電器(3天)
zts19485e	魔法充電器(7天)
zts19486e	10(活動)
zts19487e	十週年記念勳章
zts19488e	邪魔夢古貓寶箱
zts19489e	邪魔夢古貓寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]邪魔夢古貓[n][神聖]獨角幻獸箱子[n]狼‧牙棒(永久)[n]繡‧花弓(永久)[n]東‧鐵扇(永久)[n]綠色魔法吉普車禮盒[n]水漾男孩水兵帽(永久)[n]水漾女孩貝蕾帽(永久)[n]水漾男孩水手服(永久)[n]水漾女孩水手服(永久)[n]大福神的覺醒[n]S卡重置藥水[n]同伴S卡重置卷II[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts19494e	魔法推進器套件
zts19495e	用來制作強力魔法充電器。[n]他比一般的魔法充電器更強大。[n]
zts19496e	瘋狂Dr.夢古的實驗品卡片
zts19497e	暗元素同伴變身卡。[n]可以讓「短攻擊距離」的同伴使用。[n]
zts19498e	偽裝白女巫雷娜的裝飾
zts19499e	用作偽裝成白女巫雷娜的狼耳朵。[n]
zts19500e	瘋狂Dr.夢古晶球
zts19501e	人類都是虛偽的統治者！[n]
zts19502e	【週年記念】蛋糕刀(10天)
zts19503e	【週年記念】一種用作切蛋糕的工具。[n]很鋒利。[n]裝備後，就能夠感受到節日氣氛。[n]裝備後開始計算時效並綁定。[n][效果][n]有10%機率使所有技能時間重置。[n]
zts19504e	【週年記念】千層蛋糕(10天)
zts19505e	【週年記念】手工製的美味蛋糕。[n]看起來非常美味。[n]裝備後，就能夠感受到節日氣氛。[n]裝備後開始計算時效並綁定。[n][效果][n]有10%機率使所有技能時間重置。[n]
zts19506e	【週年記念】節慶炮竹(10天)
zts19507e	【週年記念】慶祝用的節慶炮竹。[n]印有非常精緻的圖案。[n]裝備後，就能夠感受到節日氣氛。[n]裝備後開始計算時效並綁定。[n][效果][n]有10%機率使所有技能時間重置。[n]
zts19508e	【週年記念】蛋糕刀(永久)
zts19509e	【週年記念】一種用作切蛋糕的工具。[n]很鋒利。[n]裝備後，就能夠感受到節日氣氛。[n][效果][n]沒有特殊效果[n]記念品[n]
zts19510e	【週年記念】千層蛋糕(永久)
zts19511e	【週年記念】手工製的美味蛋糕。[n]看起來非常美味。[n]裝備後，就能夠感受到節日氣氛。[n][效果][n]沒有特殊效果[n]記念品[n]
zts19512e	【週年記念】節慶炮竹(永久)
zts19513e	【週年記念】慶祝用的節慶炮竹。[n]印有非常精緻的圖案。[n]裝備後，就能夠感受到節日氣氛。[n][效果][n]沒有特殊效果[n]記念品[n]
zts19514e	白女巫雷娜的魔杖(活動)
zts19515e	白女巫雷娜所使用的魔杖。[n][注意][n]此道具將會在活動結束後消失。[n]
zts19516e	瘋狂Dr.夢古遠征團印章
zts19517e	玩家能夠從依蘭特村莊被遺棄的地下墓穴中進行瘋狂Dr.夢古遠征團。[n]建議等級 ： 30 - 99[n]最少參加人數：8人[n][如何使用][n]使用時會變成遠征隊的隊長。[n]成為隊長後可點擊其他人，按下邀請加入按鈕[n]即可讓對方加入遠征隊。[n]與遠征隊員一起進入狩獵地圖的入口後，由隊長領先進入時，[n]其他所有隊員也都會自動進入。[n][注意事項][n]此道具在活動結束時會消失。[n]
zts19532e	螺栓(活動)
zts19533e	用作固定物品用的螺栓[n][注意事項][n]此道具在活動結束時會消失。[n]
zts19534e	螺帽(活動)
zts19535e	用作固定物品用的螺帽[n][注意事項][n]此道具在活動結束時會消失。[n]
zts19536e	魔力方塊(活動)
zts19537e	瘋狂Dr.夢古使用白女巫雷娜的魔杖所製作出來的魔力方塊[n]使用時，玩家可以隱藏身影一段時間[n]此道具會於離開被遺棄的地下墓穴時消失。[n]
zts19538e	瘋狂Dr.夢古使用白女巫雷娜的魔杖所製作出來的魔力方塊[n]使用時，玩家可以抵禦不良影響[n]此道具會於離開被遺棄的地下墓穴時消失。[n]
zts19539e	瘋狂Dr.夢古使用白女巫雷娜的魔杖所製作出來的魔力方塊[n]使用時，玩家可以提升移動速度[n]此道具會於離開被遺棄的地下墓穴時消失。[n]
zts19540e	瘋狂Dr.夢古使用白女巫雷娜的魔杖所製作出來的魔力方塊[n]使用時，對玩家以外的目標造成眩暈[n]此道具會於離開被遺棄的地下墓穴時消失。[n]
zts19541e	地下墓穴的破碎鑰匙
zts19542e	用作打開地下墓穴出口的破碎鑰匙。[n]已經無用正常使用。[n]此道具會於離開被遺棄的地下墓穴時消失。[n]
zts19543e	用作偽裝成白女巫雷娜的狼耳朵。[n][效果][n]提升EXP獲得量5%。[n]
zts19544e	符文[大自然的閃電]
zts19545e	蘊含大自然的閃電能量[n]移動度速提升1[n]技能冷卻時間減少10%[n]所有攻擊力集中力以玩家等級x2提升[n]所有攻擊力命中率以玩家等級x2提升[n]使用等級:30Lv[n]使用時限: 2小時[n]由裝備時開始使用時限開始。[n]
zts19546e	符文[大自然的樹木]
zts19547e	蘊含大自然的樹木能量[n]EXP獲得量提升20%[n]名譽獲得量提升20%[n]金幣獲得量提升20%[n]所有恢復用道具的效果提升20%[n]使用等級:30Lv[n]使用時限: 2小時[n]由裝備時開始使用時限開始。[n]
zts19548e	符文[大自然的雲朵]
zts19549e	蘊含大自然的雲朵能量[n]移動度速提升1[n]屬性之力提升10[n]15%機率抵抗位移效果[n]HP最大值提升3300[n]使用等級:30Lv[n]使用時限: 2小時[n]由裝備時開始使用時限開始。[n]
zts19550e	符文[大自然的火炎]
zts19551e	蘊含大自然的火炎能量[n]額外攻擊力提升90[n]PvP攻擊力和防禦力提升10%[n]移動度速提升1[n]使用等級:30Lv[n]使用時限: 2小時[n]由裝備時開始使用時限開始。[n]
zts19552e	稀有符文[大自然的閃電]
zts19553e	蘊含大自然的閃電能量[n]移動度速提升2[n]技能冷卻時間減少20%[n]所有攻擊力集中力以玩家等級x4提升[n]所有攻擊力命中率以玩家等級x4提升[n]使用等級:30Lv[n]使用時限: 1小時[n]由裝備時開始使用時限開始。[n]
zts19554e	稀有符文[大自然的樹木]
zts19555e	蘊含大自然的樹木能量[n]EXP獲得量提升40%[n]名譽獲得量提升40%[n]金幣獲得量提升40%[n]所有恢復用道具的效果提升40%[n]使用等級:30Lv[n]使用時限: 1小時[n]由裝備時開始使用時限開始。[n]
zts19556e	稀有符文[大自然的雲朵]
zts19557e	蘊含大自然的雲朵能量[n]移動度速提升2[n]屬性之力提升20[n]30%機率抵抗位移效果[n]HP最大值提升6600[n]使用等級:30Lv[n]使用時限: 1小時[n]由裝備時開始使用時限開始。[n]
