zts1e	依蘭特 裝備商店 (使用)
zts18837e	這是用於史域多部落的靈魂。
zts18838e	史域多部落不是消失了很長時間了嗎？
zts18839e	呵呵，這是眾所周知的。
zts18840e	史域多部落是由安雪路安所組成的，是她的僕人，
zts18841e	有一天發生了什麼事情，創造者讓他們全部突然消失了？
zts18842e	他們出現了混亂，而他們的領袖卻什麼都不做。
zts18843e	史域多失去了存在的意義，
zts18844e	像是回到初始狀態，所有力量也消失了，
zts18845e	他們失去了自我，變成了簡單的靈魂。
zts18846e	好，那麼首先，我需要一個強大的法術媒介…
zts18847e	啊！這是雷娜的寶石，和…
zts18848e	我需要一個潔淨的靈魂，如果閃耀而純潔的靈魂就更好了。
zts18849e	還有就是…純潔的靈魂！！即使你再問我，我也會這樣跟你說。呵呵～
zts18850e	為了我的肌膚，請找來！
zts18851e	給～為了你的肌膚…
zts18852e	(克爾曼西娜盯著我)
zts18853e	作為一個女人，肌膚就是財產，是沒有東西可以替代的！
zts18854e	但是，
zts18855e	並不是所有史域多都坐著，然後等待著死亡的來臨。
zts18856e	其中有一些選擇和我們惡魔合作，運用我們的精神、知識和力量為他們的身體進行轉化。
zts18857e	結果，一個全新的種族應運而生。
zts18858e	我們把他們稱之為暗黑史域多，當中有一些成為了強大的戰士和牧師，
zts18859e	早前你所擊敗的雷娜，也是其中一位暗黑史域多牧師的接頭人。
zts18860e	即使他們相當強大，但也因為他們的神消失而感到驚訝。
zts18861e	有一段很長的時間，他們失去了動力，只是默默的站在海魯丹。
zts18862e	惡魔非常簡單，但他們討厭懦弱，所以嘲笑和迫害那些背叛的人。
zts18863e	暗黑史域多因此打算離開海魯丹避免被嘲笑和迫害，
zts18864e	然後，他們看上了人類所居住的東方魔伊。
zts18865e	人類被那些因墜落而獲得權力的暗黑史域多入侵，被無情所淹沒，鬥爭似乎很快就要結束了。
zts18866e	但是！！人類的毅力相當驚人…
zts18867e	一些戰士們開始團結起來，
zts18868e	他們重新恢復意志、重整戰略，並勇敢地面對敵人。
zts18869e	不久之後，戰士們和暗黑史域多不分晝夜一直戰鬥。最終，人類取得了勝利。
zts18870e	戰士們把所有暗黑史域多封印在東方魔伊，自此他們就消失了。
zts18871e	事隔多年，人類已經把他們忘記，但我仍然記得。
zts18872e	他們可是強大而光榮的敵人。只是我們不清楚他們的名字。
zts18873e	他們彼此互相稱之為D，J，S，M。
zts18874e	我們把他們稱之為被遺忘的戰士。後來，當你需要尋找暗黑史域多時，可以以被遺忘的戰士作為線索跟蹤。
zts18875e	給我帶來渾沌之魂。
zts18876e	正～任何時候吃可可都非常美味。
zts18877e	好吧，來讓我們談談吧。
zts18878e	你對於使用你帶來的暗黑史域多靈魂所製成的水晶有什麼看法？
zts18879e	嗯…
zts18880e	是作為你的頭飾嗎？
zts18881e	除了被封印的暗黑史域多之外，那些留在海魯丹的暗黑史域多也突然消失了。
zts18882e	某些人利用他們的靈魂使人類變得邪惡。
zts18883e	到底是誰促使這一切變成可能？
zts18884e	是佩拉諾，安雪路安的另一個自我。
zts18885e	史域多不會追隨任何人，除了他們的創造者。
zts18886e	現在你已經知道誰在背後操控，你知道接下來該怎麼做嗎？
zts18887e	阻止佩拉諾。我們不希望世界墜落。
zts18888e	當你遇到她，並把她摧毀時，我需要你幫我帶來一些她的能量。
zts18889e	什麼？如何殺神？！我怎麼可能給你帶來能量？
zts18890e	有個方法。
zts18891e	好，好吧。但是為什麼你需要她的能量。
zts18892e	只要擁有這種能量，我就能成為新的惡魔之王…我就能代表封魔之王！
zts18893e	惡魔是確切存在於現實，而現在的海魯丹更是變得一團糟。
zts18894e	一般的惡魔是具侵略性的，但也有像我這樣的貴族惡魔。
zts18895e	所以在這個時候，我將會成為新的魔王，並讓建立歡欣的海魯丹。
zts18896e	如果你能夠幫助我，我將會給你一個偉大的同伴。你願意嗎？
zts18897e	(…自從成為冒險家，也一直沒有做到這一點…真是有趣。)
zts18898e	(擔心了一會…然後點點頭。)
zts18899e	(是的，她試圖讓海魯丹變得和平，如果海魯丹能夠安守本分，與天使之間的爭鬥不就會停止？）
zts18900e	(非常好！原來我並不孤獨！)
zts18901e	好好，聽起來不錯。首先，我們需要有一艘能夠運載神之能量的船。
zts18902e	為了完成，我需要一些特殊材料。
zts18903e	可能會很難，請也請盡快完成。
zts18904e	好～開工吧～
zts18905e	(製造…製造…)
zts18906e	完成！！
zts18907e	現在，運載能量的船已經造出來了。
zts18908e	但問題是！！！
zts18909e	佩拉諾會注意到它的。
zts18910e	所以你需要把它隱藏起來，避免佩拉諾找到它。
zts18911e	給我帶來一些天然魔法紙，這樣我就能把它隱藏起來。
zts18912e	給你。
zts18913e	非常好！都完成了。準備工作都完成了。
zts18914e	佩拉諾被封印在隱藏的魔法陣當中，而魔法陣受到渾沌的保護。
zts18915e	使用阿卡西記錄就能解開封印，從而進入魔法陣。
zts18916e	我可以把阿卡西記錄交給你，但你可知道這世界上並沒有免費的午餐。
zts18917e	ACT Part.2 渾沌
zts18918e	呵呵，比我想像的還要早。
zts18919e	然後，這是阿卡西記錄。
zts18920e	使用後，你就能跟佩拉諾見面。
zts18921e	(冒險者站穩)
zts18922e	即使她不完全…哎呀！
zts18923e	微不足道的想法，是時候結束了。
zts18924e	佩拉諾準備作出最後一擊，但一個神秘的光環從冒險者手中的安雪路安遺物內出現，並封鎖了佩拉諾的動作。
zts18925e	安雪路安的能量？！
zts18926e	真是渺小！
zts18927e	佩拉諾消失了，有些東西作為回應的証明遺留下來。
zts18928e	完…完成了。我想它應該吸收了佩拉諾的能量。
zts18929e	如果我把它交給克爾曼西娜，我…會變成同謀！
zts18930e	好極了！你真的成功了，現在海魯丹將會有新的惡魔之王！呵呵！
zts18931e	以及…
zts18932e	關於「給你一個偉大的同伴」其實是個謊言～很抱歉～呵呵呵
zts18933e	作為替代的是…
zts18934e	(克爾曼西娜用她的手造出心型手勢。)
zts18935e	這是我的愛，是送給你的禮物。
zts18936e	(騙徒手法真是層出不窮…)
zts18937e	你不應該相信惡魔，呵呵。那～拜拜囉！
zts18938e	克…克爾曼西娜…～！
zts18939e	ACT Part.2 時空裂縫十字軍
zts18940e	你知道什麼是時空裂縫嗎？
zts18941e	噢，你從沒聽說過？
zts18942e	這叫做未知的時空裂縫，它是位於希魯安之內。它能夠連接到神秘天堂或海魯丹。
zts18943e	不過它不是永久性的…
zts18944e	裂縫會出現一段時間，然後會自然消失。
zts18945e	沒有人知道它為何出現，亦沒有人知道是誰創造的。
zts18946e	好吧，我想即使我再解釋下去，你也是不會明白的…
zts18947e	我真正希望的是，統治那個地方。知道所有有關時空裂縫的信息和數據。
zts18948e	你明白了嗎？
zts18949e	如果有其他人前來，你必須要…你明白我的意思嗎？
zts18950e	哈哈哈…有時候想要完成偉大的事情就必需要作出犧牲！
zts18951e	別太擔心太多，好嗎？
zts18952e	聽說…他們還會派更多的人過來…嘿嘿…
zts18953e	煩人的傢伙…又再次把人送過來了。你可以再幫我一次嗎？
zts18954e	為偉大的事情犧牲…
zts18955e	ACT Part.2 煉金術士菲利斯
zts18956e	你有聽說過什麼是時空裂縫嗎？
zts18957e	噢，你真的知道？
zts18958e	好吧，那就簡單多了。最近我正在做關於時空裂縫的研究。我對於希魯安的時空裂縫非常感興趣，所以我需要一些數據。你可以幫我找到一些有助研究的東西嗎？
zts18959e	作為回報，我會給你我從天使和惡魔身上所得到的東西。
zts18960e	噢，噢…！！這是我第一次見的材料。
zts18961e	有趣，非常強大。
zts18962e	嗯…不過對於我的研究，你所帶來的東西還不夠。
zts18963e	那麼，你可以幫我找更強大的嗎？
zts18964e	啊！接近完成了，但是材料還不夠！！
zts18965e	為了研究，請幫我從時空裂縫中帶來一些素材。這是最後一次。
zts18966e	但是，這次需要更強大的！
zts18967e	最近，相當多的十字軍在衝突地區受到傷害，他們都被運送到希魯安。
zts18968e	這就是最近很缺乏藥物的主要原因。
zts18969e	為了十字軍，你可以幫我找來一些藥物嗎？
zts18970e	用於治療的止血藥已經用完了，我認為我需要製作一些止血藥。
zts18971e	你可以幫我找來我所需要的材料嗎？
zts18972e	ACT Part.2 努伊勒
zts18973e	我聽說過佩拉諾的精華。我對它有些興趣，你可以幫我帶來一個嗎？
zts18974e	ACT Part.2 禮戈斯
zts18975e	我聽說過佩拉諾的精華。它是神之力量和暗黑能量的混合物。
zts18976e	這是一個很好的機會，通過消除神之力量來獲得純淨的暗黑能量。
zts18977e	如果你能給我帶來一個，作為報酬我願意支付很多。
zts18978e	我正在學習關於十字軍惡魔靈魂，你可以幫我找來一個嗎？
zts18979e	這是你要的材料。
zts18980e	我會好好的學習。
zts18981e	給你的回報。
zts18982e	ACT Part.2 莉莉絲
zts18983e	你可以幫我找回被盜的飾物嗎？
zts18984e	首先，幫我找回純潔秘銀，這是其中一件被盜的珠寶。
zts18985e	噢…好好…
zts18986e	沒想到你真的能找回，好滾動。給～這是給你的獎勵。
zts18987e	你可以再次幫我找回被盜的飾物嗎？
zts18988e	當然，我不會接受你的拒絕。如果你拒絕我…小心睡覺時會作惡夢。
zts18989e	好好～這是你要的。
zts18990e	這是稀有的寶石，它已經凝聚了很多年的自然法力。
zts18991e	這是非常稀有的。麻煩幫我找一個。
zts18992e	不會拒絕我吧？
zts18993e	好極了！終於找到了～呵呵
zts18994e	這裡有一個為亡靈祈禱的任務，
zts18995e	你為他們收集祈禱嗎？
zts18996e	…我想把他們刻在墓碑裡。
zts18997e	他們的才華影響著未來。
zts18998e	他們就像我這樣的老人，離開了。
zts18999e	回到大地之母的懷內休息。
zts19000e	當他們成為十字軍時，會把念珠交給他們。
zts19001e	與他們的身體沒有什麼不同。
zts19002e	我想把他們放在墓碑裡，讓他們能夠好好安息。
zts19003e	你可以幫我嗎？
zts19004e	大地之母，
zts19005e	請溫暖地擁抱你的僕人。
zts19006e	這是十字軍任務前最後的意願。
zts19007e	雖然他們並沒有回來，但我希望能夠告訴他們的家人剩下來的遺體。
zts19008e	我不知道要如何面對失去家人的家庭…
zts19009e	庫庫…？如果你有空閒時間，來幫幫我！庫庫！
zts19010e	需要冷卻液。庫庫。必須，庫庫！準備它，庫庫！
zts19011e	謝謝你，庫庫…
zts19012e	如今，吉隆崎似乎失去了控制，因為她…買不到限量版物品。無法冷靜下來…
zts19013e	謝謝你，我會讓她感覺好一點。
zts19014e	最近，聽說愛羅尼亞變得越來越古怪。去看看發生了什麼事吧。
zts19015e	她簡直是心理變態…而且變得越來越糟糕。
zts19016e	嘿～小孩！可以過一過來嗎？
zts19017e	我聽說渾沌再次復活了。
zts19018e	這實在是太分散我的注意力了。
zts19019e	盡你的能力吧～
zts19020e	非常好。呵呵～
zts19021e	ACT Part.2 傳說中的獵人
zts19022e	又有麻煩來了，請消滅克拉托斯。
zts19023e	非常好。
zts19024e	現在一隻令人毛骨悚然的蜘蛛正在製造麻煩。
zts19025e	請好好【照顧】它～
zts19026e	這是給你的，報酬比你想像中多吧？這是一很高回報的事情。
zts19027e	我收到一個消息，克萊尼卡斯正在復甦…
zts19028e	幸運的是，它還沒有完全恢復，所以它現在並不是處於最強狀態。
zts19029e	在它完全恢復力量之前消滅它吧！
zts19030e	Wow.. 真優秀！
zts19031e	在烈焰之刃，破滅與渾沌正在四處破壞，你可以去制止它嗎？
zts19032e	粗魯的小蜥蜴…
zts19033e	嘿，我聽說龍血對力量很有幫助…
zts19034e	你有帶什麼來嗎？
zts19035e	什麼！？你什麼都沒有帶來！？
zts19036e	真愚蠢…
zts19037e	唉…你這廢物…
zts19038e	拿去吧。
zts19039e	希史蘭特的魔力精華現在可是相當昂貴的。
zts19040e	Wow.. 這魔力精華的質素很高啊。
zts19041e	我聽說女巫雷娜仍然生存，你可以去幫我調查一下嗎？
zts19042e	傳聞說，她相當漂亮的…
zts19043e	ACT Part.2 拉巴斯
zts19044e	請去懲罰那些可惡的惡魔！
zts19045e	聖光長存！
zts19046e	ACT Part.2 哈帕戈斯
zts19047e	給那些無恥的天使看看我們的實力！
zts19048e	黑暗將吞沒一切！
zts19049e	我們必須讓惡魔靈魂沉睡。
zts19050e	你可以幫助我們嗎？
zts19051e	希望他們能夠從死亡中得到安息。
zts19052e	如果你能夠壓制被洗腦的十字軍，祭司就能夠治療他們。
zts19053e	唉…真的很難耶。
zts19054e	對於發瘋的十字軍，我們沒有任何對策。
zts19055e	請求你讓他們安息。
zts19056e	我們不會忘記你的。
zts19057e	ACT Part.2 亞斯塔羅特
zts19058e	在神秘天堂區域，你不能像個小孩般應付兵偵察兵。
zts19059e	沒有問題的！
zts19060e	但…為什麼我要這樣做？
