zts1e	New Item
zts20503e	HP: 2,000, MP: 1,500[n]Restores HP and MP.[n]Also applies to your NosMate.[n]A moss potion which has been refined with branches from the Spirit Forest.[n]
zts20504e	Corrupted Essence of Purity
zts20505e	The Essence of Purity carried by Goblins, Plague Trolls and Twisted Dark Elves.[n]The essence has been corrupted by evil.[n]
zts20506e	Corrupted Essence of Generosity
zts20507e	The Essence of Generosity carried by Satyri and Winged Satyri.[n]The essence has been corrupted by greed.[n]
zts20508e	Corrupted Essence of Serenity
zts20509e	The Essence of Serenity carried by Merlings and Sirens.[n]The essence has been corrupted by chaos.[n]
zts20510e	Flawless Essence of Purity
zts20511e	A flawless essence extracted from the Corrupted Essence of Purity.[n]It can remove the Mark of Evil.[n]
zts20512e	Flawless Essence of Generosity
zts20513e	A flawless essence extracted from the Corrupted Essence of Generosity.[n]It can remove the Mark of Greed.[n]
zts20514e	Flawless Essence of Serenity
zts20515e	A flawless essence extracted from the Corrupted Essence of Serenity.[n]It can remove the Mark of Wrath.[n]
zts20516e	Tator's Blood
zts20517e	A bottle of Tator's blood.[n]This allows you to face Belial.[n]
zts20518e	Relic of the Orc Water Hero
zts20519e	A relic made of jade containing the power of the orc water hero, who fought against the black dragon many moons ago.[n]
zts20520e	Relic of the Orc Light Hero
zts20521e	A relic made of jade containing the power of the orc light hero, who fought against the black dragon many moons ago.[n]
zts20522e	Relic of the Orc Fire Hero
zts20523e	A relic made of jade containing the power of the orc fire hero, who fought against the black dragon many moons ago.[n]
zts20524e	Relic of the Orc Shadow Hero
zts20525e	A relic made of jade containing the power of the orc shadow hero, who fought against the black dragon many moons ago.[n]
zts20526e	Traditional Orc Weapons and Armour
zts20527e	Orc weapons and armour.[n]They look very primitive, but they fulfil their purpose.[n]
zts20528e	Ancient Orc Clay Statue
zts20529e	A statue of an Owlbear.[n]It is used in ceremonies.[n]
zts20530e	Ancient Orc Gold Coin
zts20531e	A currency once used by the orcs long ago.[n]It looks very unusual.[n]
zts20532e	Moritius Panacea
zts20533e	A magical cure made from moss.[n]
zts20534e	Magical Fernon Powder
zts20535e	A magical power imbued with the power of Fernon.[n]You don't know what purpose it has.[n]
zts20536e	Magic Goddess Powder
zts20537e	A magical powder imbued with the power of the Goddesses.[n]You don't know what purpose it has.[n]
zts20538e	Rough Magic Crystal
zts20539e	An unworked crystal which may contain the power of Fernon or that of the Goddesses.[n]It must first be refined.[n]
zts20540e	Orus' Letter
zts20541e	A letter from Orus the Treasure Hunter to Harbour Guard Tom.[n]It says that he is safe on Moritius island.[n]
zts20542e	Kirollas' Raid Seal
zts20543e	You can enter the raid from the altar in the Spirit Forest.[n]Recommended level: 90-99[n][Instructions][n]Use to become the team leader.[n]Once you are the leader, click other characters and click the 'Team' button.[n]When ready, head to the raid entrance. When the leader enters the raid, all other members will follow automatically.[n][Note][n]Characters higher than the recommended level may enter the raid, but will receive a penalty.[n](No additional hearts and no raid box, even upon victory)[n]
zts20544e	Carno's Raid Seal
zts20545e	You can enter the raid from the magic circle in the Beast's Lair.[n]Recommended level: 90-99[n][Instructions][n]Use to become the team leader.[n]Once you are the leader, click other characters and click the 'Team' button.[n]When ready, head to the raid entrance. When the leader enters the raid, all other members will follow automatically.[n][Note][n]Characters higher than the recommended level may enter the raid, but will receive a penalty.[n](No additional hearts and no raid box, even upon victory)[n]
zts20546e	Belial's Raid Seal
zts20547e	You can enter the raid from the ground floor of the Celestial Spire.[n]Recommended level: 90-99[n][Instructions][n]Use to become the team leader.[n]Once you are the leader, click other characters and click the 'Team' button.[n]When ready, head to the raid entrance. When the leader enters the raid, all other members will follow automatically.[n][Note][n]Characters higher than the recommended level may enter the raid, but will receive a penalty.[n](No additional hearts and no raid box, even upon victory)[n]
zts20548e	Bear Loa Tattoo Pattern
zts20549e	The depiction of a bear loa.[n]Churisgo can use this pattern to ink one of eight tattoos.[n]
zts20550e	Snake Loa Tattoo Pattern
zts20551e	The depiction of a snake loa.[n]Churisgo can use this pattern to ink one of eight tattoos.[n]
zts20552e	Lion Loa Tattoo Pattern
zts20553e	The depiction of a lion loa.[n]Churisgo can use this pattern to ink one of eight tattoos.[n]
zts20554e	Eagle Loa Tattoo Pattern
zts20555e	The depiction of an eagle loa.[n]Churisgo can use this pattern to ink one of eight tattoos.[n]
zts20556e	Tattoo Remover
zts20558e	Transforms your specialist's wings into Lightning Wings.[n][Instructions][n]1. Transform into a specialist.[n]2. Use this item to change your wings.[n][Effect][n]On attack, there is a 5% chance of inflicting Electrocute on your opponent.[n]When you're defending, there is a 7% chance of inflicting Electric Shock on the opponent.[n]Movement speed +1[n][Note][n]1. You can only change the wings into Lightning Wings with an upgraded Specialist Card of +1 or higher.[n]2. The wings disappear when you put your Specialist Card in a card holder.[n]
zts20561e	Horror
zts20562e	Event title for Halloween.[n]
zts20563e	Sly Dog
zts20564e	Test Subject
zts20565e	Duellist
zts20566e	Can be purchased for 100 Gold Medals in the arena.[n]
zts20567e	Unicorn
zts20568e	Can be purchased for 100 Rainbow Coins.[n]
zts20569e	Croesus
zts20570e	Can be purchased for 5,000,000 Gold in NosVille.[n]
zts20571e	Fire Devil
zts20572e	Can be looted from Fire Devils in the Land of Death.[n]
zts20573e	Bushtail
zts20574e	Can be purchased for 100 Golden Acorns.[n]
zts20575e	Punter
zts20576e	Can be won in a level-5 minigame (Miniland).[n]
zts20577e	Sweet Tooth
zts20578e	Can be found in a Mother Cuby Raid Box.[n]
zts20579e	Gardener
zts20580e	Can be found in a Ginseng Raid Box.[n]
zts20581e	Ritualist
zts20582e	Can be found in a Dark Castra Raid Box.[n]
zts20583e	Arachnophobe
zts20584e	Can be found in a Giant Black Spider Raid Box.[n]
zts20585e	Rock Solid
zts20586e	Can be found in a Giant Slade Raid Box.[n]
zts20587e	Nugget
zts20588e	Can be found in a Chicken King Raid Box.[n]
zts20589e	Can be found in a Namaju Raid Box.[n]
zts20590e	Gorged
zts20591e	Can be found in a Spring Raid Box.[n]
zts20592e	Sleepy Head
zts20593e	Can be found in a Snowman Raid Box.[n]
zts20594e	Master Thief
zts20595e	Can be found in a Desert Robbers Raid Box.[n]
zts20596e	BBQ King
zts20597e	Can be found in a Chicken Queen Raid Box.[n]
zts20598e	Arrrrr!
zts20599e	Can be found in a Pete O'Peng Raid Box.[n]
zts20600e	Fire Hound
zts20601e	Can be found in a Kertos Raid Box.[n]
zts20602e	Pyromaniac
zts20603e	Can be found in a Valakus Raid Box.[n]
zts20604e	Phoenix
zts20605e	Can be found in a Grenigas Raid Box.[n]
zts20606e	Dragonslayer
zts20607e	Can be found in a Lord Draco Raid Box.[n]
zts20608e	Ice Cold
zts20609e	Can be found in a Glacerus Raid Box.[n]
zts20610e	Doppelgänger
zts20611e	Can be found in a Maru Raid Box.[n]
zts20612e	Little Witch
zts20613e	Can be found in a Witch Laurena Raid Box.[n]
zts20614e	Evil Twin
zts20615e	Can be found in a Hongbi and Cheongbi Raid Box.[n]
zts20616e	Lopears
zts20617e	Can be found in a Lola Lopears Raid Box.[n]
zts20618e	Little Angel
zts20619e	Can be found in a Zenas Raid Box.[n]
zts20620e	Little Devil
zts20621e	Can be found in a Erenia Raid Box.[n]
zts20622e	Ancelloan's Herald
zts20623e	Can be found in a Incomplete Fernon Raid Box.[n]
zts20624e	Treasure Hunter
zts20625e	Can be found in a Fafnir Raid Box.[n]
zts20626e	Twisted
zts20627e	Can be found in a Twisted Yertirand Raid Box.[n]
zts20628e	Mad Hatter
zts20629e	Can be found in a Mad March Hare Raid Box.[n]
zts20630e	Firebreather
zts20631e	Can be found in a Lord Morcos Raid Box.[n]
zts20632e	Shadowheart
zts20633e	Can be found in a Lord Hatus Raid Box.[n]
zts20634e	Watercharmer
zts20635e	Can be found in a Lady Calvinas Raid Box.[n]
zts20636e	Lightbringer
zts20637e	Can be found in a Lord Berios Raid Box.[n]
zts20638e	Minion
zts20639e	Can be found in a Caligor Raid Box.[n]
zts20640e	Artiste
zts20641e	Can be obtained in the Fan Art Event.[n]
zts20642e	Cookie Monster
zts20643e	Can be obtained in the Baking Event.[n]
zts20644e	Prodigy
zts20645e	Can be obtained in the Crafting Event.[n]
zts20646e	The Biggest Fan
zts20647e	Can be obtained from Community/Real Life Meets.[n]
zts20648e	Quizmaster
zts20649e	Can be obtained in the Quiz Event.[n]
zts20650e	Photo Model
zts20651e	Can be obtained in the Screenshot Event.[n]
zts20652e	Film Star
zts20653e	Can be obtained in the Video Event.[n]
zts20654e	Wordsmith
zts20655e	Can be obtained in the Stories Event.[n]
zts20656e	Survivor!
zts20657e	Can be obtained in the Monster Brood Event.[n]
zts20658e	in Boots
zts20659e	Warm Heart
zts20660e	Green porridge made of moss. Looks disgusting, but it smells delicious.[n]
zts20661e	A sword that is only carried by the best orc warriors.[n]
zts20662e	A sword engraved with the lion loa rune.[n]It is said that the bearer will have the courage of a lion.[n]
zts20663e	Belial's sword containing the power of evil.[n]
zts20664e	A bow that is only carried by the best orc archers.[n]
zts20665e	A bow engraved with the eagle loa rune.[n]
zts20666e	A bow cursed by Belial.[n]
zts20667e	A staff only used by orc warlocks in important rituals.[n]
zts20668e	A warlock staff engraved with the snake loa rune.[n]
zts20669e	This staff contains the energy of the Spirit King.[n]
zts20670e	Gloves made of the hardest stone on the island of Moritius.[n]
zts20671e	Gauntlets engraved with the rune of the bear loa.[n]
zts20672e	These gloves contain the power of the Beast King.[n]
zts20673e	A spell gun with the flame gifted to the orc warlocks by the Spirit King.[n]
zts20674e	A token made of sekraz. There's a jade gemstone set in the middle.[n]
zts20675e	A token blessed by the orc warlocks.[n]
zts20676e	A jade token engraved with the rune of the bear loa.[n]
zts20677e	Armour made from the horns and bones of animals living on Moritius, reinforced with iron.[n]This armour was worn by an orc warmonger long ago.[n]
zts20678e	Light but durable armour made of sekraz.[n]
zts20679e	Light sekraz armour engraved with the rune of the bear loa.[n]
zts20680e	Armour made from the pelt of Carno's son Carlio, who was killed by a dragon a long time ago.[n]The magical power of Carno and Carlio still lives inside it.[n]
zts20681e	Gloves with the power of ancient beasts.[n]
zts20682e	Gloves with the power of the Spirit King.[n]
zts20683e	Boots with the power of ancient beasts.[n]
zts20684e	Boots with the power of the Spirit King.[n]When you wear them, you feel lighter somehow.[n]
zts20685e	A bracelet with the power of the snake loa.[n]
zts20686e	A bracelet with the power of the Spirit King's left hand.[n]
zts20687e	A decorated bracelet made of jade.[n]
zts20688e	A bracelet made of sekraz.[n]It looks functional and isn't decorated.[n]
zts20689e	Repair Rune Anvil
zts20690e	It can repair weapons damaged by runic carvings.[n][Instructions][n]Double-click on the anvil and then select the weapon you would like to repair.[n]The anvil will be consumed in the process.[n]
zts20691e	Rune Removal Hammer
zts20692e	Can remove all of a weapon's runes.[n][Instructions][n]Click on 'Remove' in the Runic Carvings window.[n]The hammer must be in your inventory.[n]The item will be consumed in the process.[n]
zts20693e	Rune of Fortune Scroll
zts20694e	Increases chance to successfully carve runes.[n][Effect][n]Increases the chance of success by 2%.[n]Increases chance for a rune power by 5%.[n]Prevents the weapon from being damaged while carving runes. If the process fails, there is a 50% chance the materials used won't be consumed.[n][Instructions][n]Double-click this amulet to open the window and then try to carve a rune with an effect.[n]This item will be consumed in the process.[n]
zts20695e	Saviour of the Orcs
zts20696e	Available after completing all the main quests in Act 7.[n]
zts20697e	Bear Loa Tome
zts20698e	Using this item has the following effect.[n][Effect][n]Increases max. HP by 7,000.[n][Note][n]You must be champion level 60 to use this.[n]
zts20699e	Eagle Loa Tome
zts20700e	Using this item has the following effect.[n][Effect][n]Increases agility by 120.[n][Note][n]You must be champion level 60 to use this.[n]
zts20701e	Snake Loa Tome
zts20702e	Using this item has the following effect.[n][Effect][n]Increases intelligence by 120.[n][Note][n]You must be champion level 60 to use this.[n]
zts20703e	Lion Loa Tome
zts20704e	Using this item has the following effect.[n][Effect][n]Increases physical strength by 120.[n][Note][n]You must be champion level 60 to use this.[n]
zts20705e	Spirit King Tome
zts20706e	Using this item has the following effect.[n][Effect][n]Increases max. MP by 7,000.[n][Note][n]You must be champion level 60 to use this.[n]
zts20707e	Increases chance to successfully carve runes.[n][Effect][n]Increases the chance of success by 2%.[n]Increases chance for a rune power by 5%.[n]Prevents the weapon from being damaged while carving runes.[n]If the process fails, there is a 50% chance the materials used won't be consumed.[n][Instructions][n]Double-click this amulet to open the window and then try to carve a rune with an effect.[n]This item will be consumed in the process.[n]
zts20708e	Champion Experience Reward
zts20709e	You will receive a certain amount of champion experience once the process is complete.[n]
zts20710e	Tattoo Safeguard Scroll
zts20711e	If the tattoo upgrade fails badly, its level won't be reduced.[n][Effect][n]Prevents a tattoo from downgrading.[n][Instructions][n]Double-click this scroll to open the window, then try to upgrade a tattoo.[n]This item will be consumed in the process.[n]
zts20712e	A golden trophy forged from the relics of the four orc heroes. It gives off a powerful magical aura.[n]Use this item to apply the 'Orc Heroes Energy' buff to yourself.
