zts1e	Neuer Gegenstand
zts21894e	Battlepass 27. Stufe (1.301-1.350 BP)
zts21895e	Battlepass 28. Stufe (1.351-1.400 BP)
zts21896e	Battlepass 29. Stufe (1.401-1.450 BP)
zts21897e	Battlepass 30. Stufe (1.451-1.500 BP)
zts21898e	Babydino Velutzi
zts21903e	Zahme Bienenkönigin
zts21904e	10 BP
zts21905e	30 BP
zts21906e	40 BP
zts21907e	60 BP
zts21908e	70 BP
zts21909e	80 BP
zts21910e	90 BP
zts21911e	100 BP
zts21912e	Fleißiges Bienchen
zts21913e	Dieser Titel konnte während einer Battlepass-Saison erspielt werden.[n]
zts21914e	14 (Event)
zts21915e	Medaille des 14. Jahrestages
zts21916e	Känguru des 14. Jahrestages
zts21917e	Sicher aufgehoben erkundest du im Känguru-Beutel die Welt.[n]Deine Bewegungsgeschwindigkeit erhöht sich.[n]Wenn du das Item erneut benutzt, steigst du ab.[n]Es gibt kein Levellimit.[n][Eigenschaften][n]Bewegungsgeschwindigkeit: 18[n]Bewegungsgeschwindigkeit in NosVille +2[n]Bewegungsgeschwindigkeit in Port Alveus +2[n][Mit Speedbooster][n]Bewegungsgeschwindigkeit +2[n]Dauer +4[n]
zts21918e	Känguru-Truhe des 14. Jahrestages
zts21919e	In der Truhe verbirgt sich ein normales Känguru zur Feier des 14. Jahrestages.[n][Achtung][n]Holst du das Känguru aus der Truhe, kannst du nicht mehr damit handeln.[n]
zts21920e	Känguru-Boxer des 14. Jahrestages
zts21921e	Sicher aufgehoben erkundest du im Känguru-Beutel die Welt.[n]Deine Bewegungsgeschwindigkeit erhöht sich.[n]Wenn du das Item erneut benutzt, steigst du ab.[n]Es gibt kein Levellimit.[n][Eigenschaften][n]Bewegungsgeschwindigkeit: 21[n]Bewegungsgeschwindigkeit in Glacernon +2[n]Bewegungsgeschwindigkeit in Morizios +2[n]Mit 100% Wahrscheinlichkeit wird der Buff [Kuscheliger Känguru-Beutel] ausgelöst.[n][Mit Speedbooster][n]Bewegungsgeschwindigkeit +3[n]Dauer +8[n]Entfernt alle schlechten Effekte bis Level 4.[n]Mit 100% Wahrscheinlichkeit wird der Buff [Hoch die Fäuste!] ausgelöst.[n]
zts21922e	"Känguru-Boxer"-Truhe des 14. Jahrestages
zts21923e	In der Truhe verbirgt sich ein besonderes Känguru zur Feier des 14. Jahrestages.[n][Achtung][n]Holst du den Känguru-Boxer aus der Truhe, kannst du nicht mehr damit handeln.[n]
zts21924e	Pestarzt/Pestschwester-Kostüm (30 Tage)
zts21925e	Gemeinsam machen wir der Pest den Garaus![n]Die Anwendungszeit beginnt, sobald du es angezogen hast.[n][Effekt][n]Erhöht die erhaltene Heldenerfahrung um 10%.[n]Erhöht die HP um 3% des verursachten Schadens.[n][Set-Effekt][n]Erhöht die erhaltenen Heldenlevel-Erfahrungspunkte um 20%, wenn du den Pesthut bzw. das Pesthäubchen trägst.[n]
zts21926e	Pestarzt/Pestschwester-Kostüm (unbegrenzt)
zts21927e	Gemeinsam machen wir der Pest den Garaus![n][Effekt][n]Erhöht die erhaltene Heldenerfahrung um 10%.[n]Erhöht die HP um 3% des verursachten Schadens.[n][Set-Effekt][n]Erhöht die erhaltenen Heldenlevel-Erfahrungspunkte um 20%, wenn du den Pesthut bzw. das Pesthäubchen trägst.[n]
zts21928e	Pesthut/Pesthäubchen (30 Tage)
zts21929e	Gemeinsam machen wir der Pest den Garaus![n]Die Anwendungszeit beginnt, sobald du es angezogen hast.[n][Effekt][n]Sämtliche Angriffe sind um 5% erhöht.[n]Erhöht den Erfahrungsgewinn um 10%.[n][Set-Effekt][n]Erhöht die erhaltenen Heldenlevel-Erfahrungspunkte um 20%, wenn du das Pestarzt/Pestschwester-Kostüm trägst.[n]Erhöht die Bewegungsgeschwindigkeit um 1.[n]Bei Verwendung eines Angriffsskills wird mit 8% Wahrscheinlichkeit [Ärztliches Rezept] ausgelöst.[n]
zts21930e	Pesthut/Pesthäubchen (unbegrenzt)
zts21931e	Gemeinsam machen wir der Pest den Garaus![n][Effekt][n]Sämtliche Angriffe sind um 5% erhöht.[n]Erhöht den Erfahrungsgewinn um 10%.[n][Set-Effekt][n]Erhöht die erhaltenen Heldenlevel-Erfahrungspunkte um 20%, wenn du das Pestarzt/Pestschwester-Kostüm trägst.[n]Erhöht die Bewegungsgeschwindigkeit um 1.[n]Bei Verwendung eines Angriffsskills wird mit 8% Wahrscheinlichkeit [Ärztliches Rezept] ausgelöst.[n]
zts21934e	Pestarzt/Pestschwester-Set
zts21935e	Beim Öffnen des Pakets erhältst du folgende Items:[n]1x Pestarzt/Pestschwester-Kostüm (unbegrenzt)[n]1x Pesthut/Pesthäubchen (unbegrenzt)[n]
zts21938e	Battlepass 31. Stufe (1.501-1.550 BP)
zts21939e	Battlepass 32. Stufe (1.551-1.600 BP)
zts21940e	Battlepass 33. Stufe (1.601-1.650 BP)
zts21941e	Battlepass 34. Stufe (1.651-1.700 BP)
zts21942e	Battlepass 35. Stufe (1.701-1.750 BP)
zts21943e	Battlepass 36. Stufe (1.751-1.800 BP)
zts21944e	Battlepass 37. Stufe (1.801-1.850 BP)
zts21945e	Battlepass 38. Stufe (1.851-1.900 BP)
zts21946e	Battlepass 39. Stufe (1.901-1.950 BP)
zts21947e	Battlepass 40. Stufe (1.951-2.000 BP)
zts21950e	Pestarzt/Pestschwester-Kostüm (30 Tage)
zts21951e	Gemeinsam machen wir der Pest den Garaus![n]Die Anwendungszeit beginnt, sobald du es angezogen hast.[n][Effekt][n]Erhöht die erhaltene Heldenerfahrung um 10%.[n]Erhöht die Bewegungsgeschwindigkeit um 1.[n]Erleidest du Schaden durch Schattenelement-Angriffe, wird dieser mit 10% Wahrscheinlichkeit um 20% reduziert.[n][Set-Effekt][n]Erhöht die erhaltenen Heldenlevel-Erfahrungspunkte um 20%, wenn du den Pesthut bzw. das Pesthäubchen trägst.[n]Erhöht die Bewegungsgeschwindigkeit um 1.[n]Bei Verwendung eines Angriffsskills wird mit 8% Wahrscheinlichkeit [Ärztliches Rezept] ausgelöst.[n]
zts21952e	Pestarzt/Pestschwester-Kostüm (unbegrenzt)
zts21953e	Gemeinsam machen wir der Pest den Garaus![n][Effekt][n]Erhöht die erhaltene Heldenerfahrung um 10%.[n]Erhöht die Bewegungsgeschwindigkeit um 1.[n]Erleidest du Schaden durch Schattenelement-Angriffe, wird dieser mit 10% Wahrscheinlichkeit um 20% reduziert.[n][Set-Effekt][n]Erhöht die erhaltenen Heldenlevel-Erfahrungspunkte um 20%, wenn du den Pesthut bzw. das Pesthäubchen trägst.[n]Erhöht die Bewegungsgeschwindigkeit um 1.[n]Bei Verwendung eines Angriffsskills wird mit 8% Wahrscheinlichkeit [Ärztliches Rezept] ausgelöst.[n]
zts21954e	Pestarzt/Pestschwester-Set
zts21955e	Blume, die nur dort wächst, wo sich Drachen aufhalten.[n]Sie enthält starke Drachenmagie.[n]
zts21956e	Drachenkristall
zts21957e	Kristall, der nur dort zu finden ist, wo Drachen leben.[n]Er enthält starke Drachenmagie.[n]
zts21958e	Energie des Feuerdrachen
zts21959e	Sie enthält die Macht des Feuerdrachen.[n]
zts21960e	Energie des Eisdrachen
zts21961e	Sie enthält die Macht des Eisdrachen.[n]
zts21962e	Energie des Mondlichtdrachen
zts21963e	Sie enthält die dunkle Macht des Mondlichtdrachen.[n]
zts21964e	Energie des Himmelsdrachen
zts21965e	Sie enthält die strahlende Macht des Himmelsdrachen.[n]
zts21966e	Drachenedelstein
zts21967e	Dratanium
zts21968e	Dieser Barren sieht aus, als wäre er mit grünen Drachenschuppen überzogen. Enthält starke Magie.[n]Dratanium gibt es nur auf Himmelsnest.[n]
zts21969e	Drachenschuppe
zts21970e	Eine harte Schuppe von Drachen aus Himmelsnest.[n]
zts21971e	Ewiges Eis
zts21972e	Eiskristalle, die von Monstern im Eiskerker erbeutet werden können.[n]Eigenartigerweise schmilzt es nicht.[n]
zts21973e	Magische Kugel des Wächters
zts21974e	Eine magische Kristallkugel, die von den Wächtern der Drachenhöhle erbeutet werden kann.[n]Sie wird benötigt, um die Uralte Drachenhöhle zu betreten.[n]
zts21975e	Drachenknochen
zts21976e	Ein leichter, aber harter Drachenknochen aus Himmelsnest.[n]
zts21977e	Magische Sphäre des Eisdrachen
zts21978e	Eine magische Kugel, die nur der Eisdrachen besitzt.[n]
zts21979e	Pilzkopf
zts21980e	Der obere Teil eines Pilzes.[n]
zts21981e	Triceratops-Fleisch
zts21982e	Köstliches Fleisch eines Triceratops.[n]Es zählt zu den Hauptnahrungsmitteln der Drakonier.[n]
zts21983e	Drachenleichnam
zts21984e	Körper eines toten Drachen. Zieht Aaslibellen magisch an.[n]Die Magie im Leichnam wird mit der Zeit dunkler.[n]
zts21985e	Triceratops-Sehne
zts21986e	Die zähe Sehne eines Triceratops.[n]Sie verleiht dem Tier seine gewaltige Kraft.[n]
zts21987e	Drachenharpyien-Klaue
zts21988e	Die scharfe Klaue einer Drachenharpyie.[n]
zts21989e	Lavabeutel
zts21990e	Wurde aus den Innereien von Lavadrachen gefertigt.[n]Ist unglaublich hitzebeständig.[n]
zts21991e	Kältekristall
zts21992e	Ein kalter Steinbrocken, der von allen Monstern in Himmelsnest erbeutet werden kann.[n]
zts21993e	Triceratops-Horn
zts21994e	Das harte Horn eines Triceratops, das zur Herstellung diverser Accessoires und Ausrüstungen benötigt wird.[n]
zts21995e	Drachenfrucht
zts21996e	Eine Köstlichkeit aus Himmelsnest.[n]Man munkelt, dass sie Drachenenergie enthält.[n]
zts21997e	Asgobas' Schuppe
zts21998e	Dunkelrote Schuppe von Asgobas.[n]Kann nach dem Kampf gegen Asgobas erbeutet werden.[n]
zts21999e	Drakonium
zts22000e	Eine neuartige Legierung, die aus Dratanium und Asgobas' Schuppen gefertigt wurde.[n]Sie ist sehr widerstandsfähig und schützt vor Magie.[n]
zts22001e	Drachenbienenhonig
zts22002e	Süßer Honig der Drachenbiene.[n]
zts22003e	Haibärflosse
zts22004e	Flosse eines Haibären.[n]Obwohl Haibären nicht im Wasser zuhause sind, haben sie dennoch eine Flosse.[n]
zts22005e	Schneemannhaut
zts22006e	Die harte Haut eines Schneemanns.[n]Schützt vor Kälte.[n]
zts22007e	Drachenmilch
zts22008e	Es handelt sich lediglich um einen Markennamen, denn mit Drachen hat diese Milch nichts zu tun.[n]MP: 3.000[n]Stellt langsam MP wieder her.[n]Auch dein NosMate profitiert davon.[n]Kann nur benutzt werden, während du dich ausruhst.[n]
zts22009e	Gebratene Triceratops-Sehne
zts22010e	Gut durchgebratene Triceratops-Sehne.[n]HP: 7.000, MP: 3.000[n]Stellt langsam HP und MP wieder her.[n]Auch dein NosMate profitiert davon.[n]Kann nur benutzt werden, während du dich ausruhst.[n]
zts22011e	Triceratops-Steak
zts22012e	Ein köstliches Steak aus Triceratops-Fleisch.[n]HP: 5.000, MP: 5.000[n]Stellt langsam HP und MP wieder her.[n]Auch dein NosMate profitiert davon.[n]Kann nur benutzt werden, während du dich ausruhst.[n]
zts22013e	Drachenhonigtee
zts22014e	Tee, der mit Drachenhonig gesüßt wird.[n]MP: 7.000[n]Stellt langsam MP wieder her.[n]Auch dein NosMate profitiert davon.[n]Kann nur benutzt werden, während du dich ausruhst.[n]
zts22015e	Lehrbuch "Drachenvitalität"
zts22017e	Lehrbuch "Drachenagilität"
zts22019e	Lehrbuch "Drachenintellekt"
zts22021e	Lehrbuch "Drachenkraft"
zts22023e	Lehrbuch "Drachenmagie"
zts22025e	Greifenfeder
zts22026e	Drachenknochenschwert
zts22027e	Drachentöter
zts22028e	Drachenbogen
zts22029e	Hauch der Zerstörung
zts22030e	Drachenzauberstab
zts22031e	Drachenseelenstab
zts22032e	Drachenklaue
zts22033e	Frostklaue
zts22034e	Drakonier-Armbrust
zts22035e	Drachenkristall-Armbrust
zts22036e	Drakonier-Dolch
zts22037e	Drachenknochendolch
zts22038e	Drakonier-Zauberwaffe
zts22039e	Frost-Zauberwaffe
zts22040e	Drachenjade
zts22041e	Drachenauge
zts22042e	Blaue Drachenschuppen-Rüstung
zts22043e	Drachentöter-Rüstung
zts22044e	Drakonier-Späheruniform
zts22045e	Drachenjäger-Uniform
zts22046e	Drachenforscher-Robe
zts22047e	Frostschuppen-Robe
zts22048e	Drakonier-Kriegerrüstung
zts22049e	Drachenschlächter-Rüstung
zts22050e	Späherhut
zts22051e	Ein eleganter Hut, den die Späher der Drakonier tragen.[n]
zts22052e	Edle Drachenhorn-Krone
zts22053e	Eine Krone aus Drachenhorn, die üblicherweise von Adeligen oder hohen Militärs getragen wird.[n] Wurde aus Drachenhörnern und -knochen gefertigt.[n]
zts22054e	Flugdrachen-Handschuhe
zts22055e	Diese Handschuhe wurden aus den Schuppen von Flugdrachen gefertigt.[n]
zts22056e	Drachenlord-Handschuhe
zts22057e	Das Design dieser Handschuhe wurde von Asgobas' Schuppen inspiriert.[n]
zts22058e	Leichte Drachenknochen-Schuhe
zts22059e	Diese Schuhe werden von Kriegern und Spähern bevorzugt, da sie die Beweglichkeit kaum einschränken.[n]
zts22060e	Drachenlord-Schuhe
zts22061e	Das Design dieser Schuhe wurde von Asgobas' Schuppen inspiriert.[n]
zts22062e	Geschnitzter Drachenarmreif
zts22063e	Drachenkristall-Armreif
zts22064e	Traditioneller Drakonier-Armreif
zts22065e	Triceratopsknochen-Armreif
zts22066e	Himmlischer Ring
zts22067e	Greifenring
zts22068e	Drachenklauen-Ring
zts22069e	Drachenkristall-Ring
zts22070e	Drakonier-Glückskette
zts22071e	Die Drakonier glauben, dass diese traditionelle Halskette Glück bringt.[n]
zts22072e	Triceratopsknochen-Halskette
zts22073e	Drachenhalskette
zts22074e	Weiße Drachenhalskette
zts22075e	Valehirs Raidbox
zts22076e	Belohnung für den Abschluss des Zombiedrachen-Raids.[n]Niemand weiß, was sich in der Truhe verbirgt.[n]
zts22077e	Alzanors Raidbox
zts22078e	Belohnung für den Abschluss des Eisdrachen-Raids.[n]Niemand weiß, was sich in der Truhe verbirgt.[n]
zts22079e	Belohnungstruhe für die Verteidigungsschlacht
zts22080e	Dichter Drachenatem
zts22081e	Dieser Kristall enthält mächtige Drachenenergie.[n]Wird benötigt, um Spezialistenkarten zu verstärken.[n]
zts22082e	Ein magischer Kristall, der von den Wächtern der Drachenhöhle erbeutet werden kann.[n]Er enthält die Macht Asgobas'.[n]Du benötigst ihn, um aus der Uralten Drachenhöhle zu entkommen.[n]
zts22083e	Verwende dieses Item, um folgenden Effekt zu erzielen:[n][Effekt][n]Erhöht die max. HP um 12.000.[n][Achtung][n]Kann erst ab Heldenlevel 70 verwendet werden.[n]Hast du bereits das Buch des Bären-Loa verwendet, wird dessen Effekt durch diesen ersetzt.[n]
zts22084e	Verwende dieses Item, um folgenden Effekt zu erzielen:[n][Effekt][n]Erhöht die Geschicklichkeit um 150.[n][Achtung][n]Kann erst ab Heldenlevel 70 verwendet werden.[n]Hast du bereits das Buch des Adler-Loa verwendet, wird dessen Effekt durch diesen ersetzt.[n]
zts22085e	Verwende dieses Item, um folgenden Effekt zu erzielen:[n][Effekt][n]Erhöht die Geisteskraft um 150.[n][Achtung][n]Kann erst ab Heldenlevel 70 verwendet werden.[n]Hast du bereits das Buch des Schlangen-Loa verwendet, wird dessen Effekt durch diesen ersetzt.[n]
zts22086e	Verwende dieses Item, um folgenden Effekt zu erzielen:[n][Effekt][n]Erhöht die Körperkraft um 150.[n][Achtung][n]Kann erst ab Heldenlevel 70 verwendet werden.[n]Hast du bereits das Buch des Löwen-Loa verwendet, wird dessen Effekt durch diesen ersetzt.[n]
zts22087e	Verwende dieses Item, um folgenden Effekt zu erzielen:[n][Effekt][n]Erhöht die max. MP um 12.000.[n][Achtung][n]Kann erst ab Heldenlevel 70 verwendet werden.[n]Hast du bereits das Buch des Geisterkönigs verwendet, wird dessen Effekt durch diesen ersetzt.[n]
zts22088e	Ein großes Schwert, das aus harten Drachenknochen gefertigt wurde.[n]Es sieht grobschlächtig aus, aber auch sehr gefährlich.[n]
zts22089e	Ein großes Schwert, das aus Drachenknochen und -schuppen gefertigt wurde.[n] Verfügt über eine zweischneidige Klinge.[n]
zts22090e	Ein Bogen, der aus Drachenknochen gefertigt und mit Drachenfell verziert wurde.[n]Die Zielvorrichtung sieht wie ein kleiner Drachenkopf aus.[n]
zts22091e	Ein mächtiger Bogen, der aus Flugdrachenknochen und -federn gefertigt wurde.[n]Das Gefieder der Pfeile ist magisch und lässt die Pfeile schneller fliegen.[n]
zts22092e	Ein Zauberstab, der aus Drachenknochen und Marmor gefertigt wurde.[n]Das Kopfstück hat die Form eines Drachenschädels.[n]
zts22093e	In diesem Stab lebt die Seele eines verstorbenen alten Drachen.[n]Die Seele wurde mittels eines Seelensteins in den Stab eingearbeitet.[n]
zts22094e	Handschuhe, die aus grünen Drachenfedern, Drachenhaut und Drachenkristall gefertigt wurden.[n]
zts22095e	Handschuhe, die aus den Klauen und der Haut des Eisdrachen gefertigt wurde.[n]
zts22096e	Eine verstärkte Armbrust, die zur Drachenjagd eingesetzt wird.[n]Sie ist zwar nicht besonders groß, ihre Bolzen können aber selbst Drachenschuppen durchschlagen.[n]
zts22097e	Eine Armbrust, die aus Stahl und Drachenkristall gefertigt wurde.[n]Klein, aber oho![n]
zts22098e	Ein Dolch, der bei der Jagd eingesetzt wird, um Tieren den Todesstoß zu versetzen.[n]
zts22099e	Ein Dolch, der aus alten Drachenknochen und -schuppen gefertigt wurde.[n]Die scharfe Klinge kann selbst den härtesten Panzer durchdringen.[n]
zts22100e	Eine Zauberwaffe, die von Drakonier-Magiern verwendet wird.[n]Im Kampf richtet sie verheerenden Schaden an.[n]
zts22101e	Eine Zauberwaffe, die aus den blauen Drachenkristallen, die in der Höhle des Eisdrachen gefunden werden können, gefertigt wurde.[n]
zts22102e	Ein Schild aus Drachenkristall.[n]Der Körper des Trägers wird durch die Kristallenergie gestärkt.[n]
zts22103e	Ein Schild, der aus einem Drachenauge und Drachenkristall gefertigt wurde.[n]
zts22104e	Schwere, blaue Rüstung, die aus den Schuppen eines Wasserdrachen gefertigt wurde.[n]
zts22105e	Schwere Rüstung, die aus Stahl, Drachenschuppen und -knochen gefertigt wurde.[n]Wird noch härter, wenn sie beschädigt wird.[n]
zts22106e	Leichte Uniform, die aus Greifenfedern und Drachenschuppen gefertigt wurde.[n]Wird üblicherweise von Waldläufern und Spähern getragen.[n]
zts22107e	Rüstung, die speziell für die Drachenjagd gefertigt wurde.[n]Drachenschuppen und -horn machen die Rüstung besonders leicht und komfortabel.[n]
zts22108e	Gewandung, die von Drachenforschern getragen wird.[n]
zts22109e	Verstärkte Robe, die aus den Schuppen eines Eisdrachen gefertigt wurde.[n]
zts22110e	Leichte Rüstung für Kampfkünstler.[n]Einige Teile wurden mit Feuerdrachenschuppen verstärkt.[n]
zts22111e	Eine Rüstung, bei der das Hauptaugenmerk auf optimale Beweglichkeit gelegt wurde.[n]Starke Drachenmagie macht den Träger noch wendiger.[n]
zts22112e	In diesen Armreif ist ein Drache geschnitzt.[n]Sehr beliebt bei Drakoniern.[n]
zts22113e	Ein Drachenkristall wurde in diesen Armreif eingearbeitet.[n]Ein sehr kostbares Stück.[n]
zts22114e	In der Kultur der Drakonier ein traditioneller Armreif.[n]
zts22115e	Armreif, der aus Triceratops-Knochen gefertigt wurde.[n]Angeblich verbessert er die Gesundheit des Trägers.[n]
zts22116e	Ein goldener Ring, der einen Drachen darstellt, der sich in den Schwanz beißt.[n]
zts22117e	Ein Ring, dessen Design von Greifenschwingen inspiriert wurde.[n]
zts22118e	Ein ungewöhnlicher Ring in Form einer Drachenklaue.[n]
zts22119e	Ein Ring, in den ein Drachenkristall eingearbeitet wurde.[n]Wird oft als Hochzeitsring verwendet.[n]
zts22120e	Ein Ring aus Triceratops-Horn.[n]Angeblich verbessert er die Gesundheit des Trägers.[n]
zts22121e	Halskette mit einem Drachenkopf-Anhänger.[n]Enthält Drachenenergie.[n]
zts22122e	Eine Halskette mit einem Anhänger, der einen auf einem Kristall hockenden Drachen darstellt.[n]
zts22123e	Drachen-Kartenschutzrolle
zts22124e	Du kannst die Schutzrolle benutzen, wenn du deine Spezialistenkarte von Level 15-19 verbesserst. Selbst wenn die Verbesserung fehlschlägt, bleibt die Seele der Karte erhalten.[n][Anleitung][n]Der Schutzeffekt setzt ein, sobald du einen Doppelklick auf die Schutzrolle machst.[n]Bei einem erneuten Doppelklick verschwindet der Effekt wieder.[n](In diesem Fall wird keine Schutzrolle verbraucht.)[n]Nur wenn du versuchst, eine Spezialistenkarte unter dem Effekt der Schutzrolle zu verbessern, verbrauchst du jeweils eine SP-Schutzrolle.[n]
zts22125e	Feuerdrachen-Edelstein
zts22126e	Ein Edelstein, der die starke Energie eines Feuerdrachen enthält.[n]
zts22127e	Eisdrachen-Edelstein
zts22128e	Ein Edelstein, der die starke Energie eines Eisdrachen enthält.[n]
zts22129e	Mondlichtdrachen-Edelstein
zts22130e	Ein Edelstein, der die starke Energie eines Mondlichtdrachen enthält.[n]
zts22131e	Himmelsdrachen-Edelstein
zts22132e	Ein Edelstein, der die starke Energie eines Himmelsdrachen enthält.[n]
zts22133e	Drachenwaffen-Produktionsschriftrolle
zts22134e	Dieses Schriftstück beschreibt, wie du die Drachenwaffen produzieren kannst.[n]Es zeigt die Formel, um die Waffen zu erstellen.[n][Produktion][n]1. Alle Materialien müssen im Inventar vorhanden sein.[n]2. Öffne das Produktionsfenster mit Doppelklick auf die Schriftrolle.[n]3. Wähle den Gegenstand aus, den du herstellen möchtest.[n]4. Ziehe eventuell benötigte Ausrüstungsgegenstände in das Fenster.[n]5. Drücke auf die Produktionstaste, um den Prozess abzuschließen.[n]
