zts1e	Nowy przedmiot
zts20489e	List opatrzony pieczêci¹ wodza.[n]Ka¿dy Ork musi byæ pos³uszny rozkazom swojego dowódcy.[n]
zts20490e	Skrzynia Stypy
zts20491e	Skrzynia, która zawiera potrawy do orkowej ceremonii pogrzebowej.[n]
zts20492e	Testament Logtasa
zts20493e	Testament Logtasa, który zgin¹³ podczas misji w jaskini w Ska¿onym Lesie.[n]
zts20494e	Stary Klucz do Skrzyni Skarbów
zts20495e	Porysowany, stary klucz.[n]
zts20496e	Naprawiona Broñ Orkowa
zts20497e	Broñ b³yszczy jak nowa.[n]Idealna na polowanie na potwory.[n]
zts20498e	Trucizna Czerwonookiego Skorpiona
zts20499e	Silny truj¹cy jad z ¿¹d³a Czerwonookiego Skorpiona.[n]
zts20500e	Mchowy Napój Orków
zts20501e	P¯: 1800, PM: 1000[n]P¯ i PM s¹ powoli przywracane.[n]Korzysta na tym równie¿ twój NosKumpel.[n]Eliksir ¿ycia sporz¹dzony z mchu.[n]Wygl¹da na bardzo zdrowy.[n]
zts20502e	Uszlachetniony Mchowy Napój
zts20503e	P¯: 2000, PM: 1500[n]P¯ i PM s¹ przywracane.[n]Korzysta na tym równie¿ twój NosKumpel.[n]Mchowy napój, który zosta³ uszlachetniony ga³¹zkami z Lasu Duchów.[n]
zts20504e	Zepsuta Esencja Czystoœci
zts20505e	Esencja czystoœci, któr¹ nosz¹ w sobie Pod³e Gobliny, Ska¿one Trolle oraz Pod³e Mroczne Elfy.[n]Esencja zosta³a zepsuta przez ca³e z³o.[n]
zts20506e	Zepsuta Esencja Wspania³omyœlnoœci
zts20507e	Esencja wspania³omyœlnoœci, któr¹ nosz¹ w sobie Satyros oraz uskrzydlani Satyros.[n]Esencja zosta³a zepsuta przez chciwoœæ.[n]
zts20508e	Zepsuta Esencja Opanowania
zts20509e	Esencja opanowania, któr¹ nosz¹ w sobie Wodniki i Syreny.[n]Esencja zosta³a zepsuta przez ca³e z³o.[n]
zts20510e	Idealna Esencja Czystoœci
zts20511e	Idealna esencja, która zosta³a pozyskana z esencji czystoœci.[n]Ona mo¿e usun¹æ znak z³a.[n]
zts20512e	Idealna Esencja Wspania³omyœlnoœci
zts20513e	Idealna esencja, która zosta³a pozyskana z esencji wspania³omyœlnoœci.[n]Ona mo¿e usun¹æ znak chciwoœci.[n]
zts20514e	Idealna Esencja Opanowania
zts20515e	Idealna esencja, która zosta³a pozyskana z esencji opanowania.[n]Ona mo¿e usun¹æ znak gniewu.[n]
zts20516e	Krew Tofela
zts20517e	Buteleczka z krwi¹ Tofela.[n]Posiadaj¹c j¹ mo¿esz stawiæ czo³o Belialowi.[n]
zts20518e	Pami¹tka Bohaterskiego Orka Wody
zts20519e	Pami¹tka z nefrytu, zawieraj¹ca moc Bohaterskiego Orka Wody, który dawno temu walczy³ z czarnym smokiem.[n]
zts20520e	Pami¹tka Bohaterskiego Orka Œwiat³a
zts20521e	Pami¹tka z nefrytu, zawieraj¹ca moc Bohaterskiego Orka Œwiat³a, który dawno temu walczy³ z czarnym smokiem.[n]
zts20522e	Pami¹tka Bohaterskiego Orka Ognia
zts20523e	Pami¹tka z nefrytu, zawieraj¹ca moc Bohaterskiego Orka Ognia, który dawno temu walczy³ z czarnym smokiem.[n]
zts20524e	Pami¹tka Bohaterskiego Orka Mroku
zts20525e	Pami¹tka z nefrytu, zawieraj¹ca moc Bohaterskiego Orka Mroku, który dawno temu walczy³ z czarnym smokiem.[n]
zts20526e	Tradycyjna Broñ i Zbroja Orków
zts20527e	Broñ i zbroja orków.[n]Wprawdzie wygl¹daj¹ prymitywnie, ale spe³niaj¹ swój cel.[n]
zts20528e	Pradawna Gliniana Statua Orków
zts20529e	Gliniana statua SowoniedŸwiedzia.[n]Jest ona u¿ywana podczas ceremonii.[n]
zts20530e	Pradawna Z³ota Moneta Orków
zts20531e	Waluta, która by³a dawno temu u¿ywana przez Orki.[n]Wygl¹da ona bardzo tajemniczo.[n]
zts20532e	Panaceum z Morizios
zts20533e	[n]Zielone panaceum z mchu.
zts20534e	Magiczny Proszek Fernon
zts20535e	Magiczny proszek, który zawiera w sobie moc Fernon.[n]Nie masz pojêcia, do czego on s³u¿y.[n]
zts20536e	Magiczny Boski Proszek
zts20537e	Magiczny proszek, który zawiera w sobie moc bogiñ.[n]Nie masz pojêcia, do czego on s³u¿y.[n]
zts20538e	Nieprzetworzony Magiczny Kryszta³
zts20539e	Nieprzetworzony kryszta³, zawieraj¹cy moc Fernon lub moc bogiñ.[n]Trzeba go najpierw uszlachetniæ.[n]
zts20540e	List od Orus
zts20541e	List od poszukiwacza skarbów Orusa do Stra¿nika Portowego Toma.[n]W liœcie napisane jest, ¿e na Wyspie Morizios jest on bezpieczny.[n]
zts20542e	Pieczêæ Rajdu Kirollasa
zts20543e	Mo¿esz do³¹czyæ do rajdu przez O³tarz w Lesie Duchów.[n]Zalecany poziom: 90-99[n][Instrukcja][n]Gracz zostaje liderem dru¿yny.[n]Po tym, jak zostaniesz liderem rajdu, mo¿esz zapraszaæ innych graczy, klikaj¹c na nich.[n]Udaj siê do wejœcia do rajdu. Gdy lider dru¿yny wejdzie do rajdu, reszta pod¹¿a automatycznie.[n][Uwaga][n]Postacie o wy¿szym poziomie od zalecanego, mog¹ wzi¹æ udzia³ w rajdzie, jednak¿e otrzymuj¹ karê.[n](Brak dodatkowych serc, pude³ek rajdu równie¿ przy sukcesie.)[n]
zts20544e	Pieczêæ Rajdu Karno
zts20545e	Mo¿esz do³¹czyæ do rajdu przez magiczny okr¹g w Jaskini Bestii.[n]Zalecany poziom: 90-99[n][Instrukcja][n]Gracz zostaje liderem dru¿yny.[n]Po tym, jak zostaniesz liderem rajdu, mo¿esz zapraszaæ innych graczy, klikaj¹c na nich.[n]Udaj siê do wejœcia do rajdu. Gdy lider dru¿yny wejdzie do rajdu, reszta pod¹¿a automatycznie.[n][Uwaga][n]Postacie o wy¿szym poziomie od zalecanego, mog¹ wzi¹æ udzia³ w rajdzie, jednak¿e otrzymuj¹ karê.[n](Brak dodatkowych serc, pude³ek rajdu równie¿ przy sukcesie.)[n]
zts20546e	Pieczêæ Rajdu Beliala
zts20547e	Mo¿esz do³¹czyæ do rajdu przez O³tarz na parterze Niebiañskiej Wie¿y.[n]Zalecany poziom: 90-99[n][Instrukcja][n]Gracz zostaje liderem dru¿yny.[n]Po tym, jak zostaniesz liderem rajdu, mo¿esz zapraszaæ innych graczy, klikaj¹c na nich.[n]Udaj siê do wejœcia do rajdu. Gdy lider dru¿yny wejdzie do rajdu, reszta pod¹¿a automatycznie.[n][Uwaga][n]Postacie o wy¿szym poziomie od zalecanego, mog¹ wzi¹æ udzia³ w rajdzie, jednak¿e otrzymuj¹ karê.[n](Brak dodatkowych serc, pude³ek rajdu równie¿ przy sukcesie.)[n]
zts20548e	Wzór Tatua¿u "NiedŸwiedŸ Loa"
zts20549e	Szkic NiedŸwiedzia Loa.[n]Wed³ug tego wzoru Aurigo mo¿e zrobiæ jeden z oœmiu tatua¿y.[n]
zts20550e	Wzór Tatua¿u "W¹¿ Loa"
zts20551e	Szkic Wê¿a Loa.[n]Wed³ug tego wzoru Aurigo mo¿e zrobiæ jeden z oœmiu tatua¿y.[n]
zts20552e	Wzór Tatua¿u "Lew Loa"
zts20553e	Szkic Lwa Loa.[n]Wed³ug tego wzoru Aurigo mo¿e zrobiæ jeden z oœmiu tatua¿y.[n]
zts20554e	Wzór Tatua¿u "Orze³ Loa"
zts20555e	Szkic Or³a Loa.[n]Wed³ug tego wzoru Aurigo mo¿e zrobiæ jeden z oœmiu tatua¿y.[n]
zts20556e	Usuwacz Tatua¿u
zts20558e	Przemienia skrzyd³a twojego specjalisty w b³yskawiczne skrzyd³a.[n][Instrukcja][n]1. Przemieñ siê w specjalistê.[n]2. U¿yj tego przedmiotu, by zmieniæ swoje skrzyd³a.[n][Efekt][n]Atakuj¹c, zadajesz przeciwnikom z prawdopodobieñstwem 5% [Pora¿enie].[n]Broni¹c, zadajesz przeciwnikom z prawdopodobieñstwem 7% [Elektrowstrz¹s].[n]Szybkoœæ poruszania siê +1.[n][Uwaga][n]1. Mo¿esz zmieniæ je w b³yskawiczne skrzyd³a jedynie przy u¿yciu ulepszonej karty specjalisty +1 lub wy¿szej.[n]2. Skrzyd³a znikaj¹, gdy od³o¿ysz kartê specjalisty do pojemnika na karty.[n]
zts20561e	Horror
zts20562e	Tytu³ eventowy na Halloween.[n]
zts20563e	Cwaniak
zts20564e	Obiekt Doœwiadczalny
zts20565e	Pojedynkuj¹cy
zts20566e	Mo¿na kupiæ na Arenie za 100 z³otych medali.[n]
zts20567e	Jednoro¿ec
zts20568e	Mo¿na kupiæ w Têczowym Sklepie za 100 têczowych monet.[n]
zts20569e	Nowobogacki
zts20570e	Mo¿na kupiæ w NosVille za 5 000 000 szt. z³ota.[n]
zts20571e	Ognisty Diabe³
zts20572e	Mo¿na zdobyæ od Ognistych Diab³ów w Krainie Œmierci.[n]
zts20573e	Krzakogon
zts20574e	Mo¿na kupiæ za 100 z³otych ¿o³êdzi.[n]
zts20575e	Bawi¹ce siê Dziecko
zts20576e	Mo¿na wygraæ w minigrze poziomu 5 (Mini-land).[n]
zts20577e	£akomczuch
zts20578e	Mo¿e znajdowaæ siê w pude³ku rajdu "Matka Kostek".[n]
zts20579e	Ogrodnik
zts20580e	Mo¿e znajdowaæ siê w pude³ku rajdu "¯eñ-szeñ".[n]
zts20581e	Rytualny Pomocnik
zts20582e	Mo¿e znajdowaæ siê w pude³ku rajdu "Mroczny Castra".[n]
zts20583e	Strachaj³o
zts20584e	Mo¿e znajdowaæ siê w pude³ku rajdu "Gigantyczny Czarny Paj¹k".[n]
zts20585e	Twardy jak Ska³a
zts20586e	Mo¿e znajdowaæ siê w pude³ku rajdu "Gigantyczny Slade".[n]
zts20587e	Nugget
zts20588e	Mo¿e znajdowaæ siê w pude³ku rajdu "Król Kurczaków".[n]
zts20589e	Mo¿e znajdowaæ siê w pude³ku rajdu "Namaju".[n]
zts20590e	Smakosz
zts20591e	Mo¿e znajdowaæ siê w pude³ku rajdu "Olbrzymi Grasslin".[n]
zts20592e	Œpioch
zts20593e	Mo¿e znajdowaæ siê w pude³ku rajdu "Ba³wan".[n]
zts20594e	Mistrz Z³odziej
zts20595e	Mo¿e znajdowaæ siê w pude³ku rajdu "Pustynni Rozbójnicy".[n]
zts20596e	Mistrz Grilla
zts20597e	Mo¿e znajdowaæ siê w pude³ku rajdu "Król Kurczaków".[n]
zts20598e	Arrrr!
zts20599e	Mo¿e znajdowaæ siê w pude³ku rajdu "Pete O'Peng".[n]
zts20600e	Ogniste Szczeniê
zts20601e	Mo¿e znajdowaæ siê w pude³ku rajdu "Kertos".[n]
zts20602e	Miotacz Ognia
zts20603e	Mo¿e znajdowaæ siê w pude³ku rajdu "Valakus".[n]
zts20604e	Feniks
zts20605e	Mo¿e znajdowaæ siê w pude³ku rajdu "Grenigas".[n]
zts20606e	Pogromca Smoków
zts20607e	Mo¿e znajdowaæ siê w pude³ku rajdu "Lord Draco".[n]
zts20608e	Lodowa Ska³a
zts20609e	Mo¿e znajdowaæ siê w pude³ku rajdu "Glacerus".[n]
zts20610e	Sobowtór
zts20611e	Mo¿e znajdowaæ siê w pude³ku rajdu "Maru".[n]
zts20612e	Ma³a WiedŸma
zts20613e	Mo¿e znajdowaæ siê w pude³ku rajdu "WiedŸma Laurena".[n]
zts20614e	Niegrzeczny BliŸniak
zts20615e	Mo¿e znajdowaæ siê w pude³ku rajdu "Hongbi i Cheongbi".[n]
zts20616e	Oklapniête Ucho
zts20617e	Mo¿e znajdowaæ siê w pude³ku rajdu "Lola K³apouszek".[n]
zts20618e	Anio³ek
zts20619e	Mo¿e znajdowaæ siê w pude³ku rajdu "Zenas".[n]
zts20620e	Diabe³ek
zts20621e	Mo¿e znajdowaæ siê w pude³ku rajdu "Erenia".[n]
zts20622e	Pos³aniec Ancelloan
zts20623e	Mo¿e znajdowaæ siê w pude³ku rajdu "Nieukoñczona Fernon".[n]
zts20624e	£owca Skarbów
zts20625e	Mo¿e znajdowaæ siê w pude³ku rajdu "Fafnir".[n]
zts20626e	Spaczony
zts20627e	Mo¿e znajdowaæ siê w pude³ku rajdu "Spaczony Yertirand".[n]
zts20628e	Szaleniec
zts20629e	Mo¿e znajdowaæ siê w pude³ku rajdu "Szalonego Zaj¹ca Wielkanocnego".[n]
zts20630e	Po³ykacz Ognia
zts20631e	Mo¿e znajdowaæ siê w pude³ku rajdu "Mistrz Morcos".[n]
zts20632e	Mroczne Serce
zts20633e	Mo¿e znajdowaæ siê w pude³ku rajdu "Mistrz Hatus".[n]
zts20634e	Pogromca Wody
zts20635e	Mo¿e znajdowaæ siê w pude³ku rajdu "Lady Calvinas".[n]
zts20636e	Pos³aniec Œwiat³a
zts20637e	Mo¿e znajdowaæ siê w pude³ku rajdu "Baron Berios".[n]
zts20638e	S³u¿alczyk
zts20639e	Mo¿e znajdowaæ siê w pude³ku rajdu "Caligor".[n]
zts20640e	Artysta
zts20641e	Dostêpne w evencie FanArt.[n]
zts20642e	Ciasteczkowy Potwór
zts20643e	Dostêpne w evencie Piekarnicznym.[n]
zts20644e	Wrodzony Talent
zts20645e	Dostêpne w evencie Rzemios³a.[n]
zts20646e	Megafan
zts20647e	Dostêpne podczas spotkañ Spo³ecznoœci/Spotkania w ¿yciu realnym.[n]
zts20648e	Mistrz Quizu
zts20649e	Dostêpne w evencie Quizu.[n]
zts20650e	Model
zts20651e	Dostêpne w evencie Zrzutu.[n]
zts20652e	Gwiazda Filmowa
zts20653e	Dostêpne w evencie Klipu.[n]
zts20654e	Gawêdziarz
zts20655e	Dostêpne w evencie Historii.[n]
zts20656e	Ty ¿yjesz!
zts20657e	Dostêpne w evencie Wylêgarnia Potworów.[n]
zts20658e	Kotek
zts20659e	Ciep³e Serce
zts20660e	Zielona papka z mchu. Wygl¹da paskudnie, ale przepysznie smakuje.[n]
zts20661e	Miecz, który jest noszony tylko przez najlepszych Orków Wojowników.[n]
zts20662e	Miecz, na którym wygrawerowana jest runa Lwa Loa.[n]Podobno obdarza w³aœcicieli lwi¹ odwag¹.[n]
zts20663e	Miecz Beliala, w którym skrywa siê moc z³a.[n]
zts20664e	£uk, który jest noszony tylko przez najlepszych Orków Wojowników.[n]
zts20665e	£uk, na którym wygrawerowana jest runa Or³a Loa.[n]
zts20666e	£uk przeklêty przez Beliala.[n]
zts20667e	Laska, u¿ywana przez czarnoksiê¿nika Orków tylko podczas wa¿nych rytua³ów. [n]
zts20668e	Laska czarnoksiê¿nik, na której wygrawerowana jest runa Wê¿a Loa.[n]
zts20669e	Laska ta zawiera energiê Króla Duchów.[n]
zts20670e	Rêkawice z najtwardszego kamienia Wyspy Morizios.[n]
zts20671e	Opancerzone rêkawice, na których wygrawerowana jest runa NiedŸwiedzia Loa.[n]
zts20672e	Rêkawice te zawieraj¹ energiê Króla Bestii.[n]
zts20673e	Miotacz zaklêæ z p³omieniami, który otrzyma³ czarnoksiê¿nik Orków od Króla Duchów.[n]
zts20674e	Odznaka z sekrazu. Po œrodku znajduje siê nefrytowy kamieñ.[n]
zts20675e	Oznaka pob³ogos³awiona przez czarnoksiê¿nika Orków.[n]
zts20676e	Nefrytowa odznaka, na której wygrawerowana jest runa NiedŸwiedzia Loa.[n]
zts20677e	Wzmocniona ¿elazem zbroja z rogów i koœci ¿yj¹cych na Wyspie Morizios zwierz¹t.[n]Dawno temu zbrojê tê nosi³ Pod¿egacz Wojenny Orków.[n]
zts20678e	Lekka, ale wytrzyma³a zbroja z sekrazu.[n]
zts20679e	Lekka zbroja z sekrazu, na której wygrawerowana jest runa NiedŸwiedzia Loa.[n]
zts20680e	Zbroja z futra syna Karno o imieniu Karlio, który dawno temu zosta³ zabity przez smoka.[n]Ci¹gle zamieszkuje w niej magiczna si³a Karno i Karlio.[n]
zts20681e	Rêkawice z moc¹ pradawnej bestii.[n]
zts20682e	Rêkawice z moc¹ Król Duchów.[n]
zts20683e	Kozaki z moc¹ pradawnej bestii.[n]
zts20684e	Kozaki z moc¹ Król Duchów.[n]Sprawiaj¹, ¿e czujesz siê jakoœ tak lekko.[n]
zts20685e	Bransoletka z moc¹ Wê¿a Loa.[n]
zts20686e	Bransoletka z moc¹ lewej rêki Króla Duchów.[n]
zts20687e	Ozdobna bransoletka z nefrytu.[n]
zts20688e	Bransoletka z sekrazu.[n]Wygl¹da bardziej na praktyczn¹ ni¿ ozdobn¹.[n]
zts20689e	Runowe Kowad³o Napraw
zts20690e	Mo¿e naprawiæ uszkodzon¹ broñ przez grawerowanie run.[n][Instrukcja][n]Kliknij dwukrotnie na kowad³o i wybierz nastêpnie broñ, któr¹ chcesz naprawiæ.[n]Podczas naprawy kowad³o zu¿ywa siê.[n]
zts20691e	M³ot Usuwania Run
zts20692e	Mo¿e usun¹æ wszystkie runy z broni.[n][Instrukcja][n]Kliknij w oknie Grawerowanie Run na "Usuñ".[n]M³ot musi znajdowaæ siê w ekwipunku.[n]Przedmiot zostanie przy tym zu¿yty.[n]
zts20693e	Zwój Run Szczêœcia
zts20694e	Zwiêksza szansê na grawerowanie run.[n][Efekt][n]Szansa na sukces zwiêksza siê o 2%.[n]Szansa na si³ê runy zwiêksza siê o 5%.[n]Zapobiega uszkodzeniu broni podczas grawerowania run. Przy niepowodzeniu istnieje 50% szansy, ¿e wykorzystane materia³y nie zostan¹ zu¿yte.[n][Instrukcja][n]Kliknij dwukrotnie na zwój, by otworzyæ okno i spróbuj nastêpnie grawerowaæ runê z efektem.[n]Przedmiot ten zostanie przy tym zu¿yty.[n]
zts20695e	Wybawiciel Orków
zts20696e	Dostêpny po ukoñczeniu wszystkich misji g³ównych Aktu 7.[n]
zts20697e	Ksiêga NiedŸwiedzia Loa
zts20698e	Dziêki niej mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza maks. P¯ o 7000.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 60.[n]
zts20699e	Ksiêga Or³a Loa
zts20700e	Dziêki niej mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza zrêcznoœæ o 120.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 60.[n]
zts20701e	Ksiêga Wê¿a Loa
zts20702e	Dziêki niej mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza bystroœæ o 120.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 60.[n]
zts20703e	Ksiêga Lwa Loa
zts20704e	Dziêki niej mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza si³ê fizyczn¹ o 120.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 60.[n]
zts20705e	Ksiêga Króla Duchów
zts20706e	Dziêki niej mo¿esz uzyskaæ nastêpuj¹cy efekt.[n][Efekt][n]Zwiêksza maks. PM o 7000.[n][Uwaga][n]U¿ycie mo¿liwe od poziomu bohatera 60.[n]
zts20707e	Zwiêksza szansê na grawerowanie run.[n][Efekt][n]Szansa na sukces zwiêksza siê o 2%.[n]Szansa na si³ê runy zwiêksza siê o 5%.[n]Zapobiega uszkodzeniu broni podczas grawerowania run.[n]Przy niepowodzeniu istnieje 50% szansy, ¿e wykorzystane materia³y nie zostan¹ zu¿yte.[n][Instrukcja][n]Kliknij dwukrotnie na amulet, by otworzyæ okno i spróbuj nastêpnie grawerowaæ runê z efektem.[n]Przedmiot ten zostanie przy tym zu¿yty.[n]
zts20708e	Nagroda za Doœwiadczenie Bohatera
zts20709e	Po pomyœlnym ukoñczeniu otrzymasz okreœlon¹ iloœæ doœwiadczenia bohatera.[n]
zts20710e	Zwój Zapisu Tatua¿u
zts20711e	Jeœli ulepszenie tatua¿u spowoduje wielkie fiasko, poziom nie zostanie zmniejszony.[n][Efekt][n]Zapobiega obni¿eniu poziomu tatua¿u.[n][Instrukcja][n]Kliknij dwukrotnie na zwój, by otworzyæ okno i spróbuj nastêpnie ulepszyæ tatua¿.[n]Przedmiot ten zostanie przy tym zu¿yty.[n]
zts20712e	Z³ota pami¹tka, która zosta³a zrobiona ze wspomnieñ czterech bohaterów z plemienia Orków. Emanuje z niej silna magiczna energia.[n]Jeœli u¿yjesz tego przedmiotu, otrzymasz buff "Energia Bohaterskich Orków".
zts20713e	Kapelusz WiedŸmy Mrozu (30 dni)
zts20714e	Ten elegancki kapelusz jest dla fajnych ludzi o wielkim sercu.[n]Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][Efekt][n]Zwiêksza P¯ o 200.[n]Zwiêksza PM o 200.[n]Zwiêksza odpornoœæ na wodê o 5.[n][Efekt zestawu][n]Szybkoœæ poruszania siê +1, jeœli nosisz kostium WiedŸmy Mrozu.[n]
zts20715e	Kapelusz WiedŸmy Mrozu (na sta³e)
zts20716e	Ten elegancki kapelusz jest dla fajnych ludzi o wielkim sercu.[n][Efekt][n]Zwiêksza P¯ o 200.[n]Zwiêksza PM o 200.[n]Zwiêksza odpornoœæ na wodê o 5.[n][Efekt zestawu][n]Szybkoœæ poruszania siê +1, jeœli nosisz kostium WiedŸmy Mrozu.[n]
zts20717e	Kostium WiedŸmy Mrozu (30 dni)
zts20718e	Ten elegancki strój jest dla fajnych ludzi o wielkim sercu.[n]Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][Efekt][n]Zwiêksza si³ê ataku w walce z potworami z zapieczêtowanego pojemnika o 10%.[n]Zwiêksza si³ê ataku w walce z potworami w Glacernon o 5%.[n]Zwiêksza odpornoœæ na wodê o 25.[n]Zwiêksza ¿ywio³ wody o 10.[n][Efekt zestawu][n]Szybkoœæ poruszania siê +1, jeœli nosisz kapelusz WiedŸmy Mrozu.[n]Jeœli za³o¿ysz skrzyd³a kostiumu WiedŸmy Mrozu, otrzymasz nastêpuj¹cy efekt: podczas obrony zyskasz 10% szansy na regeneracjê 3% swoich P¯.[n]
zts20719e	Kostium WiedŸmy Mrozu (na sta³e)
zts20720e	Ten elegancki strój jest dla fajnych ludzi o wielkim sercu.[n][Efekt][n]Zwiêksza si³ê ataku w walce z potworami z zapieczêtowanego pojemnika o 10%.[n]Zwiêksza si³ê ataku w walce z potworami w Glacernon o 5%.[n]Zwiêksza odpornoœæ na wodê o 25.[n]Zwiêksza ¿ywio³ wody o 10.[n][Efekt zestawu][n]Szybkoœæ poruszania siê +1, jeœli nosisz kapelusz WiedŸmy Mrozu.[n]
zts20721e	Skrzyd³a Kostiumu WiedŸmy Mrozu (30 dni)
zts20722e	Te filigranowe skrzyd³a kryszta³ków œniegu skompletuj¹ strój WiedŸmy Mrozu.[n]Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][Efekt][n]Zwiêkszaj¹ si³ê ataku w walce z potworami z zapieczêtowanego pojemnika o 10%.[n]Zwiêkszaj¹ si³ê ataku w walce z potworami w Glacernon o 5%.[n][Efekt zestawu][n]Jeœli za³o¿ysz kostium i kapelusz WiedŸmy Mrozu, otrzymasz nastêpuj¹cy efekt: jeœli bêdziesz siê broniæ, istnieje 10% szansy, ¿e zregenerujesz 3% swoich P¯.[n]
zts20723e	Skrzyd³a Kostiumu WiedŸmy Mrozu (na sta³e)
zts20724e	Te filigranowe skrzyd³a kryszta³ków œniegu skompletuj¹ strój WiedŸmy Mrozu.[n][Efekt][n]Zwiêkszaj¹ si³ê ataku w walce z potworami z zapieczêtowanego pojemnika o 10%.[n]Zwiêkszaj¹ si³ê ataku w walce z potworami w Glacernon o 5%.[n][Efekt zestawu][n]Jeœli za³o¿ysz kostium i kapelusz WiedŸmy Mrozu, otrzymasz nastêpuj¹cy buff: jeœli doznasz obra¿eñ w wysokoœci min. 1% twoich P¯, istnieje 10% szansy, ¿e zregenerujesz 3% twoich P¯.[n]
zts20725e	Zestaw Kostiumowy WiedŸmy Mrozu
zts20726e	Ten zestaw zawiera kapelusz i kostium WiedŸmy Mrozu.[n][Zawartoœæ][n]1x Kapelusz WiedŸmy Mrozu (na sta³e)[n]1x Kostium WiedŸmy Mrozu (na sta³e)[n]
zts20727e	Bohater Sakury
zts20728e	Raport Agentów (1. czêœæ)
zts20729e	1. czêœæ raportu orkowych tajnych agentów.[n]Potrzebujesz równie¿ pozosta³ych czêœci.[n]
zts20730e	Raport Agentów (2. czêœæ)
zts20731e	2. czêœæ raportu orkowych tajnych agentów.[n]Potrzebujesz równie¿ pozosta³ych czêœci.[n]
zts20732e	Raport Agentów (3. czêœæ)
zts20733e	3. czêœæ raportu orkowych tajnych agentów.[n]Potrzebujesz równie¿ pozosta³ych czêœci.[n]
zts20734e	Raport Agentów (4. czêœæ)
zts20735e	4. czêœæ raportu orkowych tajnych agentów.[n]Potrzebujesz równie¿ pozosta³ych czêœci.[n]
zts20736e	Rozkazy Beliala
zts20737e	Pismo sporz¹dzone przez Beliala, które mieli przy sobie jego zwolennicy.[n]Niestety nie zawiera ¿adnych wa¿nych informacji.[n]
zts20738e	Kompletny Raport
zts20739e	Raport z³o¿ony przez ciebie z kilku czêœci.[n]Zawiera informacje zwi¹zane z wydarzeniami w Wie¿y Nieba.[n]
zts20742e	Usuwa jeden z twoich tatua¿y.[n][Instrukcja][n]Otwórz okno tatua¿u u NPC i wybierz jeden z twoich tatua¿.[n]Nastêpnie kliknij na "Usuñ".[n]Tatua¿ zostanie usuniêty, a przedmiot zu¿yty.[n]
zts20743e	Zwój Premium Run Szczêœcia
zts20744e	Zwiêksza szansê na moc run i zapobiega uszkodzeniu wyposa¿enia podczas grawerowaniu run.[n][Efekt][n]Szansa na moc run zwiêksza siê o 5%.[n]Zapobiega uszkodzeniu wyposa¿enia podczas grawerowania run.[n]Przy niepowodzeniu istnieje 50% szansy, ¿e wykorzystane materia³y nie zostan¹ zu¿yte.[n][Instrukcja][n]Kliknij dwukrotnie na zwój, by otworzyæ okno i spróbuj nastêpnie grawerowaæ runê z efektem.[n] Przedmiot ten zostanie przy tym zu¿yty.[n]
zts20745e	Losowa Skrzynia z Piórami Anio³a
zts20746e	Skrzynia zawiera pióra anio³a.[n]Po otworzeniu, otrzymujesz okreœlon¹ iloœæ:[n]999x Pióro Anio³a[n]200x Pióro Anio³a[n]100x Pióro Anio³a[n]50x Pióro Anio³a[n]20x Pióro Anio³a[n]10x Pióro Anio³a[n]
zts20747e	Losowa Skrzynia Kryszta³u Pe³ni Ksiê¿yca
zts20748e	Skrzynia zawiera kryszta³y pe³ni ksiê¿yca.[n]Po otworzeniu, otrzymujesz okreœlon¹ iloœæ:[n]999x Kryszta³ Pe³ni Ksiê¿yca[n]200x Kryszta³ Pe³ni Ksiê¿yca[n]100x Kryszta³ Pe³ni Ksiê¿yca[n]50x Kryszta³ Pe³ni Ksiê¿yca[n]20x Kryszta³ Pe³ni Ksiê¿yca[n]10x Kryszta³ Pe³ni Ksiê¿yca[n]
zts20749e	Mo¿esz do³¹czyæ do rajdu Boga Demonów Beliala przez magiczny kr¹g na parterze Wie¿y Nieba.[n]Zalecany poziom bohatera: 10-80[n][Instrukcja][n]Gracz zostaje liderem dru¿yny.[n]Po tym, jak zostaniesz liderem rajdu, mo¿esz zapraszaæ innych graczy, klikaj¹c na nich.[n]Udaj siê do wejœcia do rajdu. Gdy lider dru¿yny wejdzie do rajdu, reszta pod¹¿a automatycznie.[n][Uwaga][n]Postacie o wy¿szym poziomie od zalecanego, mog¹ wzi¹æ udzia³ w rajdzie, jednak¿e otrzymuj¹ karê.[n](Brak dodatkowych serc, pude³ek rajdu równie¿ przy sukcesie.)[n]
