zts1e	Yeni nesne
zts21288e	Paketi açarken þu eþyalarý alýrsýn:[n]1x aðaç ev[n]1x cüce deposu (sýnýrsýz)[n]1x yýlbaþý aðacý[n]1x kardan adam ailesi[n]1x yýlbaþý aðacý yüklü araba[n]
zts21289e	Kristal kanatlar
zts21290e	Uzmanýnýn kanatlarýný kristal kanatlara dönüþtürür.[n][Kullanýmý][n]1. Bir uzmana dönüþ.[n]2. Bu nesneyi, kanatlarýný deðiþtirmek için kullan.[n][Efekt][n]Bir beceriyle saldýrdýðýnda %20 olasýlýkla tekrar etkinleþir.[n]%10 olasýlýkla 4. seviyeye kadar kötü efekt almazsýn.[n]Hareket hýzý +1[n][Dikkat][n]1. Uzman kanatlarý sadece +1 veya üzeri olan geliþtirilmiþ uzman kartýyla deðiþtirebilirsin.[n]2. Uzman kartýný bir kart tutacaðýna yerleþtirdiðinde kanatlar kaybolur.[n]
zts21293e	Koca Ayak
zts21294e	Bu unvaný, "Koca Ayak Ýzinde" görevini tamamladýktan sonra kar perisi Kar Tanesi'nden edinirsin.[n]
zts21295e	Oyunbozan
zts21296e	Bu unvaný, Noel Baba'nýn mühürlenmiþ mahfazasýndan çýkan canavarlarý yendiðinde edinirsin.[n]
zts21297e	Mýzraklý ölüm - Kafatasý miðferi (30 gün)
zts21298e	Bu ölümüne þýk kafatasý miðferiyle düþmanlarýnýn arasýna ölüm ve yýkým ekersin.[n]Kullaným süresi onu taktýðýn anda baþlar.[n][Etki][n]Gölge direncini 5 artýrýr.[n]Gölge elementini 10 artýrýr.[n][Set Efekti][n]Mýzraklý ölüm göðüs zýrhýný giydiðinde mühürlenmiþ mahfazadaki canavarlara karþý %5 ek hasar ve Ölüler Ülkesi'ndeki canavarlara karþý %10 ek hasar saðlar.[n]
zts21299e	Mýzraklý ölüm - Kafatasý miðferi (sýnýrsýz)
zts21300e	Bu ölümüne þýk kafatasý miðferiyle düþmanlarýnýn arasýna ölüm ve yýkým ekersin.[n][Etki][n]Gölge direncini 5 artýrýr.[n]Gölge elementini 10 artýrýr.[n][Set Efekti][n]Mýzraklý ölüm göðüs zýrhýný giydiðinde mühürlenmiþ mahfazadaki canavarlara karþý %5 ek hasar ve Ölüler Ülkesi'ndeki canavarlara karþý %10 ek hasar saðlar.[n]
zts21301e	Mýzraklý ölüm - Göðüs zýrhý (30 gün)
zts21302e	Bu ölümüne þýk kafatasý miðferiyle düþmanlarýnýn arasýna ölüm ve yýkým ekersin.[n]Kullaným süresi onu giydiðinde baþlar.[n][Etki][n]YP'ni 250 artýrýr.[n]BP'ni 150 artýrýr.[n]Gölge direncini 25 artýrýr.[n][Set Efekti][n]Mýzraklý ölüm kafatasý miðferini taktýðýnda mühürlenmiþ mahfazadaki canavarlara karþý %5 ek hasar ve Ölüler Ülkesi'ndeki canavarlara karþý %10 ek hasar saðlar.[n]
zts21303e	Mýzraklý ölüm - Göðüs zýrhý (sýnýrsýz)
zts21304e	Bu ölümüne þýk kafatasý miðferiyle düþmanlarýnýn arasýna ölüm ve yýkým ekersin.[n][Etki][n]YP'ni 250 artýrýr.[n]BP'ni 150 artýrýr.[n]Gölge direncini 25 artýrýr.[n][Set Efekti][n]Mýzraklý ölüm kafatasý miðferini taktýðýnda mühürlenmiþ mahfazadaki canavarlara karþý %5 ek hasar ve Ölüler Ülkesi'ndeki canavarlara karþý %10 ek hasar saðlar.[n]
zts21305e	Mýzraklý ölüm - Kanatlar (30 gün)
zts21307e	Mýzraklý ölüm - Kanatlar (sýnýrsýz)
zts21309e	Mýzraklý ölüm - Set
zts21310e	Bu set, mýzraklý ölüm kostümünün tamamýný içerir.[n][Ýçerik][n]1x Mýzraklý ölüm - Kafatasý miðferi (sýnýrsýz)[n]1x Mýzraklý ölüm - Göðüs zýrhý (sýnýrsýz)[n]
zts21311e	Bu uðursuz kanatlar mýzraklý ölüm kostümünü tamamlar.[n]Kullaným süresi kanatlarý taktýðýnda baþlar.[n][Etki][n]Mühürlü mahfazadaki canavarlara karþý %10 ekstra hasar ve Ölüler Ülkesi'ndeki canavarlara karþý %5 ekstra hasar saðlar.[n][Set efekti][n]Hareket hýzý +1[n]Mýzraklý ölüm - göðüs zýrhýný giydiðinde ve mýzraklý ölüm - kafatasý miðferini taktýðýnda saldýrýrsan %2 olasýlýkla [Ölümün eli] etkisini edinirsin.[n]
zts21312e	Bu uðursuz kanatlar mýzraklý ölüm kostümünü tamamlar.[n][Etki][n]Mühürlü mahfazadaki canavarlara karþý %10 ekstra hasar ve Ölüler Ülkesi'ndeki canavarlara karþý %5 ekstra hasar.[n][Set efekti][n]Hareket hýzý +1[n]Mýzraklý ölüm - göðüs zýrhýný giydiðinde ve mýzraklý ölüm - kafatasý miðferini taktýðýnda saldýrýrsan %2 olasýlýkla [Ölümün eli] etkisini edinirsin.[n]
zts21321e	Ninja
zts21322e	Ninjalarýn gözleri öyle iyi görür ki gizlenen þeyleri bile fark ederler.
zts21323e	Rodeo Boðasý
zts21324e	Bu eþya ile azgýn bir rodeo boðasýna binersin.[n]Hareket hýzýn artar.[n]Eþyayý tekrar kullandýðýnda üzerinden inersin.[n]Seviye sýnýrý yok.[n][Özellikler][n]Hareket hýzý: 21[n]NosVille'de hareket hýzý +2[n]Morizios'da hareket hýzý +2[n]%100 olasýlýkla [Boða gücü] güçlendiricisi tetiklenir.[n][Speedbooster ile][n]Seviye 4'e kadar olan bütün kötü efektleri kaldýrýr.[n]Hareket hýzý +3[n]Süre +8[n]%100 olasýlýkla [Yii-hau!] güçlendiricisi tetiklenir.[n]
zts21325e	Rodeo Boðasý Sandýðý
zts21326e	Sandýkta rodeo boðasý gizli.[n][Dikkat][n]Rodeo boðasýný sandýktan çýkarsan, artýk onunla ticaret yapamazsýn.[n]
zts21335e	Büyülü Baykuþ
zts21336e	Zayýf Düþmüþ Fernon'un Lanetli Týlsýmý
zts21337e	Bu eþyayý teçhizatýna uygularsan, kaybedilen bir bahiste teçhizatýn korunur.[n]Silah ve zýrhlara uygulanabilir.[n](Sadece 1 kere kullanýlabilir.)[n][Dikkat][n]Sadece kahramanlýk seviyeli teçhizatlara uygulanabilir.[n]1 ile 8 arasýnda rastgele bir nadirlik seviyesi sunar.[n]Ayrýca midye seçenekleri benimsenir.[n]
zts21342e	Harikalar Diyarý Kostümü (30 Gün)
zts21343e	Alice (k) veya Þapkacý (e) olarak tavþan deliðini keþfet.[n]Kullaným süresi onu giydiðin anda baþlar.[n][Etki][n]Tüm savunmalarý %5 artýrýr.[n]Iþýk direncini 3 artýrýr.[n][Set Efekti][n]Harikalar Diyarý baþlýðýný taktýðýnda hareket hýzý +1 olur.[n]
zts21344e	Harikalar Diyarý Kostümü (sýnýrsýz)
zts21345e	Alice (k) veya Þapkacý (e) olarak tavþan deliðini keþfet.[n][Etki][n]Tüm savunmalarý %5 artýrýr.[n]Iþýk direncini 3 artýrýr.[n][Set Efekti][n]Harikalar Diyarý baþlýðýný taktýðýnda hareket hýzý +1 olur.[n]
zts21346e	Harikalar Diyarý Baþlýðý (30 Gün)
zts21347e	Alice (k) veya Þapkacý (e) olarak tavþan deliðini keþfet.[n]Kullaným süresi onu taktýðýnda baþlar.[n][Etki][n]Edinilen kahraman deneyimini %10 artýrýr.[n]Iþýk direncini 15 artýrýr.[n][Set Efekti][n]Harikalar Diyarý kostümünü giydiðinde hareket hýzý +1 olur.[n]
zts21348e	Harikalar Diyarý Baþlýðý (sýnýrsýz)
zts21349e	Alice (k) veya Þapkacý (e) olarak tavþan deliðini keþfet.[n][Etki][n]Edinilen kahraman deneyimini %10 artýrýr.[n]Iþýk direncini 15 artýrýr.[n][Set Efekti][n]Harikalar Diyarý kostümünü giydiðinde hareket hýzý +1 olur.[n]
zts21350e	Harikalar Diyarý Kostüm Seti
zts21351e	Paketi açtýðýnda þu eþyalarý edinirsin:[n]1x Harikalar Diyarý Baþlýðý (sýnýrsýz)[n]1x Harikalar Diyarý Kostümü (sýnýrsýz)[n]
zts21352e	Harikalar Diyarý Kostümü (30 Gün)
zts21356e	Kelime Oyunu Ustasý
zts21357e	"Renkli yumurtalar ve kelime oyunlarý" görevini tamamlama ödülü.
zts21358e	Alice (k) veya Þapkacý (e) olarak tavþan deliðini keþfet.[n]Kullaným süresi onu giydiðin anda baþlar.[n][Etki][n]Edinilen kahraman deneyimini %15 artýrýr.[n]Iþýk direncini 10 artýrýr.[n]Hareket hýzýný 1 artýrýr.[n]Tüm saldýrýlarý %5 yükseltir.[n][Set Efekti][n]Harikalar Diyarý baþlýðýný taktýðýnda hareket hýzý +1 olur.[n]
zts21359e	Alice (k) veya Þapkacý (e) olarak tavþan deliðini keþfet.[n][Etki][n]Edinilen kahraman deneyimini %15 artýrýr.[n]Iþýk direncini 10 artýrýr.[n]Hareket hýzýný 1 artýrýr.[n]Tüm saldýrýlarý %5 yükseltir.[n][Set Efekti][n]Harikalar Diyarý baþlýðýný taktýðýnda hareket hýzý +1 olur.[n]
zts21360e	Alice (k) veya Þapkacý (e) olarak tavþan deliðini keþfet.[n]Kullaným süresi onu taktýðýn an baþlar[n][Etki][n]Edinilen kahraman deneyimini %13 artýrýr.[n]Tecrübe kazanýmýný %10 artýrýr.[n][Set Efekti][n]Harikalar Diyarý kostümünü giydiðinde hareket hýzý +1 olur.[n]
zts21361e	Alice (k) veya Þapkacý (e) olarak tavþan deliðini keþfet.[n][Etki][n]Edinilen kahraman deneyimini %13 artýrýr.[n]Tecrübe kazanýmýný %10 artýrýr.[n][Set Efekti][n]Harikalar Diyarý kostümünü giydiðinde hareket hýzý +1 olur.[n]
zts21369e	Izgara Domuz Eti
zts21371e	Pirana Uskumru Þiþ
zts21373e	Soya Etli Hamburger
zts21375e	Tatlý Pikanya Izgarasý
zts21377e	Karýþýk Pirana Þiþ
zts21379e	Çýtýr Sazan
zts21381e	Þiþte gözlüklü sazan
zts21383e	Domuz Bifteði
zts21385e	At Nalý Eti Burgeri
zts21387e	Izgarada Kuzu Eti ile Kurt Balýðý
zts21389e	Solucan Biftek
zts21391e	Somon Biftek
zts21393e	Domuz Gerdan Eti
zts21395e	Kýzarmýþ Lav Balýðý
zts21397e	Izgarada Kuzu Eti ile Kömür Balýðý
zts21399e	Kýrmýzý Somon Bifteði
zts21401e	Çift Biftekli Burger
zts21403e	Tavuk Kralý Barbeküsü
zts21405e	Fafnir'in Yürek Burgeri
zts21407e	Dev Kurt Balýðý Barbeküsü
zts21409e	Çikolata Renkli Köpek Balýðý Bifteði
zts21411e	Nehir Zorbasý Barbeküsü
zts21413e	Pikanya Þiþ
zts21415e	Büyülü Yosun Püresi
zts21417e	Tencerede Baykuþayýsý ve Yosun
zts21419e	Kaplumbaða Makarnasý
zts21421e	Tencerede Kirpi Balýðý
zts21423e	Tencerede Sazan
zts21425e	Tencerede Runik Baykuþayýsý ve Yosun
zts21427e	Tencerede Öfke
zts21429e	Tencerede Örümcek Kral Gözü
zts21431e	Detoks Etkili Yosun Püresi
zts21433e	Tencerede Bacoom Kuyruðu
zts21435e	Tencerede Çöl Serinliði
zts21437e	Tencerede Tropikal Ton Balýðý
zts21439e	Benekli Kaplumbaða Makarnasý
zts21441e	Tencerede Balina ve Ton Balýðý
zts21443e	Tencerede Tavuk Kralý
zts21445e	Ejderha Derisi Makarnasý
zts21447e	Tencerede Köpek Balýðý Yüzgeci ve Baykuþayýsý
zts21449e	Frigo Çorbasý
zts21451e	Tencerede Sarhoþ Ahtapot
zts21453e	Kýzarmýþ Denizanasý Pilavý
zts21455e	Domuz Eti ve Mandralý Omlet
zts21457e	Kýzarmýþ Uçurum Dutlarý
zts21459e	Çift Þerbetli Omlet
zts21461e	Kavrulmuþ Sazan
zts21463e	Çili Biberi Tozu
zts21464e	Þef Aþçý Terry'nin harmanladýðý özel çili biber tozu.[n]Tühhh, bu çok acý![n]
zts21465e	Kara Biber
zts21466e	Þef Aþçý Terry'nin harmanladýðý özel kara biber.[n]Ete çok yakýþýr.[n]
zts21467e	Sarýmsak Tozu
zts21468e	Þef Aþçý Terry'nin harmanladýðý özel sarýmsak tozu.[n]Çok keskin bir kokusu var.[n]
zts21469e	Tarçýn
zts21470e	Þef Aþçý Terry'nin harmanladýðý özel tarçýn tozu.[n]Tadý tatlý ve biraz baharatlý.[n]
zts21471e	M.S.G
zts21472e	Gurme yiyecekler için özel baharat.[n]Morizios'taki akýnlardan elde edilebilir.[n]
zts21473e	Kesilmiþ Marul
zts21474e	Piþirmek için kesilmiþ dev marul.[n]
zts21475e	Dilimlenmiþ Domates
zts21476e	Piþirmek için dilimlenmiþ dev domates.[n]
zts21477e	Doðranmýþ Soðan
zts21478e	Piþirmek için doðranmýþ dev soðan.[n]
zts21479e	Dilimlenmiþ Mango
zts21480e	Piþirmek için dilimlenmiþ dev mango.[n]
zts21481e	Fileto Balýk
zts21482e	Piþirmek için fileto yapýlmýþ pirana.[n]
zts21483e	Deniz Yýldýzlý Krep
zts21485e	Kavrulmuþ Güneþ Levreði
zts21487e	Bacoom Kuyruklu Kýzarmýþ Makarna
zts21489e	Domuz Kömür Balýklý Krep
zts21491e	Kýzarmýþ Kýrmýzý Kömür Balýðý
zts21493e	Balýklý Kýzarmýþ Soðuk Makarna
zts21495e	Lav Kýrlangýç Balýklý Krep
zts21497e	Kýzarmýþ Tatlý Su Balýðý Makarnasý
zts21499e	Kavrulmuþ Soðuk Makarna
zts21501e	Lav Nal Yengeçli Krep
zts21503e	Kýzarmýþ Kolekant Makarnasý
zts21505e	Vatoz ve Ekmek Balýklý Soðuk Makarna
zts21507e	Garip Yemek
zts21509e	Kýzarmýþ Balýkçý Balýðý
zts21511e	Kýzarmýþ Karýþýk Tatlý Su Balýklarý
zts21513e	Tavuk Kralý Eti
zts21514e	Tavuk kralýnýn eti, mükemmel malzeme olarak bilinir.[n]Onun akýn kutusundan elde edilir.[n]
zts21515e	Dev Marul
zts21516e	NosVille ve Krem'e özgü yerel sebze.[n]
zts21517e	Dev Domates
zts21518e	NosVille ve Krem'e özgü yerel sebze.[n]Meyve gibi gözükür.[n]
zts21519e	Dev Soðan
zts21520e	Cylloan'a özgü yerel sebze.[n]Topraktan çýkarýldýðýnda bu soðan mavi olur.[n]
zts21521e	Dev Mango
zts21522e	Morizios Adasý'nýn sarý meyvesi.[n]
zts21523e	Yepyeni bir uzman kartý.[n]Balýk tutarken iyi eðlenceler![n][Dikkat][n]Balýk avlamaya baþlamadan önce ek iþ olarak olta balýkçýsýný seçmelisin.[n]
zts21524e	Aþçý Uzman Kartý
zts21525e	Yepyeni bir uzman kartý.[n]Yemek piþirirken iyi eðlenceler![n][Dikkat][n]Yemek piþirmeye baþlamadan önce ek iþ olarak aþçýyý seçmelisin.[n]
zts21527e	Yýldýzlý Aþçý Görünümü
zts21528e	Uzman kartýnýn görünümünü deðiþtirmek için bu görünümü kulan.[n]Bir fareden yýldýzlý bir aþçýya - kariyer sýçrayýþý diye buna derim ben![n]Uzman kartýný bir kart tutucusuna koyduðunda görünüm kaybolur.
zts21529e	Özel Baharat I
zts21530e	Terry'nin harmanladýðý özel baharat karýþýmý.[n]Malzemeler sýrdýr.[n]
zts21531e	Özel Baharat II
zts21532e	Özel Baharat III
zts21533e	Uðurlu Küçük Pasta
zts21534e	Mükemmel bir þekilde ortaya çýkardýðýn büyülü bir pasta.[n]Sanki içinde bir þey var.[n]
zts21535e	Uðurlu Pasta
zts21536e	Uðurlu Büyük Pasta
zts21537e	Kraliyet Aþçý Çýraðý
zts21538e	Sen devlet onaylý kraliyet aþçý çýraðýsýn.[n]
zts21539e	Kraliyet Aþçýsý
zts21540e	Sen devlet onaylý kraliyet aþçýsýsýn.[n]
zts21541e	Kraliyet Onur Aþçýsý
zts21542e	Sen devlet onaylý kraliyet onur aþçýsýsýn.[n]Savero Krallýðý'nýn kraliyet mutfaðýna girebilirsin.[n]
zts21543e	Gurme
zts21544e	Bir yemeðin bir gurme tarafýndan deðerlendirilmesi bize harika bilgiler öðretir.[n] -Þef Aþçý Terry -[n]
zts21545e	Aþçý Yamaðý (Izgaralar)
zts21546e	Basit ýzgara yemeklerini yapabilirsin.[n]Bu unvaný Þef Aþçý Terry'den alabilirsin.[n]
zts21547e	Usta Aþçý (Izgaralar)
zts21548e	Orta zorluktaki ýzgara yemeklerini yapabilirsin.[n]Bu unvaný Þef Aþçý Terry'den alabilirsin.[n]
zts21549e	Yýldýzlý Aþçý (Izgaralar)
zts21550e	Bütün ýzgara yemeklerini yapabilirsin.[n]Bu unvaný Þef Aþçý Terry'den alabilirsin.[n]
zts21551e	Aþçý Yamaðý (Tencere Yemekleri)
zts21552e	Basit tencere yemeklerini yapabilirsin.[n]Bu unvaný Þef Aþçý Terry'den alabilirsin.[n]
zts21553e	Usta Aþçý (Tencere Yemekleri)
zts21554e	Orta zorluktaki tencere yemeklerini yapabilirsin.[n]Bu unvaný Þef Aþçý Terry'den alabilirsin.[n]
zts21555e	Yýldýzlý Aþçý (Tencere Yemekleri)
zts21556e	Bütün tencere yemeklerini yapabilirsin.[n]Bu unvaný Þef Aþçý Terry'den alabilirsin.[n]
zts21557e	Aþçý Yamaðý (Tava Yemekleri)
zts21558e	Basit tava yemeklerini yapabilirsin.[n]Bu unvaný Þef Aþçý Terry'den alabilirsin.[n]
zts21559e	Usta Aþçý (Tava Yemekleri)
zts21560e	Orta zorluktaki tava yemeklerini yapabilirsin.[n]Bu unvaný Þef Aþçý Terry'den alabilirsin.[n]
zts21561e	Yýldýzlý Aþçý (Tava Yemekleri)
zts21562e	Bütün tava yemeklerini yapabilirsin.[n]Bu unvaný Þef Aþçý Terry'den alabilirsin.[n]
zts21563e	Alice (k) veya Þapkacý (e) olarak tavþan deliðini keþfet.[n]Kullaným süresi onu giydiðin anda baþlar.[n][Etki][n]Edinilen kahraman deneyimini %15 artýrýr.[n]Iþýk direncini 10 artýrýr.[n]Hareket hýzýný 1 artýrýr.[n][Set Efekti][n]Harikalar Diyarý baþlýðýný taktýðýnda tüm saldýrýlar %5 ve hareket hýzýn 1 artar.[n]
zts21564e	Alice (k) veya Þapkacý (e) olarak tavþan deliðini keþfet.[n][Etki][n]Edinilen kahraman deneyimini %15 artýrýr.[n]Iþýk direncini 10 artýrýr.[n]Hareket hýzýný 1 artýrýr.[n][Set Efekti][n]Harikalar Diyarý baþlýðýný taktýðýnda tüm saldýrýlar %5 ve hareket hýzýn 1 artar.[n]
zts21565e	Alice (k) veya Þapkacý (e) olarak tavþan deliðini keþfet.[n]Kullaným süresi onu taktýðýn an baþlar.[n][Etki][n]Edinilen kahraman deneyimini %13 artýrýr.[n]Tecrübe kazanýmýný %10 artýrýr.[n][Set Efekti][n]Tüm saldýrýlarý %5 artýrýr ve Harikalar Diyarý kostümünü giyersen hareket hýzýn 1 artar.[n]
zts21566e	Alice (k) veya Þapkacý (e) olarak tavþan deliðini keþfet.[n][Etki][n]Edinilen kahraman deneyimini %13 artýrýr.[n]Tecrübe kazanýmýný %10 artýrýr.[n][Set Efekti][n]Tüm saldýrýlarý %5 artýrýr ve Harikalar Diyarý kostümünü giyersen hareket hýzýn 1 artar.[n]
zts21567e	Sebzeli ýzgara domuz eti.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]Tokluk I ile kullanýlabilir.[n]
zts21568e	Izgara uskumru ve þiþte pirana.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]Tokluk I ile kullanýlabilir.[n]
zts21569e	Soya köfteli saðlýklý hamburger.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]Tokluk I ile kullanýlabilir.[n]
zts21570e	Tatlý elmayla ýzgara pikanya eti.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]Tokluk I ile kullanýlabilir.[n]
zts21571e	Izgarada karýþýk pirana þiþ.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]1.000 YP'yi yeniler.[n]Tokluk I ile kullanýlabilir.[n]
zts21572e	Izgarada çýtýr sazan.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]1.500 YP'yi yeniler.[n]Tokluk I ile kullanýlabilir.[n]
zts21573e	Izgarada karýþýk ekmek balýðý þiþ.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]2.000 YP'yi yeniler.[n]Tokluk I ile kullanýlabilir.[n]
zts21574e	Domuz Bifteði
zts21575e	Leziz domuz bifteði.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]Tokluk I veya II ile kullanýlabilir.[n]
zts21576e	Yak ayaðý etinden hamburger.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]Tokluk I veya II ile kullanýlabilir.[n]
zts21577e	Birlikte ýzgara yapýlmýþ kuzu ve kurt balýðý eti.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]Tokluk I veya II ile kullanýlabilir.[n]
zts21578e	Yenebilen solucanlardan hazýrlanmýþ biftek.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]Bütün savunmalar artar.[n]Tokluk I veya II ile kullanýlabilir.[n]
zts21579e	Füme somon bifteði.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]Tokluk I veya II ile kullanýlabilir.[n]
zts21580e	Lav zorbasýnýn ve alevli dikenli vatozun çok nadir bulunan malzemeleriyle hazýrlanmýþ beþ yýldýzlý bir yemek.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]"Lav Enerjisi" etkisini saðlar.[n]Tokluk I, II veya III ile kullanýlabilir.[n]
zts21581e	Ýyi ýzgara yapýlmýþ karýþýk kuzu ve kömür balýðý eti.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]Tokluk I veya II ile kullanýlabilir.[n]
zts21582e	Kýrmýzý somon kullanýlarak hazýrlanmýþ füme biftek.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]Kritik hasarý artýrýr.[n]Tokluk I veya II ile kullanýlabilir.[n]
zts21583e	Ýki ekstra köfteli büyük burger.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]Tokluk I, II veya III ile kullanýlabilir.[n]
zts21584e	Bir bütün tavuk kralý barbeküsü.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]Tokluk I, II veya III ile kullanýlabilir.[n]
zts21585e	Fafnir'in kuvvetli kalbinden yapýlmýþ yürek bifteði.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]%100 olasýlýkla Seviye 4'e kadar olan kötü efektler silinir.[n]Tokluk I, II veya III ile kullanýlabilir.[n]
zts21586e	Bütün bir dev kurt balýðý barbeküsü.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]"Dev Kurt Balýðýnýn Enerjisi" etkisini saðlar.[n]Tokluk I, II veya III ile kullanýlabilir.[n]
zts21587e	Çikolata renkli köpek balýðýnýn yaðlý etinden hazýrlanmýþ biftek.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]"Çikolata Renkli Köpek Balýðýnýn Enerjisi" etkisini saðlar.[n]Tokluk I, II veya III ile kullanýlabilir.[n]
zts21588e	Bütün bir nehir zorbasýnýn besleyici barbeküsü.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]"Nehir Zorbasýnýn Enerjisi" etkisini saðlar.[n]Tokluk I, II veya III ile kullanýlabilir.[n]
zts21589e	Üzerinde peynirle fýrýna verilmiþ pikanya eti tencere yemeði.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]Tokluk I ile kullanýlabilir.[n]
zts21590e	Esrarengiz enerjiyle dolu yosun püresi.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]2.000 BP'yi yeniler.[n]Tokluk I ile kullanýlabilir.[n]
zts21591e	Baykuþayýsý eti ve taze yosunla hazýrlanmýþ saðlýklý tencere yemeði.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]"Saðlýklý Yosun" etkisini saðlar.[n]Tokluk I ile kullanýlabilir.[n]
zts21592e	Kaplumbaða ve balýk suyuna makarna.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]Tokluk I ile kullanýlabilir.[n]
zts21593e	Zehri çýkarýlmýþ kirpi balýðýndan tencere yemeði.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]3.500 YP'yi yeniler.[n]Tokluk I ile kullanýlabilir.[n]
zts21594e	Sazan etinden balýk tencere yemeði.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]5.000 YP'yi yeniler.[n]Tokluk I ile kullanýlabilir.[n]
zts21595e	Runik güç ve Morizios'un hayalet enerjisiyle hazýrlanmýþ yosunlu tencere yemeði.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]3.000 YP'yi yeniler.[n]Tokluk I ile kullanýlabilir.[n]
zts21596e	Kuvvetli öfkenin malzeme olarak kullanýldýðý tencere yemeði.[n][Etki][n]Bu yemek tokluk puanýný artýrýr.[n]"Öfke" etkisini saðlar.[n]Tokluk I veya II ile kullanýlabilir.[n]
zts21597e	Tencerede Kurt Balýðý
