zts1e	Teos Werkzeugladen
zts24163e	Du möchtest also ein Heilmittel finden, das ihre Seele heilt?
zts24164e	Ja. Kannst du mir helfen?
zts24165e	In der Tat! Ich weiß, wie wir dem Mädchen helfen können.
zts24166e	Ich kenne einen Zauber, der Seelen heilt, die von Dämonen verletzt wurden.
zts24167e	Um den Zauber zu wirken, benötigt man einige Materialien.
zts24168e	Hier ist eine Liste. Wenn du mir alles Nötige gebracht hast, werde ich die Materialien prüfen und dir dann den Zauber beibringen.
zts24169e	Das klingt gut. Ich werde dir alles bringen!
zts24171e	Hier sind die Materialien, die wir benötigen, Thrull.
zts24172e	Lass mich mal sehen. Hm ... Ja, es ist alles da, was wir brauchen. Jetzt pass gut auf!
zts24173e	Zuerst müssen wir alle Materialien zermahlen und vermengen. Dann musst du das Pulver um das Mädchen herumstreuen und es entzünden.
zts24174e	Anschließend musst du den folgenden Zauber sprechen:
zts24175e	"Allmächtige Loa, dieses Mädchen benötigt eure Hilfe.
zts24176e	Heilt ihre Seele und führt sie aus der Dunkelheit auf den rechten Weg."
zts24177e	Das ist alles. Dann sollte sie geheilt sein.
zts24178e	Das klingt ja einfach. Muss ich sonst noch etwas beachten?
zts24179e	Nun, bisher wurde dieser Zauber nur auf Orks angewandt.
zts24180e	Doch die Loa machen hier sicher keinen Unterschied. Solange es sich um eine gute Person handelt, werden sie ihr beistehen.
zts24181e	Beeil dich und hilf diesem Mädchen.
zts24182e	Vielen Dank! (Ich muss zurück zum Mädchen und ihr helfen.)
zts24184e	W... Wo bin ich? Wasser ... Bitte, gib mir Wasser!
zts24185e	Endlich bist du wieder bei Bewusstsein. Hier, aber trink langsam.
zts24186e	*hust* ... Danke! Das hat gutgetan.
zts24187e	Ich heiße <pname> und das ist Carven. Und wie heißt du?
zts24188e	Ich bin Ain, <pname>. Wo ist eigentlich mein Drache?
zts24189e	Es tut mir leid, aber ... der Drache war schon tot, als ich euch gefunden habe. Du stammst nicht von hier, nicht wahr? Was ist euch denn zugestoßen?
zts24190e	Oh nein ... mein armer, treuer Kurus! *schluchz* Ich bin eine Drakonierin und stamme von dem anderen Kontinent.
zts24191e	Ihr habt sicher viele Fragen, aber dafür habe ich keine Zeit!
zts24192e	Meine Heimat schwebt in großer Gefahr. Ich kam hierher, um Hilfe zu suchen.
zts24193e	Bitte hilf mir, <pname>! Du musst meine Heimat retten, ich flehe dich an!
zts24194e	Wie bitte? Ich?
zts24195e	Laut meinem Salutari-Detektor bist du der Auserwählte.
zts24196e	Äh, Salu... Was soll das denn sein?
zts24197e	Das ist ein Gerät, das die Kraft in Wesen misst. Und bei dir hat es voll ausgeschlagen ... Ein Begräbnis der Nadel sozusagen! Du bist wahrlich stark genug, um meine Heimat zu retten.
zts24198e	Wirst du mir helfen? Ach was, du MUSST mir einfach helfen! Komm mit!
zts24199e	(Sie packt dich am Arm und zieht.)
zts24200e	He, warte! Wo willst du denn hin?
zts24201e	Ich muss zu Kurus, meinem Drachen. Bitte bring mich zu ihm.
zts24202e	(Ain geht nach draußen.)
zts24203e	Komm schon, beeil dich!
zts24204e	Öh, die hat vielleicht ein Temperament ... Aber ich kann sie ja schlecht allein gehen lassen. Onkel Carven, ich werde Ain begleiten.
zts24205e	In Ordnung. Aber passt auf euch auf!
zts24207e	So, genau hier habe ich dich gefunden. Und was machen wir jetzt?
zts24208e	Ich muss meine Sachen finden, die Kurus auf seinem Rücken trug.
zts24209e	Bitte warte hier, <pname>.
zts24210e	Armer Kurus ... Ruhe in Frieden.
zts24211e	(Ain sucht nach ihren Habseligkeiten.)
zts24212e	Ah, da sind sie ja.
zts24213e	Was sind das für Steine?
zts24214e	Das sind keine Steine, sondern Drachenknochen.
zts24215e	Drachenknochen?
zts24216e	Ja. Wir nennen sie "Motus". Sie enthalten eine mystische Kraft, die zwei Orte miteinander verbindet.
zts24217e	Mit diesem Stein können wir nach Himmelsnest reisen.
zts24218e	Ist das nicht gefährlich?
zts24219e	Überhaupt nicht. Allerdings benötigen wir dafür bestimmte Materialien.
zts24220e	Und was genau? Spuckbeutel, falls wir luftkrank werden?
zts24221e	Nein. Wir benötigen Goldmünzen.
zts24222e	Goldmünzen?
zts24223e	Ja. Für die Teleportation wird eine große Menge Energie benötigt, damit sie tadellos funktioniert. Diese Energie wird aus Gold gewonnen. Ergo brauchen wir Goldmünzen.
zts24224e	Ich kapiere zwar nicht, warum wir dafür Gold brauchen, aber wenn du meinst ... Wollen wir los?
zts24225e	Während der Teleportation sind wir Gefahren schutzlos ausgeliefert.
zts24226e	Wir müssen sie also irgendwo durchführen, wo es sicher ist.
zts24227e	Wir könnten es im Haus des Häuptlings von Krem tun.
zts24228e	Das hört sich gut an. Ich werde dort auf dich warten. Sag mir Bescheid, wenn du bereit bist.
zts24229e	Einverstanden. Bis dann!
zts24231e	Das hier ist also Himmelsnest.
zts24232e	(Du schaust dich um.)
zts24233e	Oh, wir sind ja über den Wolken! Befinden wir uns etwa auf dem Gipfel eines Berges?
zts24234e	Nein. Himmelsnest ist ein Kontinent, der im Himmel schwebt ... Wie der Name schon sagt.
zts24235e	Was? Wir schweben im Himmel?!?
zts24236e	Einst war der Kontinent eine Insel im Meer. Damals hieß er "Drakowall".
zts24237e	Aber wie ist diese Insel denn plötzlich in den Himmel gelangt?
zts24238e	Vor langer Zeit wurde die Insel von Dämonen angegriffen. Unsere Vorfahren und die Drachen boten ihnen die Stirn.
zts24239e	Wir konnten sie zurückschlagen, zahlten aber einen hohen Preis. Viele Drakonier und Drachen ließen ihr Leben.
zts24240e	Das ist ja schrecklich ...
zts24241e	Wir mussten also einen Weg finden, unsere Heimat zukünftig besser vor Angriffen zu schützen. Wir kombinierten die Technologie unseres Volkes mit der Magie der Drachen, wodurch es uns gelang, die gesamte Insel schweben zu lassen.
zts24242e	Das ist ja unglaublich!
zts24243e	So blieb Himmelsnest viele Jahrhunderte vor den Augen der Welt verborgen und wir wähnten uns in Sicherheit.
zts24244e	Das waren glückliche und friedvolle Zeiten.
zts24245e	Die Kehrseite der Medaille war, dass wir nicht mit der Außenwelt in Kontakt treten konnten.
zts24246e	Wir konnten nur mit den Drachen kommunizieren.
zts24247e	Unsere Isolation brachte viele Probleme mit sich.
zts24248e	Deshalb versuchten wir, den Kontinent wieder zu "landen".
zts24249e	Euer Plan hat offensichtlich nicht funktioniert, hm?
zts24250e	Richtig. Asgobas, ein mächtiger Drachenlord, hat seine magischen Kräfte in eine riesige Maschine gespeist, die die Insel schweben ließ. So vereinbarten es die Drachen und die Drakonier nach dem Dämonenangriff. Und er schwor, diesen Pakt nicht zu brechen.
zts24251e	Wir glaubten, dass wir den Kontinent langsam herabsenken könnten, wenn wir die magische Kraft Asgobas' umkehrten.
zts24252e	Ich entwickelte eine Maschine, die den konstanten Magiefluss aufrechterhält, ihn aber gleichzeitig umkehrt. Nur so konnten wir die Stabilität unserer Heimat sichern. Dieses Gerät habe ich dann in Asgobas' Körper eingepflanzt. Dafür mussten wir eine List anwenden, um Asgobas zu täuschen. Leider hat das nicht so funktioniert, wie ich es mir vorgestellt hatte. Asgobas war außer sich vor Wut und fiel dem Wahnsinn anheim. Zornig begann er, unsere Heimat in Schutt und Asche zu legen. Kein Stein blieb auf dem anderen und viele Drakonier fielen dem Drachen zum Opfer.
zts24253e	Meine Güte ...
zts24254e	Ja. Und das alles war meine Schuld. Wir wussten nicht, was wir tun sollten. Deshalb beschloss ich, Hilfe zu suchen. Doch Asgobas ahnte, was ich vorhatte, und griff mich an. Kurus wurde verwundet und so stürzten wir auf euren Kontinent ... Und dann hast uns gefunden.
zts24255e	Du hast also dein Leben riskiert, um mich zu finden ... Nun, dann werde ich alles in meiner Macht Stehende tun, um dir zu helfen!
zts24256e	Ich danke dir, <pname>. Von ganzem Herzen! Wir sollten zunächst den Bürgermeister meiner Stadt aufsuchen.
zts24258e	Hallo, Bürgermeister!
zts24259e	Du bist zurückgekehrt! Ich habe mir solche Sorgen gemacht.
zts24260e	Oh, wen hast du denn da mitgebracht?
zts24261e	Hallo, ich bin <pname>. Ich komme von einem anderen Kontinent.
zts24262e	Freut mich, dich kennenzulernen. Ich bin Bürgermeister Cäsar. Willkommen in unserer Stadt ... Oder, was davon nach dem Angriff des Drachen noch übrig ist.
zts24263e	Wie ist die Lage?
zts24264e	Es wird leider immer schlimmer.
zts24265e	Nach dem Angriff wurden die Tiere und Monster in der Umgebung immer aggressiver. Immer wieder gibt es unschöne Vorfälle.
zts24266e	Wir können uns nicht um alles kümmern. Mit dem Wiederaufbau der Stadt und dem Errichten von Verteidigungsanlagen gegen weitere Drachenangriffe sind wir voll ausgelastet.
zts24267e	Das Wichtigste wäre wohl, die Stabilität unserer Stadt zu gewährleisten, damit wir Vorräte von außerhalb heranschaffen können.
zts24268e	Ich würde euch gerne helfen.
zts24269e	Wirklich? Danke, das weiß ich zu schätzen. Wenn Ain dir vertraut, dann tue ich das auch.
zts24270e	Wo fangen wir am besten an?
zts24271e	Momentan brauchen drei Leute Hilfe. Rancherin Emily, Hauptmann Enrico und Quartiermeister Marto.
zts24272e	Darum müsstest du dich alleine kümmern, ich habe noch etwas mit dem Bürgermeister zu besprechen.
zts24273e	Kein Problem, ich schaff das. Ich fange am besten bei der Ranch an.
zts24274e	He, warte! Ich habe hier etwas für dich. Das ist ein Anti-Schwerkraftgerät.
zts24275e	Und was macht man damit?
zts24276e	Himmelsnest besteht aus mehreren schwebenden Inseln. Um von einer zur anderen zu gelangen, musst du die Himmelspfade verwenden.
zts24277e	Gibt es denn keine Brücken?
zts24278e	Brücken wären zu instabil.
zts24279e	Deshalb haben wir diese Geräte entwickelt.
zts24280e	Damit kann ich also fliegen?
zts24281e	Ja, aber die Geräte funktionieren nur auf Himmelsnest.
zts24282e	Schade.
zts24283e	Es wird dir gefallen. Das Gefühl, durch die Luft zu laufen, ist einzigartig!
zts24284e	Ich kann es kaum erwarten, das Gerät auszuprobieren!
zts24286e	Bist du Emily?
zts24287e	Die bin ich. Du siehst ja komisch aus. Wo kommst du denn her?
zts24288e	Ich komme von einem anderen Kontinent. Mein Name ist <pname>.
zts24289e	Ain hat mich hergebracht. Sie hat mich um Hilfe gebeten.
zts24290e	Ah, du bist das! Freut mich, dich kennenzulernen. Aber was führt dich zu meiner Ranch?
zts24291e	(Ain scheint hier sehr angesehen zu sein.)
zts24292e	Der Bürgermeister bat mich, dir bei deinen Problemen zu helfen. Also, was kann ich für dich tun?
zts24293e	Ah, wunderbar, du kommst wie gerufen!
zts24294e	Um zu meiner Ranch zu gelangen, muss man eine Schlucht durchqueren. Die Tiere und Monster, die dort leben, waren immer friedlich. Doch jetzt sind sie äußerst aggressiv und greifen Reisende an.
zts24295e	Wir sind hier also von der Außenwelt abgeschnitten. Und langsam gehen uns die Vorräte aus.
zts24296e	Es wäre wunderbar, wenn du die Monster in der Schlucht vernichten könntest.
zts24297e	Kein Problem! Ich kümmere mich darum. Wo ist denn diese Schlucht?
zts24298e	Wenn du den Weg rechts von der Stadt nimmst, kommst du direkt zur Schlucht. Aber sei vorsichtig!
zts24300e	Das sollte reichen. Ich kann kaum noch gefährliche Monster entdecken. Jetzt geht's zurück zur Ranch.
zts24302e	Ich habe einen Großteil der Monster in der Schlucht erledigt. Jetzt kann man sie wieder gefahrlos durchqueren.
zts24303e	Ich danke dir vielmals! Dann kümmere ich mich jetzt um die Ranch.
zts24304e	Kann ich dich wieder um Hilfe bitten, wenn der Ranch erneut Gefahr droht?
zts24305e	Natürlich, ich helfe doch gerne!
zts24306e	(So, jetzt unterhalte ich mich mit diesem Hauptmann.)
zts24308e	(Der da sieht sehr nach Hauptmann aus.)
zts24309e	He, Fremder! Was starrst du mich so an?
zts24310e	Ich bin <pname> und stamme aus NosVille. Das liegt auf einem anderen Kontinent. Ain hat mich hergebracht.
zts24311e	Oh, du bist also der Fremde, den Ain unter Einsatz ihres Lebens zu uns gebracht hat. Es freut mich sehr, dich kennenzulernen!
zts24312e	Der Bürgermeister hat mich gebeten, dir zu helfen. Was kann ich für dich tun?
zts24313e	Hm, bist du denn kampferfahren?
zts24314e	Nun, ich bin Abenteurer. Da sollte man sich schon seiner Haut erwehren können.
zts24315e	Wunderbar! Da wir viele Jahrhunderte in Frieden lebten, mangelt es uns nämlich an guten Kämpfern. Die meisten unserer Soldaten sind eigentlich Jäger.
zts24316e	Selbst ich habe keine Kampfausbildung genossen und war selbst Jäger, bevor man mich zum Hauptmann ernannte.
zts24317e	Beim jüngsten Angriff des Drachen wurden viele Soldaten getötet oder schwer verwundet.
zts24318e	Deshalb müssen wir jetzt die Reihen mit neuen Rekruten schließen.
zts24319e	Und die müssen natürlich erst ausgebildet werden, richtig?
zts24320e	Du hast es erfasst! Unsere Veteranen sind damit beschäftigt, die aggressiven Monster rund um die Stadt zu bekämpfen. Wir benötigen also jemanden mit Erfahrung, der den Rekruten alles Nötige beibringt.
zts24321e	Und was genau soll ich sie lehren?
zts24322e	Nun, das Wichtigste ist wohl, dass sie lernen, mit einer Waffe umzugehen. Wenn ihnen ein solch erfahrener Abenteurer wie du den einen oder anderen Kniff zeigt, wird das ihre Moral stärken und sie zu echten Kämpfern machen.
zts24323e	Dann haben wir in Nullkommanix eine Armee aus tapferen Soldaten!
zts24324e	Ich verstehe. Wo finde ich denn die Rekruten?
zts24325e	Sie sind gerade unterwegs zum Gefrorenen See. Dort findest du bestimmt ein gutes Plätzchen zum Trainieren.
zts24326e	Alles klar. Sagst du mir noch, wie ich zum See komme?
zts24327e	Du musst von der Stadt aus Richtung Norden gehen. Aber bedenke, dass es dort furchtbar kalt ist. Bereite dich gut vor, ehe du dich auf den Weg machst.
zts24328e	Vielen Dank für die Auskunft. Bis später!
zts24330e	(Hm, das ist wohl der Ort, den der Hauptmann gemeint hat. Dann mal los!)
zts24332e	Ich sollte dem Hauptmann vom Training berichten. Außerdem ist mir saukalt! Ich freue mich schon darauf, mich im Dorf aufzuwärmen. *bibber*
zts24334e	So, das Training ist erfolgreich abgeschlossen.
zts24335e	Gut gemacht. Was hältst du von meinen Rekruten?
zts24336e	Sie waren mit Feuereifer bei der Sache und haben schnell gelernt.
zts24337e	Haha, wusste ich's doch! Sie haben nur einen kleinen Schubs gebraucht.
zts24338e	Sie haben es nur etwas übertrieben und sich zu schnell verausgabt.
zts24339e	Ja, das ist verständlich. Viele von ihnen haben Freunde und Familie beim Angriff der Drachen verloren. Sie wollen die Toten rächen. Aber ihr Übereifer könnte ihnen zum Verhängnis werden ... Vielen Dank für den Rat und deinen Einsatz!
zts24340e	Gern geschehen.
zts24341e	Du gehst jetzt zum Quartiermeister, richtig?
zts24342e	Ja, genau.
zts24343e	Marto kam vor Kurzem, um mir Bericht zu erstatten. Ich habe ihn bereits informiert, dass du ihn besuchen wirst.
zts24344e	Vielen Dank! Dann bis später!
zts24346e	Hallo, ich bin...
zts24347e	Ah, ich habe schon auf dich gewartet. Der Hauptmann hat mir schon gesagt, dass du mich aufsuchen würdest. Vielen Dank im Voraus für deine Hilfe, <pname>!
zts24348e	Öh, keine Ursache. Wie kann ich behilflich sein?
zts24349e	Wir benötigen haufenweise Schwerter, da unsere Waffen im Kampf gegen die Drachen immer so schnell verschleißen. Die Drachen haben nämlich sehr dicke, harte Schuppen, musst du wissen.
zts24350e	Deshalb stellen wir unentwegt neue Klingen her.
zts24351e	Allerdings geht uns das Material aus. Der Grund ist – wie du sicher schon geahnt hast – das erhöhte Monsteraufkommen in der Gegend.
zts24352e	Also soll ich die Monster besiegen und die nötigen Materialien besorgen. Stimmt's?
zts24353e	Oha, kannst du etwa Gedanken lesen? Genau darum wollte ich dich bitten. Das für die Herstellung der Waffen benötigte Material, das sogenannte Dratanium, ist in der Schotterschlucht zu finden. Würdest du die Monster beseitigen und das Dratanium für uns sammeln?
zts24354e	Na klar. Wie komme ich zur Schotterschlucht?
zts24355e	Nimm einfach den linken Weg aus der Stadt. Der führt dich direkt zur Schotterschlucht.
zts24357e	Das sollte reichen. Jetzt bringe ich das Dratanium zurück zu Marto.
zts24359e	Hier, bitte. Dratanium frisch aus der Schotterschlucht! Reicht das oder benötigst du noch mehr?
zts24360e	Das sollte erst einmal reichen. Vielen Dank!
zts24361e	Ach, ich habe gehört, dass etwas Schlimmes bei der Ranch passiert sein soll. Ein Trupp Soldaten ist eilig dorthin aufgebrochen. Der Hauptmann hat mich gebeten, dir zu sagen, dass du dich schnellstmöglich zur Ranch aufmachen sollst.
zts24362e	Hm, dann beeile ich mich besser. Ich mach mich auf den Weg. Bis später!
zts24363e	Sei vorsichtig! Der Hauptmann klang sehr besorgt.
zts24365e	Hm, das klingt so, als würde in der Nähe gekämpft. Ich lege besser einen Zahn zu!
zts24367e	Ich hätte nicht gedacht, dass die Ranch ein solch gefährlicher Ort ist.
zts24369e	Hauptmann Enrico! Was ist denn hier passiert?
zts24370e	Danke, dass du so schnell gekommen bist.
zts24371e	Erinnerst du dich an die Rekruten, die du ausgebildet hast?
zts24372e	Ja, natürlich. Was ist denn mit den Soldaten?
zts24373e	Du hast mich ja bereits gewarnt, dass sie etwas zu heißblütig sind. Einige haben sich aufgemacht, um die Drachen zu jagen, die ihre Familien und Freunde auf dem Gewissen haben.
zts24374e	Oh, das war keine gute Idee.
zts24375e	In der Tat! Ich habe bereits einige Veteranen ausgesandt, um die Rekruten zu retten, aber sie werden wohl nicht rechtzeitig ankommen.
zts24376e	Deshalb möchte ich dich bitten, die Rekruten zu suchen.
zts24377e	Keine Sorge, ich krieg das hin! Ich rette die Soldaten und bringe sie sicher nach Hause.
zts24378e	Ich danke dir. Sie sind bestimmt schon jenseits des Gefrorenen Sees und müssten bald den Eiskerker erreichen. Bitte mach dich gleich auf den Weg.
zts24380e	(Ah, da drüben ist einer der Rekruten. Zum Glück habe ich ihn gesehen. Ich werde ihn retten.)
zts24382e	He, geht's dir gut? Kannst du laufen?
zts24383e	Oh, Ausbilder <pname>! Bist du gekommen, um uns zu retten?
zts24384e	Ja, ich kann laufen, danke.
zts24385e	Einige meiner Kameraden ... Sie ... sind gefallen. Und das ist nur meine Schuld!
zts24386e	Beruhige dich! Jetzt geht es erst einmal ums Überleben. Bleib dicht bei mir. Ich bring uns hier raus.
zts24388e	Wir müssen aus diesem Dungeon entkommen.
zts24390e	Vorsicht, Abenteurer, hier gibt es viele Monster.
zts24391e	Keine Angst. Wir schaffen das! Erinnere dich an deine Ausbildung. Gemeinsam werden wir diesen Monstern schon einheizen!
