zts1e	Objeto nuevo
zts20548e	Patrón de tatuaje "Loa oso"
zts20549e	Una marca del Loa oso.[n]Churigo puede dibujar uno de ocho tatuajes a partir de este patrón.[n]
zts20550e	Patrón de tatuaje "Loa serpiente"
zts20551e	Una marca del Loa serpiente.[n]Churigo puede dibujar uno de ocho tatuajes a partir de este patrón.[n]
zts20552e	Patrón de tatuaje "Loa león"
zts20553e	Una marca del Loa león.[n]Churigo puede dibujar uno de ocho tatuajes a partir de este patrón.[n]
zts20554e	Patrón de tatuaje "Loa águila"
zts20555e	Una marca del Loa águila.[n]Churigo puede dibujar uno de ocho tatuajes a partir de este patrón.[n]
zts20556e	Eliminador de tatuajes
zts20558e	Transforma las alas de tu especialista en Alas de relámpago.[n][Instrucciones][n]1) Conviértete en un especialista.[n]2) Utiliza este objeto para transformar tus alas.[n][Efecto][n]Si atacas, tienes un 5 % de probabilidad de causar Voltereta al enemigo.[n]Si defiendes, tienes un 7 % de probabilidad de causar Electrochoque al enemigo.[n]Velocidad de movimiento +1[n][Atención][n]1) Solo puedes transformar tus alas con una Tarjeta de especialista optimizada +1 o superior.[n]2) Las alas desaparecen cuando colocas la Tarjeta del especialista en un portador de tarjetas.[n]
zts20561e	Terror
zts20562e	Título de evento para Halloween.[n]
zts20563e	Taimado
zts20564e	Objeto de pruebas
zts20565e	Duelista
zts20566e	Se puede adquirir en la Arena por 100 Medallas de oro.[n]
zts20567e	Unicornio
zts20568e	Se puede adquirir en la Tienda Arcoiris por 100 Monedas arcoiris.[n]
zts20569e	Nuevo rico
zts20570e	Se puede adquirir en NosVille 5 000 000 de oro.[n]
zts20571e	Demonio de fuego
zts20572e	Se les puede arrebatar a los Demonios de fuego en el Reino de la Muerte.[n]
zts20573e	Ardilla
zts20574e	Se puede adquirir por 100 Bellotas de oro.[n]
zts20575e	Juguetón
zts20576e	Se puede ganar en un minijuego de nivel 5 (mini-mundo).[n]
zts20577e	Goloso
zts20578e	Se puede encontrar en una Caja del raid de la Mamá cubi.[n]
zts20579e	Jardinero
zts20580e	Se puede encontrar en una Caja del raid de Ginseng.[n]
zts20581e	Ritualista
zts20582e	Se puede encontrar en una Caja del raid de Dark Castra.[n]
zts20583e	Asustadizo
zts20584e	Se puede encontrar en una Caja del raid de la Araña negra gigante.[n]
zts20585e	Roca primitiva
zts20586e	Se puede encontrar en una Caja del raid de Slade Gigante .[n]
zts20587e	Nugget
zts20588e	Se puede encontrar en una Caja del raid del Rey Pollo.[n]
zts20589e	Se puede encontrar en una Caja del raid de Namaju.[n]
zts20590e	está saciado
zts20591e	Se puede encontrar en una Caja del raid del Graslin gigante.[n]
zts20592e	Gorro de dormir
zts20593e	Se puede encontrar en una Caja del raid del muñeco de nieve.[n]
zts20594e	Maestro del latrocinio
zts20595e	Se puede encontrar en una Caja del raid de los Ladrones del Desierto.[n]
zts20596e	Maestro del grill
zts20597e	Se puede encontrar en una Caja del raid de la Reina Gallina.[n]
zts20598e	¡Arrrr!
zts20599e	Se puede encontrar en una Caja del raid de Pete O'Peng.[n]
zts20600e	Cachorro de fuego
zts20601e	Se puede encontrar en una Caja del raid de Kertos.[n]
zts20602e	Lanzallamas
zts20603e	Se puede encontrar en una Caja del raid de Valakus.[n]
zts20604e	Fénix
zts20605e	Se puede encontrar en una Caja del raid de Grenigas.[n]
zts20606e	Matadragones
zts20607e	Se puede encontrar en una Caja del raid de Lord Draco.[n]
zts20608e	Frío como el hielo
zts20609e	Se puede encontrar en una Caja del raid de Glacerus.[n]
zts20610e	Sosias
zts20611e	Se puede encontrar en una Caja del raid de Maru.[n]
zts20612e	Bruja pequeña
zts20613e	Se puede encontrar en una Caja del raid de la Bruja Laurena.[n]
zts20614e	Gemelo malvado
zts20615e	Se puede encontrar en una Caja del raid de Hongbi y Cheongbi.[n]
zts20616e	Orejas caídas
zts20617e	Se puede encontrar en una Caja del raid de Lola Cucharón.[n]
zts20618e	Angelito
zts20619e	Se puede encontrar en una Caja del raid de Zenas.[n]
zts20620e	Diablillo
zts20621e	Se puede encontrar en una Caja del raid de Erenia.[n]
zts20622e	Enviado de Ancelloan
zts20623e	Se puede encontrar en una Caja del raid de Fernon incompleta.[n]
zts20624e	Cazatesoros
zts20625e	Se puede encontrar en una Caja del raid de Fafnir.[n]
zts20626e	Podrido
zts20627e	Se puede encontrar en una Caja del raid de Yertirán podrido.[n]
zts20628e	Chiflado
zts20629e	Se puede encontrar en una Caja del raid del Conejo de Pascua enloquecido.[n]
zts20630e	Tragafuegos
zts20631e	Se puede encontrar en una Caja del raid del Maestro Morcos.[n]
zts20632e	Corazón sombrío
zts20633e	Se puede encontrar en una Caja del raid del Maestro Hatus.[n]
zts20634e	Domaaguas
zts20635e	Se puede encontrar en una Caja del raid de Lady Calvina.[n]
zts20636e	Traeluz
zts20637e	Se puede encontrar en una Caja del raid de Lord Berios.[n]
zts20638e	Servil
zts20639e	Se puede encontrar en una Caja del raid de Caligor.[n]
zts20640e	Artista
zts20641e	Disponible en el evento de ilustraciones.[n]
zts20642e	adora las galletas
zts20643e	Disponible en el evento de cocina.[n]
zts20644e	Talento natural
zts20645e	Disponible en el evento de artesanía.[n]
zts20646e	El mayor aficionado
zts20647e	Disponible en quedadas de la comunidad / quedadas en la vida real.[n]
zts20648e	Maestro del concurso
zts20649e	Disponible en el evento de preguntas y respuestas.[n]
zts20650e	Modelo
zts20651e	Disponible en el evento de capturas de pantalla.[n]
zts20652e	Estrella de película
zts20653e	Disponible en el evento de vídeo.[n]
zts20654e	Creador de palabras
zts20655e	Disponible en el evento de historias.[n]
zts20656e	¡sobrevive!
zts20657e	Disponible en el evento de cría de monstruos.[n]
zts20658e	Patasuave
zts20659e	Corazón cálido
zts20660e	Una crema verde hecha de musgo. Tiene un aspecto algo asqueroso pero huele muy bien.[n]
zts20661e	Una espada que solo los mejores guerreros Orcos pueden enarbolar.[n]
zts20662e	Espada en la que está gravada la runa del Loa león.[n]Se dice que le otorga a su portador la valentía de un león.[n]
zts20663e	La espada de Belial, que contiene el poder del mal.[n]
zts20664e	Un arco que solo los mejores arqueros Orcos pueden enarbolar.[n]
zts20665e	Un arco en el que está grabada la runa del Loa águila.[n]
zts20666e	Un arco que Belial ha maldecido.[n]
zts20667e	Una vara que utilizan los jefes brujos Orcos solo en rituales muy importantes.[n]
zts20668e	Una vara de jefe brujo en la que está grabada la runa del Loa serpiente.[n]
zts20669e	Esta vara contiene la energía del rey de los espíritus.[n]
zts20670e	Guantes de la piedra más dura de la Isla de Moricio.[n]
zts20671e	Unos guantes blindados en los que está grabada la runa del Loa oso.[n]
zts20672e	Estos guantes contienen la energía del rey de las bestias.[n]
zts20673e	Un arma mágica con la llama que el rey de los espíritus le otorgó a los jefes brujos Orcos.[n]
zts20674e	Marca de secrás En el centro hay un jade engastado.[n]
zts20675e	Una marca bendecida por los jefes brujos Orcos.[n]
zts20676e	Una marca de jade en la que está grabada la runa del Loa oso.[n]
zts20677e	Armadura reforzada con hierro de los cuernos y huesos de los animales que viven en Moricio.[n]Hace mucho tiempo la llevaba un belicoso Orco.[n]
zts20678e	Una armadura ligera pero resistente fabricada con secrás.[n]
zts20679e	Una armadura ligera de secrás en la que está grabada la runa del Loa oso.[n]
zts20680e	Armadura hecha con el pelaje de Carlio, el hijo de Carno, que hace mucho murió a manos de un dragón.[n]El poder mágico de Carno y Carlio aún se encuentra en su interior.[n]
zts20681e	Unos guantes con el poder de antiguas bestias.[n]
zts20682e	Unos guantes con el poder del rey de los espíritus.[n]
zts20683e	Unas botas con el poder de antiguas bestias.[n]
zts20684e	Unas botas con el poder del rey de los espíritus.[n]Cuando se visten, uno se siente algo más ligero.[n]
zts20685e	Un brazalete con el poder del Loa serpiente.[n]
zts20686e	Un brazalete con el poder de la mano izquierda del rey de los espíritus.[n]
zts20687e	Un brazalete de jade decorado.[n]
zts20688e	Un brazalete de secrás.[n]Parece muy utilitario y está sin decorar.[n]
zts20689e	Yunque de reparación de runas
zts20690e	Puede reparar armas dañadas por tallar runas.[n][Instrucciones][n]Haz doble clic sobre el yunque y después selecciona el arma que quieres reparar.[n]El yunque se consumirá.[n]
zts20691e	Martillo retirarrunas
zts20692e	Puede retirar todas las runas de un arma.[n][Instrucciones][n]En la ventana de Tallar runas, haz clic en "Retirar".[n]El martillo tiene que encontrarse en el inventario.[n]El objeto se consumirá.[n]
zts20693e	Pergamino de runas afortunadas.
zts20694e	Aumenta la probabilidad de éxito al tallar runas.[n][Efecto][n]La probabilidad de éxito aumenta en un 2 %.[n]La probabilidad de un poder de runa aumenta en un 5 %.[n]Evita que el arma se vea dañada al tallar runas. Si hay un fallo, los materiales empleados tienen un 50 % de probabilidades de no consumirse.[n][Instrucciones][n]Haz doble clic sobre el pergamino para abrir la ventana y después intenta tallar una runa con efecto.[n]Este objeto se consumirá en el proceso.[n]
zts20695e	Salvador de los Orcos
zts20696e	Disponible tras completar todas las misiones principales del Acto 7.[n]
zts20697e	Libro del Loa oso
zts20698e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta los HP en 7000.[n][Atención][n]Se puede utilizar a partir del nivel de héroe 60.[n]
zts20699e	Libro del Loa águila
zts20700e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta la destreza en 120.[n][Atención][n]Se puede utilizar a partir del nivel de héroe 60.[n]
zts20701e	Libro del Loa serpiente
zts20702e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta la defensa mágica en 120.[n][Atención][n]Se puede utilizar a partir del nivel de héroe 60.[n]
zts20703e	Libro del Loa león
zts20704e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta la fuerza corporal en 120.[n][Atención][n]Se puede utilizar a partir del nivel de héroe 60.[n]
zts20705e	Libro del rey de los espíritus
zts20706e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta los MP en 7000.[n][Atención][n]Se puede utilizar a partir del nivel de héroe 60.[n]
zts20707e	Aumenta la probabilidad de éxito al tallar runas.[n][Efecto][n]La probabilidad de éxito aumenta en un 2? %.[n]La probabilidad de un poder de runa aumenta en un 5 %.[n]Evita que el arma se dañe al tallar runas.[n]Si hay un fallo, los materiales empleados tienen un 50 % de probabilidades de no consumirse.[n][Instrucciones][n]Haz doble clic sobre este amuleto para abrir la ventana y luego intenta tallar una runa con efecto.[n]Este objeto se consumirá.[n]
zts20708e	Recompensa de experiencia de héroe
zts20709e	Tras finalizar con éxito, recibes una cantidad específica de experiencia de héroe.[n]
zts20710e	Pergamino de guardado de tatuaje
zts20711e	Si la mejora de tatuaje resulta en un fallo gordo, el nivel no se reduce.[n][Efecto][n]Evita el empeoramiento de un tatuaje.[n][Instrucciones][n]Haz doble clic sobre este pergamino para abrir la ventana y después intenta mejorar un tatuaje.[n]Este objeto se consumirá.[n]
zts20712e	Un recuerdo dorado creado a partir de los recuerdos de los cuatro héroes orcos. De él emana un potente poder mágico.[n]Si empleas este objeto recibirás el potenciador Energía de los héroes orcos.
zts20713e	Gorro de bruja de hielo (30 días)
zts20714e	El gorro elegante para gente guay con un gran corazón.[n]El tiempo de utilización empieza en cuanto te pones el objeto.[n]Efecto[n]Aumenta los HP en 200.[n]Aumenta los MP en 200.[n]Aumenta la resistencia al agua en 5.[n][Efecto de set][n]+1 a la velocidad de movimiento cuando llevas el Atuendo de bruja de hielo.[n]
zts20715e	Gorro de bruja de hielo (permanente)
zts20716e	El gorro elegante para gente guay con un gran corazón.[n]Efecto[n]Aumenta los HP en 200.[n]Aumenta los MP en 200.[n]Aumenta la resistencia al agua en 5.[n][Efecto de set][n]+1 a la velocidad de movimiento cuando llevas el Atuendo de bruja de hielo.[n]
zts20717e	Atuendo de bruja de hielo (30 días)
zts20718e	Atuendo elegante para gente guay con un gran corazón.[n]El tiempo de utilización empieza en cuanto te lo pones.[n]Efecto[n]Aumenta el poder de ataque en combate contra monstruos de Vasos sellados en un 10 %.[n]Aumenta el poder de ataque en combate contra monstruos de Glacernon en un 5 %.[n]Aumenta la resistencia al agua en 25.[n]Aumenta el elemento agua en 10.[n][Efecto de set][n]Velocidad de movimiento +1 mientras lleves el Gorro de bruja de hielo.[n]Si llevas las Alas de atuendo de bruja de hielo, disfrutarás del siguiente efecto: al defender, hay una probabilidad de un 10 % de que se regenere el 3 % de tus HP.[n]
zts20719e	Atuendo de bruja de hielo (permanente)
zts20720e	Atuendo elegante para gente guay con un gran corazón.[n]Efecto[n]Aumenta el poder de ataque en combate contra monstruos de Vasos sellados en un 10 %.[n]Aumenta el poder de ataque en combate contra monstruos de Glacernon en un 5 %.[n]Aumenta la resistencia al agua en 25.[n]Aumenta el elemento agua en 10.[n][Efecto de set][n]Velocidad de movimiento +1 mientras lleves el Gorro de bruja de hielo.[n]
zts20721e	Alas de atuendo de bruja de hielo (30 días)
zts20722e	Estas alas de filigranas cual cristales de nieve completan tu atuendo de bruja de hielo.[n]El tiempo de utilización empieza en cuanto te pones el objeto.[n][Efecto][n]Aumentan el poder de ataque en combate contra monstruos de Glacernon en un 10 %.[n]Aumentan el poder de ataque en combate contra monstruos de Glacernon en un 5 %.[n][Efecto de set][n]Si llevas el Atuendo de bruja de hielo y el Gorro de bruja de hielo, disfrutarás del siguiente efecto: al defender, hay una probabilidad de un 10 % de que se regenere el 3 % de tus HP.[n]
zts20723e	Alas de atuendo de bruja de hielo (permanente)
zts20724e	Estas alas de filigranas cual cristales de nieve completan tu atuendo de bruja de hielo.[n][Efecto][n]Aumentan el poder de ataque en combate contra monstruos de Glacernon en un 10 %.[n]Aumentan el poder de ataque en combate contra monstruos de Glacernon en un 5 %.[n][Efecto de set][n]Si llevas el Atuendo de bruja de hielo y el Gorro de bruja de hielo recibirás el siguiente potenciador: al sufrir daño por valor de un mínimo del 1 % de tus HP, tendrás un 10 % de probabilidad de regenerar un 3 % de tus HP.[n]
zts20725e	Set de atuendo de bruja de hielo
zts20726e	Este conjunto contiene el Gorro de bruja de hielo y el Atuendo de bruja de hielo .[n][Contenido][n]1 Gorro de bruja de hielo (permanente)[n]1 Atuendo de bruja de hielo (permanente)[n]
zts20727e	Héroe de Sakura
zts20728e	Informe de los agentes (parte 1)
zts20729e	Parte 1 del informe de los agentes secretos Orcos.[n]También necesitas las otras partes.[n]
zts20730e	Informe de los agentes (parte 2)
zts20731e	Parte 2 del informe de los agentes secretos Orcos.[n]También necesitas las otras partes.[n]
zts20732e	Informe de los agentes (parte 3)
zts20733e	Parte 3 del informe de los agentes secretos Orcos.[n]También necesitas las otras partes.[n]
zts20734e	Informe de los agentes (parte 4)
zts20735e	Parte 4 del informe de los agentes secretos Orcos.[n]También necesitas las otras partes.[n]
