zts1e	Nuovo item
zts20847e	Un animale domestico con l'aspetto di un Budino di muschio.[n]La sua abilità può essere usata solo nella Torre del Cielo.[n][Skill]: Energia del Budino di muschio[n]Nella Torre del Cielo, incrementa i tuoi attacchi magici e quelli dei NosMate nelle tue vicinanze.[n]
zts20848e	Uccisore di Paimon
zts20849e	Ricompensa per il completamento della quest dell'Atto 7-2.[n]
zts20850e	Eroe della Torre del Cielo
zts20851e	Si può comprare nel Negozio della Torre del Cielo.[n]
zts20852e	Conquistatore della Torre del Cielo
zts20853e	Ricompensa per il completamento della sfida della Torre del Cielo Infinita.[n]
zts20854e	Filo della sacra luce
zts20855e	Una stringa di filo trasparente che contiene una forza enorme.[n]
zts20856e	Ago della sacra luce
zts20857e	Un ago gigantesco che contiene una forza enorme.[n]
zts20858e	Scrigno del caso Torre del Cielo
zts20859e	Questo scrigno contiene diversi oggetti.[n]Aprilo per ricevere degli oggetti scelti dalla sorte.[n]
zts20860e	Sigillo del raid di Paimon
zts20861e	Puoi accedere al raid dal portale al piano superiore della Torre del Cielo.[n]Livello consigliato: 30-60[n][Istruzioni][n]Il giocatore diventa leader del team.[n]Non appena diventi leader del team, clicca sugli altri giocatori per invitarli.[n]Vai all'entrata del raid. Quando il leader del team entra, gli altri membri lo seguono automaticamente.[n][Attenzione][n]I personaggi con un livello più alto rispetto a quello raccomandato possono partecipare al raid, ma vengono penalizzati.[n](Nessun Cuore extra e nessuno Scrigno del raid anche in caso di successo)[n]
zts20862e	Scrigno del caso Animale della Torre del Cielo
zts20863e	Questo scrigno contiene animali della Torre del Cielo scelti dalla sorte.[n]
zts20864e	Modello per tatuaggio "Ombra malvagia"
zts20865e	Un disegno che contiene il potere di Paimon.[n]Churigo può usare questo modello per realizzare il tatuaggio.[n]
zts20866e	Titolo per avventurieri che hanno completato il 50° piano della Torre del Cielo.[n]
zts20867e	[Giornaliero] Completare 5 volte il Raid del Re Spettro
zts20868e	Completa 5 volte il Raid del Re Spettro (1x giorno/giocatore).[n]
zts20869e	[Giornaliero] Completare 5 volte il Raid del Re Bestia
zts20870e	Completa 5 volte il Raid del Re Bestia (1x giorno/giocatore).[n]
zts20871e	[Giornaliero] Completare 5 volte il Raid di Belial
zts20872e	Completa 5 volte il Raid di Belial (1x giorno/giocatore).[n]
zts20873e	[Giornaliero] Completare 5 volte il Raid di Paimon
zts20874e	Completa 5 volte il Raid di Paimon (1x giorno/giocatore).[n]
zts20875e	4.500 FXP
zts20876e	6.000 FXP
zts20881e	Solvente per rune
zts20882e	Sostanza detergente che permette di ridurre il livello delle rune.[n]L'abilità acquisita con la runa verrà rimossa.[n][Istruzioni][n]Clicca due volte sull'item e seleziona l'arma sulla quale vuoi utilizzare il Solvente per rune.[n]Il Solvente per rune verrà consumato.[n][Istruzioni][n]Non è possibile utilizzare il Solvente per rune due volte di seguito sullo stesso item.[n]Per poter riutilizzare il Solvente per rune, devi prima aggiungere una runa.
zts20883e	Puoi accedere al raid dal portale del piano più alto della Torre del Cielo.[n]Livello consigliato: minimo 20[n][Istruzioni][n]Il giocatore diventa leader del team.[n]Non appena diventi leader del team, clicca sugli altri giocatori per invitarli.[n]Vai all'entrata del raid. Quando il leader del team entra, gli altri membri lo seguono automaticamente.[n][Attenzione][n]I personaggi con un livello più alto rispetto a quello raccomandato possono partecipare al raid, ma vengono penalizzati.[n](Nessun Cuore extra e nessuno Scrigno del raid anche in caso di successo)[n]
zts20890e	Achenaton, il Faraone maledetto
zts20891e	Può essere utilizzata dai compagni esperti negli attacchi ravvicinati.[n]"Con il mio potere malvagio farò rinascere il mio impero!"[n]
zts20900e	Ali Gladius
zts20901e	Trasforma le ali del tuo specialista in Ali Gladius.[n][Istruzioni][n]1) Trasformati in uno specialista.[n]2) Usa questo item per modificare le tue ali.[n][Effetto][n]In caso di attacco, hai il 10% di probabilità di ottenere il buff Scudo Lama.[n]Velocità di movimento +1[n][Attenzione][n]1) Puoi trasformare le tue ali in Ali Gladius solo con una Carta speciale migliorata +1 o superiore.[n]2) Le ali spariscono se piazzi la tua Carta speciale in un Supporto.[n]
zts20902e	Scrigno miglioramento Torre del Cielo (Eroe)
zts20903e	Ricompensa per i primi tre posti nella sfida della Torre del Cielo.[n]
zts20904e	Scrigno del tesoro Torre del Cielo leggendario
zts20905e	Ricompensa per il 1° posto nella sfida della Torre del Cielo. Lo scrigno del tesoro contiene Oro, Reputazione, Monete dell'infinito e molto altro.[n]
zts20906e	Scrigno del tesoro Torre del Cielo (Eroe)
zts20907e	Ricompensa per il 2° e il 3° posto nella sfida della Torre del Cielo. Lo scrigno del tesoro contiene Oro, Reputazione, Monete dell'infinito e molto altro.[n]
zts20908e	Scrigno del tesoro Torre del Cielo raro
zts20909e	Ricompensa per i posizionamenti dal 4° al 10° nella sfida della Torre del Cielo. Lo scrigno del tesoro contiene Oro, Reputazione, Monete dell'infinito e molto altro.[n]
zts20910e	Scrigno del tesoro Torre del Cielo
zts20911e	Ricompensa per i posizionamenti dall'11° al 20° nella sfida della Torre del Cielo. Lo scrigno del tesoro contiene Oro, Reputazione, Monete dell'infinito e molto altro.[n]
zts20912e	Scrigno del tesoro Torre del Cielo comune
zts20913e	Ricompensa per i posizionamenti dal 21° al 30° nella sfida della Torre del Cielo. Lo scrigno del tesoro contiene Oro, Reputazione, Monete dell'infinito e molto altro.[n]
zts20914e	Vero eroe
zts20915e	Titolo conferito a chi conquista la vittoria nella sfida della Torre del Cielo.[n]
zts20916e	Predatore High Score
zts20917e	Viandante temporale
zts20918e	Guanti del Re Spettro (copia)
zts20919e	L'item si può acquistare nel Negozio della Torre del Cielo.[n]Questa è una copia dei Guanti del Re Spettro.[n]Purtroppo la qualità non è la stessa degli originali...[n]
zts20920e	Guanti delle bestie antiche (copia)
zts20921e	L'item si può acquistare nel Negozio della Torre del Cielo.[n]Questa è una copia dei Guanti delle bestie antiche.[n]Purtroppo la qualità non è la stessa degli originali...[n]
zts20922e	Scarpe delle bestie antiche (copia)
zts20923e	L'item si può acquistare nel Negozio della Torre del Cielo.[n]Questa è una copia delle Scarpe delle bestie antiche.[n]Purtroppo la qualità non è la stessa delle scarpe originali...[n]
zts20924e	Scarpe del Re Spettro (copia)
zts20925e	L'item si può acquistare nel Negozio della Torre del Cielo.[n]Questa è una copia delle Scarpe del Re Spettro.[n]Purtroppo la qualità non è la stessa della scarpe originali...[n]
zts20926e	Scrigno Torre del Cielo d'oro
zts20927e	Nello scrigno troverai uno dei seguenti item:[n]1 Rubino del perfezionamento piccolo[n]1 Zaffiro del perfezionamento piccolo[n]1 Ossidiana del perfezionamento piccola[n]1 Topazio del perfezionamento piccolo[n]1 Rubino del perfezionamento[n]1 Zaffiro del perfezionamento[n]1 Ossidiana del perfezionamento[n]1 Topazio del perfezionamento[n]50x Pozione ricostituente gigante[n]10x Lingotto titanico nero[n]3x Cibo pregiato per animali[n]1 Runa del fulmine[n]1 Runa dell'onda[n]1 Runa dei nembi[n]1 Runa del vento[n]1 Runa del fuoco[n]
zts20936e	Pasticcio
zts20937e	E questo solo perché un ingenuo Budino di muschio si è mangiato una torta intera per il 13° anniversario...[n]
zts20938e	Pasticcio dorato
zts20939e	E questo solo perché un ingenuo Budino di muschio si è mangiato una torta intera per il 13° anniversario...[n]Ma, quindi, cosa è successo?[n]Il suo corpo si è trasformato.[n]
zts20940e	13 (Evento)
zts20941e	Medaglia del 13° anniversario
zts20942e	Pasticcio
zts20943e	Pasticcio dorato
zts20944e	Costume "Strega zucca/Cavaliere zucca" (30 giorni)
zts20945e	Dolce e terribile allo stesso tempo: l'ideale per Halloween![n]La durata si calcola dal momento in cui si indossa.[n][Effetto][n]Incrementa l'elemento ombra del 10%.[n]Incrementa tutte le difese del 5%.[n][Effetto del set][n]Indossando le Ali del costume "Strega zucca/Cavaliere zucca", l'esperienza eroe ricevuta aumenta del 20%.[n]
zts20946e	Costume "Strega zucca/Cavaliere zucca" (permanente)
zts20947e	Dolce e terribile allo stesso tempo: l'ideale per Halloween![n][Effetto][n]Incrementa l'elemento ombra del 10%.[n]Incrementa tutte le difese del 5%.[n][Effetto del set][n]Indossando le Ali del costume "Strega zucca/Cavaliere zucca", l'esperienza eroe ricevuta aumenta del 20%.[n]
zts20948e	Cappello "Strega zucca/Cavaliere zucca" (30 giorni)
zts20949e	Dolce e terribile allo stesso tempo: l'ideale per Halloween![n]La durata si calcola a partire dal momento in cui si utilizza.[n][Effetto][n]Incrementa la forza di attacco totale del 5%.[n]Incrementa di 3 la resistenza all'oscurità.[n][Effetto del set][n]Velocità di movimento +1 se indossi le Ali del costume "Strega zucca/Cavaliere zucca".[n]
zts20950e	Cappello "Strega zucca/Cavaliere zucca" (permanente)
zts20951e	Dolce e terribile allo stesso tempo: l'ideale per Halloween![n][Effetto][n]Incrementa la forza di attacco totale del 5%.[n]Incrementa di 3 la resistenza all'oscurità.[n][Effetto del set][n]Velocità di movimento +1 se indossi le Ali del costume "Strega zucca/Cavaliere zucca".[n]
zts20952e	Ali del costume "Strega zucca/Cavaliere zucca" (30 giorni)
zts20953e	Dolce e terribile allo stesso tempo: l'ideale per Halloween![n]La durata si calcola dal momento in cui si indossa.[n][Effetto][n]Se subisci danni da luce, vi è una probabilità del 10% che vengano ridotti del 10%.[n][Effetto del set][n]Indossando il Costume "Strega zucca/Cavaliere zucca", l'esperienza eroe ricevuta aumenta del 20%.[n]+1 di velocità di movimento se indossi il Cappello "Strega zucca/Cavaliere zucca".[n]
zts20954e	Ali del costume "Strega zucca/Cavaliere zucca" (permanente)
zts20955e	Dolce e terribile allo stesso tempo: l'ideale per Halloween![n][Effetto][n]Se subisci danni da luce, vi è una probabilità del 10% che vengano ridotti del 10%.[n][Effetto del set][n]Indossando il Costume "Strega zucca/Cavaliere zucca", l'esperienza eroe ricevuta aumenta del 20%.[n]+1 di velocità di movimento se indossi il Cappello "Strega zucca/Cavaliere zucca".[n]
zts20956e	Set "Strega zucca/Cavaliere zucca"
zts20957e	Questo set contiene tutto l'outfit "Strega zucca/Cavaliere zucca" completo.[n][Contenuto][n]1 Cappello "Strega zucca/Cavaliere zucca" (permanente)[n]1 Costume "Strega zucca/Cavaliere zucca" (permanente)[n]
zts20958e	Mostruoso
zts20959e	Otterrai questo titolo dopo aver completato la missione di Halloween "La dannazione del 13".[n]
zts20964e	Dolce e terribile allo stesso tempo: l'ideale per Halloween![n]La durata si calcola dal momento in cui si indossa.[n][Effetto][n]Incrementa la forza di attacco totale del 5%.[n]Incrementa l'esperienza eroe ottenuta del 10%.[n][Effetto del set][n]Indossando le Ali del costume "Strega zucca/Cavaliere zucca", la velocità di movimento aumenta di +1.[n]
zts20965e	Dolce e terribile allo stesso tempo: l'ideale per Halloween![n][Effetto][n]Incrementa la forza di attacco totale del 5%.[n]Incrementa l'esperienza eroe ottenuta del 10%.[n][Effetto del set][n]Indossando le Ali del costume "Strega zucca/Cavaliere zucca", la velocità di movimento aumenta di +1.[n]
zts20966e	Dolce e terribile allo stesso tempo: l'ideale per Halloween![n]La durata si calcola dal momento in cui si indossa.[n][Effetto][n]Se subisci danni da luce, vi è una probabilità del 10% che vengano ridotti del 20%.[n][Effetto del set][n]Indossando il Costume "Strega zucca/Cavaliere zucca", l'esperienza eroe ricevuta aumenta del 20%.[n]+1 di velocità di movimento se indossi il Cappello "Strega zucca/Cavaliere zucca".[n]
zts20967e	Dolce e terribile allo stesso tempo: l'ideale per Halloween![n][Effetto][n]Se subisci danni da luce, vi è una probabilità del 10% che vengano ridotti del 20%.[n][Effetto del set][n]Indossando il Costume "Strega zucca/Cavaliere zucca", l'esperienza eroe ricevuta aumenta del 20%.[n]+1 di velocità di movimento se indossi il Cappello "Strega zucca/Cavaliere zucca".[n]
zts20968e	Gechino Paladino
zts20969e	Un tenero geco guerriero che vorrebbe tanto diventare un paladino.[n]Potrebbe sembrare indifeso... ma il suo coraggio non ha limiti.[n]
zts20970e	Esca
zts20971e	Lenza
zts20972e	Serve per pescare.[n]Se durante la pesca si rompe, viene consumata.[n]
zts20973e	Carta speciale Pescatore
zts20974e	Una carta speciale nuova di zecca.[n]Buona pesca![n]
zts20975e	Uova marce e formaggio ammuffito
zts20976e	Bleah! Puzza di brutto![n]
zts20977e	Statua di Arku
zts20978e	Skin Pescatore pro
zts20979e	Utilizza la skin per modificare l'aspetto della tua Carta speciale.[n]Da Acquarius a Pescatore pro: questo si che è un salto di carriera![n]
zts20980e	Piranha verde
zts20981e	Piranha dalle squame verdi.[n]Adora le acque dolci dalle temperature calde.[n]
zts20982e	Piranha argentato
zts20983e	Piranha dalle squame argentate.[n]Molto comune nelle acque dolci.[n]
zts20984e	Piranha blu
zts20985e	Piranha dalle squame blu.[n]Adora le acque dolci particolarmente pulite.[n]
zts20986e	Centarchide rosso
zts20987e	Centarchide dalle squame rosse.[n]Il suo habitat naturale sono le acque dolci dalle temperature calde.[n]
zts20988e	Centarchide verde
zts20989e	Centarchide dalle squame verdi.[n]Segue il flusso della corrente verso valle.[n]
zts20990e	Carpa Quattrocchi
zts20991e	Una strana carpa che indossa un paio di occhiali.[n]A quanto pare, i pesci sono più colti di quanto pensassimo.[n]
zts20992e	Carpa Quattrocchi rossa
zts20993e	Se non fosse per le squame rosse, sarebbe identica alla Carpa Quattrocchi comune.[n]
zts20994e	Guppy di fiume
zts20995e	Guppy d'acqua dolce dalle squame rosse.[n]La sua caratteristica principale è la coda a forma di gonna.[n]
zts20996e	Channidae
zts20997e	Un pesce carnivoro con una mascella potente.[n]È davvero delizioso![n]
zts20998e	Channidae rosso
zts20999e	Centarchide dalle squame rosse.[n]Il suo habitat naturale sono le acque dolci dalle temperature calde.[n]
zts21000e	Carpa paffuta
zts21001e	Una deliziosa carpa con la panciotta... bella cicciotta.[n]
zts21002e	Carpa superpaffuta
zts21003e	Una carpa gialla con qualche dolcissimo... rotolino.[n]Ha un retrogusto di... grasso.[n]
zts21004e	Pesce Spiedo
zts21005e	Un pesce piuttosto smilzo.[n]Ha lo stesso sapore del Luccio sauro.[n]
zts21006e	Pleco comune rosso
zts21007e	Le sue squame rosse sono particolarmente sgargianti.[n]Un pesce piuttosto... ornamentale.[n]
zts21008e	Pleco comune argentato
zts21009e	Pleco comune dalle squame argentate.[n]Il loro effetto glitter le rende molto fashion.[n]
zts21010e	Pleco comune
zts21011e	Sembra un Pesce lupo.[n]È un pesce perlopiù ornamentale.[n]
zts21012e	Salmone
zts21013e	Salmone comune.[n]Quando deve deporre le uova, torna nelle acque in cui è nato.[n]
zts21014e	Salmone rosso
zts21015e	Salmone dalla squame rosse.[n]Adora le acque dalle temperature calde. La sua carne è tenera e deliziosa.[n]
zts21016e	Sanguinerola rapace
zts21017e	Si sente a proprio agio anche nelle acque sporche.[n]Si nutre principalmente di pesci morti.[n]
zts21018e	Sanguinerola
zts21019e	Vive sui fondali dei fiumi puliti.[n]Si nutre di materiale organico nascosto nella sabbia.[n]
zts21020e	Anguilla
zts21021e	Vive solo in ambienti caldi.[n]È estremamente aggressiva e selvaggia.[n]
zts21022e	Pesce lupo
zts21023e	La sua caratteristica principale sono i suoi lunghi barbigli.[n]È un pesce predatore che vive nelle acque dolci.[n]
zts21024e	Pesce lupo verde
zts21025e	Pesce lupo dalle squame verdi.[n]Vive solo in acque estremamente pulite.[n]
zts21026e	Ghiozzo di fiume
zts21027e	È in grado di respirare persino fuori dall'acqua.[n]Tuttavia, non può vivere senza acqua.[n]
zts21028e	Ghiozzo di fiume verde
zts21029e	Ghiozzo di fiume dalle squame verdi.[n]Vive esclusivamente in ambienti tropicali, dove predilige le acque pulite.[n]
zts21030e	Razza di fiume
zts21031e	Razza speciale che vive nelle acque dolci.[n]La sua pinna caudale non è velenosa.[n]
zts21032e	Razza di fiume a macchie gialle
zts21033e	Come si evince dal nome... la sua schiena è disseminata di macchie gialle.[n]
zts21034e	Tartaruga di palude
zts21035e	Tartaruga di palude comune.[n]Sembra che la sua carne sia molto salutare.[n]
zts21036e	Tartaruga di palude "carapace blu"
zts21037e	Il suo carapace è disseminato di puntini blu.[n]Vive più a lungo delle Tartarughe di palude comuni.[n]
zts21038e	Pesce foglia
zts21039e	Piccolo pesce a forma di foglia.[n]Non ha un sapore buonissimo, però è davvero grazioso.[n]
