zts1e	Nouvel objet
zts21852e	Avec ces ailes, à toi la vitesse grisante ![n]La durée d'utilisation commence dès que tu t'en sers.[n][Effet][n]Si tu subis des dégâts assénés par une attaque de l'élément Obscurité, il y a 10 % de probabilité qu'ils soient réduits de 20 %.[n][Effet de lot][n]Quand tu portes la couronne et les ailes bzzz, il y a 3 % de probabilité pour que tes attaques provoquent un choc.[n]Quand tu portes le costume et les ailes bzzz, les points d'EXP de niveau héroïque obtenus augmentent de 15 %.[n]Quand tu portes les lunettes de soleil et les ailes bzzz, il y a 10 % de probabilité que tu ne subisses pas d'effet négatif jusqu'au niveau 4.[n]
zts21853e	Ailes bzzz (permanent)
zts21854e	Avec ces ailes, à toi la vitesse grisante ![n][Effet][n]Si tu subis des dégâts assénés par une attaque de l'élément Obscurité, il y a 10 % de probabilité qu'ils soient réduits de 20 %.[n][Effet de lot][n]Quand tu portes la couronne et les ailes bzzz, il y a 3 % de probabilité pour que tes attaques provoquent un choc.[n]Quand tu portes le costume et les ailes bzzz, les points d'EXP de niveau héroïque obtenus augmentent de 15 %.[n]Quand tu portes les lunettes de soleil et les ailes bzzz, il y a 10 % de probabilité que tu ne subisses pas d'effet négatif jusqu'au niveau 4.[n]
zts21855e	Lunettes de soleil bzzz (30 jours)
zts21856e	Ces lunettes de soleil stylées sont la touche qu'il manquait à ta tenue d'abeille ![n]La durée d'utilisation commence dès que tu t'en sers.[n][Effet][n]Les points d'EXP de niveau héroïque obtenus augmentent de 5 %.[n][Effet de lot][n]Quand tu portes les lunettes de soleil et les ailes bzzz, il y a 10 % de probabilité que tu ne subisses pas d'effet négatif jusqu'au niveau 4.[n]
zts21857e	Lunettes de soleil bzzz (permanent)
zts21858e	Ces lunettes de soleil stylées sont la touche qu'il manquait à ta tenue d'abeille ![n][Effet][n]Les points d'EXP de niveau héroïque obtenus augmentent de 5 %.[n][Effet de lot][n]Quand tu portes les lunettes de soleil et les ailes bzzz, il y a 10 % de probabilité que tu ne subisses pas d'effet négatif jusqu'au niveau 4.[n]
zts21859e	Ensemble bzzz
zts21860e	Avec cette tenue chic, tu feras enfin partie de la famille royale bzzz.[n][Effet][n]Toutes les résistances élémentaires augmentent de 3.[n]Toutes les défenses augmentent de 5 %.[n]La vitesse de déplacement augmente de 1.[n][Effet de lot][n]Quand tu portes le costume et les ailes bzzz, les points d'EXP de niveau héroïque obtenus augmentent de 15 %.[n]
zts21861e	5 PB
zts21862e	20 PB
zts21863e	50 PB
zts21864e	Pass baston premium
zts21865e	Cet objet te permet de décrocher des récompenses supplémentaires pendant la saison du pass baston.[n]Tu peux aussi acheter des pièces de pass baston pour augmenter tes points de baston (PB).[n][Remarque][n]Cet objet est uniquement disponible pendant la saison de pass baston en cours.[n]
zts21866e	Pièce de pass baston premium
zts21867e	Utilises-en pour obtenir 50 PB de plus.[n][Remarque][n]Tu peux seulement en acheter et en utiliser si tu possèdes un pass baston premium.[n]
zts21868e	Pass baston de 1er palier (0-50 PB)
zts21869e	Pass baston de 2e palier (51-100 PB)
zts21870e	Pass baston de 3e palier (101-150 PB)
zts21871e	Pass baston de 4e palier (151-200 PB)
zts21872e	Pass baston de 5e palier (201-250 PB)
zts21873e	Pass baston de 6e palier (251-300 PB)
zts21874e	Pass baston de 7e palier (301-350 PB)
zts21875e	Pass baston de 8e palier (351-400 PB)
zts21876e	Pass baston de 9e palier (401-450 PB)
zts21877e	Pass baston de 10e palier (451-500 PB)
zts21878e	Pass baston de 11e palier (501-550 PB)
zts21879e	Pass baston de 12e palier (551-600 PB)
zts21880e	Pass baston de 13e palier (601-650 PB)
zts21881e	Pass baston de 14e palier (651-700 PB)
zts21882e	Pass baston de 15e palier (701-750 PB)
zts21883e	Pass baston de 16e palier (751-800 PB)
zts21884e	Pass baston de 17e palier (801-850 PB)
zts21885e	Pass baston de 18e palier (851-900 PB)
zts21886e	Pass baston de 19e palier (901-950 PB)
zts21887e	Pass baston de 20e palier (951-1 000 PB)
zts21888e	Pass baston de 21e palier (1 001-1 050 PB)
zts21889e	Pass baston de 22e palier (1 051-1 100 PB)
zts21890e	Pass baston de 23e palier (1 101-1 150 PB)
zts21891e	Pass baston de 24e palier (1 151-1 200 PB)
zts21892e	Pass baston de 25e palier (1 201-1 250 PB)
zts21893e	Pass baston de 26e palier (1 251-1 300 PB)
zts21894e	Pass baston de 27e palier (1 301-1 350 PB)
zts21895e	Pass baston de 28e palier (1 351-1 400 PB)
zts21896e	Pass baston de 29e palier (1 401-1 450 PB)
zts21897e	Pass baston de 30e palier (1 451-1 500 PB)
zts21898e	Dino Vorex
zts21903e	Reine apprivoizzzée
zts21904e	10 PB
zts21905e	30 PB
zts21906e	40 PB
zts21907e	60 PB
zts21908e	70 PB
zts21909e	80 PB
zts21910e	90 PB
zts21911e	100 PB
zts21912e	Zzzélé
zts21913e	Ce titre est à décrocher pendant la saison du pass baston.[n]
zts21914e	14 (évènement)
zts21915e	Médaille du 14e anniversaire
zts21916e	Kangourou du 14e anniversaire
zts21917e	Explore le monde en toute sécurité dans ta poche de kangourou.[n]Ta vitesse de déplacement augmente.[n]Réutilise l'objet pour en descendre.[n]Il n'y a pas de limite de niveau.[n][Propriétés][n]Vitesse de déplacement : 18[n]Vitesse de déplacement à NosVille : +2[n]Vitesse de déplacement à Port Alveus : +2[n][Avec boosteur de vitesse][n]Vitesse de déplacement : +2[n]Durée : +4[n]
zts21918e	Coffre kangourou du 14e anniversaire
zts21919e	Ce coffre renferme un kangourou normal pour le 14e anniversaire.[n][Attention][n]Dès que tu auras retiré le kangourou du coffre, le coffre ne sera plus négociable.[n]
zts21920e	Kangourou boxeur du 14e anniversaire
zts21921e	Explore le monde en toute sécurité dans ta poche de kangourou.[n]Ta vitesse de déplacement augmente.[n]Réutilise l'objet pour en descendre.[n]Il n'y a pas de limite de niveau.[n][Propriétés][n]Vitesse de déplacement : 21[n]Vitesse de déplacement à la Couronne de glace : +2[n]Vitesse de déplacement à Mourice : +2[n]Tu as 100 % de probabilité d'obtenir le buff poche de kangourou toute douce.[n][Avec boosteur de vitesse][n]Vitesse de déplacement : +3[n]Durée : +8[n]Tous les effets négatifs inférieurs au niveau 4 sont levés.[n]Tu as 100 % de probabilité d'obtenir le buff poings levés ![n]
zts21922e	Coffre de kangourou boxeur du 14e anniversaire
zts21923e	Ce coffre renferme un kangourou spécial pour le 14e anniversaire.[n][Attention][n]Dès que tu auras retiré le kangourou boxeur du coffre, il ne sera plus négociable.[n]
zts21924e	Costume de pestologue (30 jours)
zts21925e	Ensemble, mettons fin à cette épidémie pestilentielle ![n]La durée d'utilisation commence dès que tu t'en sers.[n][Effet][n]L'expérience héroïque obtenue augmente de 10 %.[n]Les HP augmentent à hauteur de 3 % des dégâts infligés.[n][Effet de lot][n]Quand tu portes le chapeau de pestologue, les points d'EXP de niveau héroïque obtenus augmentent de 20 %.[n]
zts21926e	Costume de pestologue (permanent)
zts21927e	Ensemble, mettons fin à cette épidémie pestilentielle ![n][Effet][n]L'expérience héroïque obtenue augmente de 10 %.[n]Les HP augmentent à hauteur de 3 % des dégâts infligés.[n][Effet de lot][n]Quand tu portes le chapeau de pestologue, les points d'EXP de niveau héroïque obtenus augmentent de 20 %.[n]
zts21928e	Chapeau de pestologue (30 jours)
zts21929e	Ensemble, mettons fin à cette épidémie pestilentielle ![n]La durée d'utilisation commence dès que tu t'en sers.[n][Effet][n]Toutes les attaques augmentent de 5 %.[n]Le gain en EXP augmente de 10 %.[n][Effet de lot][n]Quand tu portes le costume de pestologue, les points d'EXP de niveau héroïque obtenus augmentent de 20 %.[n]La vitesse de déplacement augmente de 1.[n]En cas d'utilisation d'une compétence d'attaque, tu as 8 % de probabilité de déclencher l'ordonnance médicale.[n]
zts21930e	Chapeau de pestologue (permanent)
zts21931e	Ensemble, mettons fin à cette épidémie pestilentielle ![n][Effet][n]Toutes les attaques augmentent de 5 %.[n]Le gain en EXP augmente de 10 %.[n][Effet de lot][n]Quand tu portes le costume de pestologue, les points d'EXP de niveau héroïque obtenus augmentent de 20 %.[n]La vitesse de déplacement augmente de 1.[n]En cas d'utilisation d'une compétence d'attaque, tu as 8 % de probabilité de déclencher l'ordonnance médicale.[n]
zts21934e	Lot de pestologue
zts21935e	Dans ce lot, tu trouveras les objets suivants :[n]1x costume de pestologue (permanent)[n]1x chapeau de pestologue (permanent)[n]
zts21938e	Pass baston de 31e palier (1 501-1 550 PB)
zts21939e	Pass baston de 32e palier (1 551-1 600PB)
zts21940e	Pass baston de 33e palier (1 601-1 650 PB)
zts21941e	Pass baston de 34e palier (1 651-1 700 PB)
zts21942e	Pass baston de 35e palier (1 701-1 750 PB)
zts21943e	Pass baston de 36e palier (1 751-1 800 PB)
zts21944e	Pass baston de 37e palier (1 801-1 850 PB)
zts21945e	Pass baston de 38e palier (1 851-1 900 PB)
zts21946e	Pass baston de 39e palier (1 901-1 950 PB)
zts21947e	Pass baston de 40e palier (1 951-2 000 PB)
zts21950e	Costume de pestologue (30 jours)
zts21951e	Ensemble, mettons fin à cette épidémie pestilentielle ![n]La durée d'utilisation commence dès que tu t'en sers.[n][Effet][n]L'expérience héroïque obtenue augmente de 10 %.[n]La vitesse de déplacement augmente de 1.[n]Si tu subis des dégâts assénés par une attaque de l'élément Obscurité, il y a 10 % de probabilité qu'ils soient réduits de 20 %.[n][Effet de lot][n]Quand tu portes le chapeau de pestologue, les points d'EXP de niveau héroïque obtenus augmentent de 20 %.[n]La vitesse de déplacement augmente de 1.[n]En cas d'utilisation d'une compétence d'attaque, tu as 8 % de probabilité de déclencher l'ordonnance médicale.[n]
zts21952e	Costume de pestologue (permanent)
zts21953e	Ensemble, mettons fin à cette épidémie pestilentielle ![n][Effet][n]L'expérience héroïque obtenue augmente de 10 %.[n]La vitesse de déplacement augmente de 1.[n]Si tu subis des dégâts assénés par une attaque de l'élément Obscurité, il y a 10 % de probabilité qu'ils soient réduits de 20 %.[n][Effet de lot][n]Quand tu portes le chapeau de pestologue, les points d'EXP de niveau héroïque obtenus augmentent de 20 %.[n]La vitesse de déplacement augmente de 1.[n]En cas d'utilisation d'une compétence d'attaque, tu as 8 % de probabilité de déclencher l'ordonnance médicale.[n]
zts21954e	Lot de pestologue
zts21955e	Cette fleur ne pousse que dans l'habitat des dragons.[n]Elle renferme la puissante magie des dragons.[n]
zts21956e	Cristal draconique
zts21957e	On trouve ce cristal dans l'habitat naturel des dragons.[n]Il renferme la puissante magie des dragons.[n]
zts21958e	Énergie du dragon igné
zts21959e	Elle renferme le pouvoir du dragon igné.[n]
zts21960e	Énergie du dragon givré
zts21961e	Elle renferme le pouvoir du dragon givré.[n]
zts21962e	Énergie du dragon astral
zts21963e	Elle renferme le pouvoir maléfique du dragon astral.[n]
zts21964e	Énergie du dragon céleste
zts21965e	Elle renferme le pouvoir rayonnant du dragon céleste.[n]
zts21966e	Pierre précieuse draconique
zts21967e	Dratanium
zts21968e	Ce lingot a l'air d'être recouvert d'écailles de dragon vertes. Il renferme une magie toute puissante.[n]On ne trouve le dratanium que dans le Repaire céleste.[n]
zts21969e	Écaille draconique
zts21970e	Cette écaille de dragon rigide vient du Repaire céleste.[n]
zts21971e	Glace éternelle
zts21972e	Tu peux récupérer ces cristaux glacés en éliminant des monstres dans le Donjon de glace.[n]Curieusement, ils ne fondent pas.[n]
zts21973e	Orbe magique du gardien
zts21974e	Tu peux récupérer cet orbe cristallin magique en éliminant des gardiens dans la Grotte draconique.[n]Tu en auras besoin pour rentrer dans l'Antre draconique ancestrale.[n]
zts21975e	Os de dragon
zts21976e	Cet os de dragon dur comme de la pierre vient tout droit du Repaire céleste.[n]
zts21977e	Sphère magique du dragon givré
zts21978e	Seul le dragon givré possède un tel orbe magique.[n]
zts21979e	Cloche de champignon
zts21980e	Il s'agit de la tête d'un champignon.[n]
zts21981e	Viande de tricératops
zts21982e	La viande de tricératops est un mets délicat.[n]Elle est au centre de l'alimentation des draconiens.[n]
zts21983e	Dépouille de dragon
zts21984e	La dépouille de ce dragon attire les libellules charognardes comme par magie.[n]La magie qui émane de sa dépouille s'assombrit avec le temps.[n]
zts21985e	Tendon de tricératops
zts21986e	Les tendons d'un tricératops sont tout sauf tendres.[n]C'est d'eux que l'animal tient sa force.[n]
zts21987e	Griffe de dragon harpie
zts21988e	Les dragons harpies ont des griffes acérées.[n]
zts21989e	Sac de lave
zts21990e	Cet objet a été fabriqué à partir des tripes de dragons volcaniques.[n]Il résiste incroyablement bien à la chaleur.[n]
zts21991e	Cristal de froid
zts21992e	Tu peux récupérer ce bout de roche froid en éliminant des monstres dans le Repaire céleste.[n]
zts21993e	Corne de tricératops
zts21994e	Cette corne robuste de tricératops sert à fabriquer divers accessoires et pièces d'équipement.[n]
zts21995e	Fruit draconique
zts21996e	C'est un mets tout droit venu du Repaire céleste.[n]On raconte qu'il regorge d'énergie draconique.[n]
zts21997e	Écaille d'Asgobas
zts21998e	Cette écaille d'Asgobas a une teinte rouge foncé.[n]Tu peux l'obtenir en éliminant Asgobas.[n]
zts21999e	Draconium
zts22000e	Ce nouvel alliage est composé de dratanium et d'écailles d'Asgobas[n]Il est très résistant et protège contre la magie.[n]
zts22001e	Miel de bourdon dragon
zts22002e	Le bourdon dragon produit un miel particulièrement sucré.[n]
zts22003e	Nageoire d'oursequin
zts22004e	Il s'agit de la nageoire d'un oursequin.[n]Ces nageoires ne leur sont pas d'une grande utilité vu qu'ils ne savent pas nager.[n]
zts22005e	Peau de bonhomme de neige
zts22006e	Un bonhomme de neige à la peau plus coriace qu'il n'y parait.[n]Elle protège du froid.[n]
zts22007e	Lait de dragon
zts22008e	C'est ce que dit l'étiquette, mais franchement : tout le monde sait bien que les dragons ne font pas de lait ![n]MP : 3 000[n]Les MP sont lentement rétablis.[n]Même ton NosMate en profite.[n]Cet objet peut uniquement être utilisé au repos.[n]
zts22009e	Tendon de tricératops grillé
zts22010e	Des tendons de tricératops bien grillés comme on les aime ![n]HP : 7 000, MP : 3 000[n]Les HP et MP sont lentement rétablis.[n]Même ton NosMate en profite.[n]Cet objet peut uniquement être utilisé au repos.[n]
zts22011e	Steak de tricératops
zts22012e	Ce steak de viande de tricératops fond sous la langue ![n]HP : 5 000, MP : 5 000[n]Les HP et MP sont lentement rétablis.[n]Même ton NosMate en profite.[n]Cet objet peut uniquement être utilisé au repos.[n]
zts22013e	Thé au miel draconique
zts22014e	Ce thé a une délicieuse saveur de miel draconique.[n]MP : 7 000[n]Les MP sont lentement rétablis.[n]Même ton NosMate en profite.[n]Cet objet peut uniquement être utilisé au repos.[n]
zts22015e	Manuel « Vitalité draconique »
zts22017e	Manuel « Agilité draconique »
zts22019e	Manuel « Intellect draconique »
zts22021e	Manuel « Force draconique »
zts22023e	Manuel « Magie draconique »
