zts1e	Abenteurerausbildung für Anfänger
zts2982e	Sternekoch (Eintöpfe)
zts2983e	Beweise deine Kochkünste, um Sternekoch (Eintöpfe) zu werden.
zts2984e	Ich bin Sternekoch (Eintöpfe)!
zts2985e	Hilfskoch (Pfannengerichte)
zts2986e	Beweise deine Kochkünste, um Hilfskoch (Pfannengerichte) zu werden.
zts2987e	Ich bin Hilfskoch (Pfannengerichte)!
zts2988e	Profikoch (Pfannengerichte)
zts2989e	Beweise deine Kochkünste, um Profikoch (Pfannengerichte) zu werden.
zts2990e	Ich bin Profikoch (Pfannengerichte)!
zts2991e	Sternekoch (Pfannengerichte)
zts2992e	Beweise deine Kochkünste, um Sternekoch (Pfannengerichte) zu werden.
zts2993e	Ich bin Sternekoch (Pfannengerichte)!
zts2994e	Kochtraining (täglich)
zts2995e	Bereite 2x gegrilltes Schweinefleisch zu.
zts2996e	Grillgerichte-Training (täglich)
zts2997e	Verbessere deine Fertigkeiten bei der Zubereitung von Grillgerichten.
zts2998e	Eintopf-Training (täglich)
zts2999e	Verbessere deine Fertigkeiten bei der Zubereitung von Eintöpfen.
zts3000e	Pfannengerichte-Training (täglich)
zts3001e	Verbessere deine Fertigkeiten bei der Zubereitung von Pfannengerichten.
zts3002e	Einfache Gerichte 1 (täglich)
zts3003e	Bringe Terry die gewünschten einfachen Grillgerichte.
zts3004e	Einfache Gerichte 2 (täglich)
zts3005e	Bringe Terry die gewünschten einfachen Eintöpfe.
zts3006e	Einfache Gerichte 3 (täglich)
zts3007e	Bringe Terry die gewünschten einfachen Pfannengerichte.
zts3008e	Kochen mit Niveau 1 (täglich)
zts3009e	Bringe Terry die gewünschten mittelschweren Grillgerichte.
zts3010e	Kochen mit Niveau 2 (täglich)
zts3011e	Bringe Terry die gewünschten mittelschweren Eintöpfe.
zts3012e	Kochen mit Niveau 3 (täglich)
zts3013e	Bringe Terry die gewünschten mittelschweren Pfannengerichte.
zts3014e	Bereite einen filetierten Fisch zu.
zts3015e	Kochen für Experten (täglich)
zts3016e	Bringe Terry das gewünschte hochstufige Pfannengericht.
zts3025e	Die Suche nach den Altehrwürdigen Helden
zts3026e	Sicher weiß Thrull mehr darüber. Sprich mit ihm.
zts3027e	Thrull schickt dich nach NosVille, wo du weitere Informationen einholen sollst. Du beschließt, zuerst mit Mimi Mentor zu sprechen.
zts3028e	Unerwarteter Hinweis
zts3029e	Fabian Frost soll von einer uralten Ruine berichtet haben, die erst kürzlich entdeckt wurde. Befrage ihn dazu.
zts3030e	Fabian erzählt dir, dass er vom Häuptling von Glacernon davon erfahren hat. Er sollte mehr darüber wissen.
zts3031e	Spurensuche
zts3032e	Aurelius weist dir den Weg zur Ruine. Begib dich dorthin und sieh dich um.
zts3033e	Du schlägst dich zur Ruine durch, wirst aber von Monstern aufgehalten. Besiege sie, um deine Mission fortzusetzen.
zts3034e	Das Monsterproblem hat sich erledigt. Der Weg zur Ruine ist nun frei.
zts3035e	Helden der Vergangenheit
zts3036e	Du musst mit den Altehrwürdigen Helden in Kontakt treten.
zts3037e	Frage Thrull, ob er eine Möglichkeit dafür kennt.
zts3038e	Doppelt plagt euch, mengt und mischt ...
zts3039e	Besiege Monster und sammle die Zutaten für das rituelle Gebräu.
zts3040e	Sammle Beeren für das rituelle Gebräu.
zts3041e	Sammle Früchte für das rituelle Gebräu.
zts3042e	... Kessel brodelt, Feuer zischt!
zts3043e	Berichte Thrull, dass du alle Zutaten beisammen hast.
zts3044e	Heldentraum
zts3045e	Trink von dem rituellen Gebräu.
zts3046e	Erinnerung an den Traum
zts3047e	Du versuchst, dich daran zu erinnern, was du im Traum erlebt hast.
zts3048e	Die besagte Alchemistin
zts3049e	Du erinnerst dich an eine Alchemistin, der in der Wüste lebt. Frage Malcolm Mix, ob er jemanden kennt, auf den die Beschreibung passt.
zts3050e	Gehe zur Wüstenadlerstadt und suche die Alchemistin, die die Altehrwürdigen Helden erwähnt haben.
zts3051e	Die Helden und die Alchemistin
zts3052e	Die Alchemistin winkt dich herbei. Geh und sprich mit ihr.
zts3053e	Uralte Feuermagie
zts3054e	Besiege Kertos, Valakus und Grenigas und kehre anschließend zur Hinterhof-Alchemistin zurück.
zts3055e	Uralte Sandsteine
zts3056e	Erbeute uralte Sandsteine von den Sandriesen in der Wüste.
zts3057e	Uralte Elemente
zts3058e	Bringe die Materialien zur Alchemistin.
zts3059e	Alte und neue Helden
zts3060e	Begegne den Altehrwürdigen Helden.
zts3061e	Der Ring der Voodoopriesterin
zts3062e	Frage Thrull nach dem Ring seiner Tochter.
zts3063e	Von Helden und Schurken
zts3064e	Verwende den Ring, um Paimon mit den Altehrwürdigen Helden zu versiegeln.
zts3065e	Ein letzter Kampf
zts3066e	Berichte Thrull, was geschehen ist.
zts3067e	Die edlen Seelen der Helden
zts3068e	Besuche Häuptling Toffel und lausche, was er zu berichten hat.
zts3069e	Verwende die uralte Macht der Helden.
zts3070e	Rückkehr des Bösen (täglich)
zts3071e	Schwäche die Macht Paimons, die den Geisterwald fest im Griff hat.
zts3072e	Das Licht, das vom Himmel fiel
zts3073e	Finde heraus, was es mit diesem Licht auf sich hat.
zts3074e	Der gefallene Drache
zts3075e	Finde ein Heilmittel für das Mädchen.
zts3076e	Das unbekannte Mädchen
zts3077e	Suche die Materialien für das Heilmittel.
zts3078e	Bring die Materialien zu Carven.
zts3079e	Warte kurz, bis das Heilmittel wirkt.
zts3080e	Seelenheilung
zts3081e	Thrull von der Insel Morizios weiß vielleicht Rat.
zts3082e	Sammle das Material für Thrull.
zts3083e	Kehre zum Mädchen zurück und führe das Ritual durch.
zts3084e	Zurück in die Heimat
zts3085e	Kehre zu dem Ort zurück, an dem du Ain gefunden hast.
zts3086e	Gehe gemeinsam mit Ain zurück in ihre Heimat. Sie befindet sich im Haus des Häuptlings vom Krem.
zts3087e	Stelle dich beim Bürgermeister von Drachenruh vor.
zts3088e	Sprich mit Rancherin Emily.
zts3089e	Den Weg sichern
zts3090e	Besiege die Monster in der Seeschlucht.
zts3091e	Du hast es geschafft! Kehre nun zu Emily zurück.
zts3092e	Gespräch mit dem Hauptmann
zts3093e	Sprich mit Hauptmann Enrico.
zts3094e	Rekrutentraining
zts3095e	Gehe zum Ausbildungsplatz.
zts3096e	Bilde die neuen Rekruten aus.
zts3097e	Berichte dem Hauptmann.
zts3098e	Waffenknappheit
zts3099e	Gehe zu Quartiermeister Marto.
zts3100e	Besiege Monster in der Schotterschlucht und sammle Dratanium.
zts3101e	Sprich erneut mit Quartiermeister Marto.
zts3102e	Bring das Dratanium zu Marto.
zts3103e	Chaos auf der Drachenranch
zts3104e	Gehe durch die Seeschlucht zur Drachenranch.
zts3105e	Verteidige die Drachenranch gegen die Monsterhorden.
zts3106e	Enrico benötigt dringend deine Hilfe. Gehe zu ihm.
zts3107e	Die verschollenen Soldaten
zts3108e	Rette die verschollenen Rekruten.
zts3109e	Besiege die Monster in der Nähe.
zts3110e	Beschütze die Rekruten.
zts3111e	Du hast die Rekruten gerettet. Berichte nun dem Hauptmann.
zts3112e	Der Rat kommt zusammen
zts3113e	Nimm an der hastig einberufenen Besprechung teil.
zts3114e	Neue Waffen für Drachenruh
zts3115e	Lass dir von Ain sagen, welche Materialien du sammeln sollst.
zts3116e	Bringe Ain die Materialien.
zts3117e	Gehe zur Uralten Drachenhöhle und sammle Drachenatem und Drachenkristalle.
zts3118e	Bringe die Materialien aus der Uralten Drachenhöhle zu Ain.
zts3119e	Angriff auf den Konvoi
zts3120e	Quartiermeister Marto sucht nach dir. Gehe zu ihm.
zts3121e	Sprich mit Transportaufseher Pavio, um mehr zu erfahren.
zts3122e	Beschütze den Konvoi in der Schotterschlucht.
zts3123e	Geschafft! Kehre jetzt in die Stadt zurück.
zts3124e	Die gestohlenen Waffen
zts3125e	Der Hauptmann braucht wieder deine Hilfe. Gehe zu ihm.
zts3126e	Finde die gestohlenen Waffen mit Ains Ortungsgerät.
zts3127e	Das Ortungsgerät führt dich zu Drachenhöhle.
zts3128e	Das Ortungsgerät führt dich zu Drachenhöhle.
zts3129e	Besiege die Monster, die sich dir in den Weg stellen.
zts3130e	Geschafft! Gehe jetzt zum nächsten Ort.
zts3131e	Seltsam aussehende Drakonier bewachen die Kiste. Strecke sie nieder.
zts3132e	Sieh dir die Kiste genauer an.
zts3133e	Bringe die Waffen aus der Kiste zu Ain.
zts3134e	Wie ein Schatten in der Nacht
zts3135e	Sprich mit dem Hauptmann über die Spione.
zts3136e	Die Herde ausdünnen
zts3137e	Sprich mit Rancherin Emily.
zts3138e	Gehe zur Drachenranch.
zts3139e	Besiege die Monster und die bösartigen Triceratops, die die Herde angreifen.
zts3140e	Du hast die Monster und die bösartigen Triceratops besiegt. Kehre jetzt zurück zu Emily.
zts3141e	Erfahre vom Hauptmann, was die Spione herausgefunden haben.
zts3142e	Die Stadt durchsuchen
zts3143e	Durchsuche die Orte, die dir der Hauptmann genannt hat.
zts3144e	Durchsuche die Orte, die dir der Hauptmann genannt hat.
zts3145e	Durchsuche den nächsten Ort.
zts3146e	Du hast einen geheimen Eingang gefunden. Dort scheinen sich die Verräter zu verstecken.
zts3147e	Die dunklen Machenschaften der Drakov
zts3148e	Besiege gemeinsam mit den Soldaten die letzten Mitglieder der Drakov.
zts3149e	Ein neuer Angriff droht
zts3150e	Nimm an der Versammlung teil.
zts3151e	Ein neues Ortungsgerät
zts3152e	Sammle die Materialien für ein Ortungsgerät, mit dem du den Eisdrachen und den Zombiedrachen aufspüren kannst.
zts3153e	Sammle die Materialien für ein Ortungsgerät, mit dem du den Zombiedrachen aufspüren kannst.
zts3154e	Bringe Ain die Materialien.
zts3155e	Die Höhle des Zombiedrachen
zts3156e	Gehe zu dem Ort, den dir das Ortungsgerät anzeigt.
zts3157e	Dies scheint die Höhle des Zombiedrachen zu sein. Suche den Drachen im Inneren.
zts3158e	Höhle des Grauens
zts3159e	Du benötigst einen Trank, um dem Gift des Zombiedrachen zu widerstehen.
zts3160e	Starker Giftwiderstand-Trank
zts3161e	Besorge die Materialien für den Giftwiderstand-Trank.
zts3162e	Bringe Ain die Materialien.
zts3163e	Das Ende des Zombiedrachen
zts3164e	Besiege den Zombiedrachen. Kehre anschließend zu Ain zurück.
zts3165e	Sammle die Materialien für ein Ortungsgerät, mit dem du den Eisdrachen aufspüren kannst.
zts3166e	Die Höhle des Eisdrachen
zts3167e	Gehe zu dem Ort, den dir das Ortungsgerät anzeigt.
zts3168e	Der falsche Ort
zts3169e	Gehe zur Höhle des Eisdrachen.
zts3170e	Das Ende des Eisdrachen
zts3171e	Besiege den Eisdrachen. Kehre anschließend zu Ain zurück.
zts3172e	Die Ruhe vor dem Sturm
zts3173e	Suche dir eine Aufgabe vor dem Angriff.
zts3174e	Material für die Verteidiger
zts3175e	Sammle Materialien, um die Verteidigungsstellungen zu verstärken.
zts3176e	Ohne Mampf kein Kampf
zts3177e	Sammle Nahrungsmittel für die Soldaten.
zts3178e	Frage Ain, wie sie mit den Waffen vorankommt.
zts3179e	Der Angriff
zts3180e	Verteidige die Stadt gegen Asgobas' Armee.
zts3181e	Erkundige dich beim Hauptmann nach den Schäden.
zts3182e	Die Folgen des Angriffs
zts3183e	Ain möchte mit dir sprechen. Gehe zu ihr.
zts3184e	Abschluss
zts3185e	Eine neue Energiequelle
zts3186e	Frage Ain, welche Materialien sie benötigt.
zts3187e	Bringe Ain alle benötigten Materialien.
zts3188e	Bringe Ain die Materialien für das Kühlsystem.
zts3189e	Potentere Tränke
zts3190e	Frage den Drakonier-Alchemisten, welche Materialien er benötigt.
zts3191e	Bringe dem Drakonier-Alchemisten die benötigten Materialien.
zts3192e	Suche nach jemandem, an dem du den neuen Trank testen kannst.
zts3193e	Flöße dem Verwundeten das neue Heilmittel ein.
zts3194e	Erkundige dich beim Hauptmann, ob der Trank wirkt.
zts3195e	Sammle Materialien, damit mehr Tränke hergestellt werden können.
zts3196e	Religiöse Fanatiker
zts3197e	Erkundige dich beim Quartiermeister, wo die gestohlenen Waffen zu finden sind.
zts3198e	Gehe zur Drachenhöhle und suche dort nach den gestohlenen Waffen.
zts3199e	Besiege die letzten Mitglieder der Drakov, welche die Waffen gestohlen haben.
zts3200e	Berichte dem Hauptmann.
zts3201e	Begib dich zu dem Ort, an dem sich die letzten Mitglieder der Drakov versammeln.
zts3202e	Besiege die letzten Mitglieder der Drakov.
zts3203e	Bringe die Materialien für die neuartige Legierung zu Ain.
zts3204e	Frage den Drakonier-Alchemisten nach feuerfestem Material.
zts3205e	Berichte Ain, was du über das feuerfeste Material erfahren hast.
zts3206e	Sammle das feuerfeste Material.
zts3207e	Untoter Eisdrache
zts3208e	Gehe zum Eiskerker und suche die vermissten Späher.
zts3209e	Suche den verschollenen Soldaten. Erkundige dich nach seinem Befinden.
zts3210e	Besiege die Monster in der Nähe des Eiskerkers.
zts3211e	Gehe in das Versteck des untoten Eisdrachen Alzanor.
zts3212e	Besiege den Eisdrachen. Kehre anschließend zum Hauptmann zurück.
zts3213e	Auferstandener Zombiedrache
zts3214e	Erkunde die Drachenhöhle.
zts3215e	Besiege die Monsterhorden in der Drachenhöhle.
zts3216e	Störe die Drakov-Soldaten und besiege sie.
zts3217e	Gehe in das Versteck des auferstandenen Zombiedrachen Valehir.
zts3218e	Besiege den Zombiedrachen. Kehre anschließend zum Hauptmann zurück.
zts3219e	Aggressive Triceratops
zts3220e	Erkundige dich bei Rancherin Emily nach der aktuellen Situation.
zts3221e	Gehe zur Drachenranch.
zts3222e	Besiege die aggressiven Triceratops auf der Drachenranch.
zts3223e	Berichte Emily.
zts3224e	Den Transportweg sichern
zts3225e	Erkundige dich bei Pavio, was los ist.
zts3226e	Gehe zum Weg durch die Schlucht.
zts3227e	Besiege die Monster auf dem Weg durch die Schlucht.
zts3228e	Berichte Pavio, dass der Transportweg nun sicher ist.
zts3229e	Die letzten Drakov
zts3230e	Besiege die letzten Mitglieder der Drakov.
zts3231e	Das Drakonium schmieden, solange es heiß ist
zts3232e	Besorge Ain Drakonium.
zts3233e	Nahrungsknappheit
zts3234e	Sammle Nahrung für die Soldaten
zts3235e	Mineralienknappheit
zts3236e	Besiege die Monster auf dem Weg durch die Schlucht.
zts3237e	Die öffentliche Ordnung aufrechterhalten
zts3238e	Besiege die gefährlichen Monster.
zts3239e	Berichte dem Hauptmann.
zts3240e	Gefährlicher Transportweg
zts3241e	Beschütze den Konvoi.
zts3242e	Kehre zu Pavio zurück und nimm deine Belohnung entgegen.
zts3243e	Nachschub an Giftwiderstand-Tränken
zts3244e	Sammle die Materialien für Giftwiderstand-Tränke.
zts3245e	Bringe die Materialien zum Drakonier-Alchemisten.
zts3246e	Nachschub an Kältewiderstand-Tränken
zts3247e	Sammle die Materialien für Kältewiderstand-Tränke.
zts3248e	Rekrutentraining
zts3249e	Bilde die neuen Rekruten aus.
zts3250e	Krise auf der Drachenranch
zts3251e	Beschütze die Drachenranch vor den Monstern.
zts3252e	Berichte Emily, dass die Ranch nun wieder sicher ist.
zts3253e	Nie endende Kälte
zts3254e	Besiege den auferstandenen Eisdrachen Alzanor.
zts3255e	Besiege den auferstandenen Zombiedrachen Valehir.
zts3256e	Instabile Energiequelle
zts3257e	Sammle die Materialien für die neue Energiequelle.
zts3258e	Gehe zu der Drachenhöhle, die dir auf dem Ortungsgerät angezeigt wird.
zts3259e	Besiege den Zombiedrachen. Kehre anschließend zu Ain zurück.
zts3260e	Instabile Waffen
zts3261e	Bring Materialien zur Verbesserung der Waffen.
zts3262e	Warte, bis Ain fertig ist.
zts3263e	Die Suche nach den Anwärtern
zts3264e	Die Waffen sind fertig. Ich sollte jetzt die Anwärter suchen.
zts3265e	Die verbleibende Aufgaben
zts3266e	Besiege die Monster auf der Drachenranch.
zts3267e	Die verbleibende Aufgaben 2
zts3268e	Hol die Materialien zurück, die von den Gremlins gestohlen wurden.
zts3269e	Geschafft! Kehre zu Shania zurück.
zts3270e	Shanias Macht
zts3271e	Geh zur Drachenranch und kämpfe gegen Shania.
zts3272e	Der Stellvertreter
zts3273e	Geh zu Hauptmann Enrico und frage nach Informationen.
zts3274e	Der versteckte Meister
zts3275e	Triff dich mit dem Anwärter, der die Roboterarme verwenden wird.
zts3276e	Komplizierte Maschine
zts3277e	Hol die benötigten Materialien.
zts3278e	Bring Ain die Materialien.
zts3279e	Ich muss gegen Ain kämpfen.
zts3280e	Die entführten Anwärter
zts3281e	Die Anwärter wurden entführt. Geh zum Hauptmann.
zts3282e	Geh zu dem Ort, an dem die Anwärter entführt wurden.
zts3283e	Besiege alle Gegner, die sich dort befinden.
zts3284e	Die entführten Anwärter sind gerettet. Ich sollte zur Stadt zurückkehren.
zts3285e	Die fertige Waffe
zts3286e	Die Roboterarme sind fertig. Ich sollte zu Ains Labor zurückkehren.
zts3287e	Eine vernichtende Waffe
zts3288e	Geh zum Gefrorenen See und kämpfe dort gegen Aldo.
zts3289e	Der vorbereitete Schütze
zts3290e	Geh zu Gails Ausbildungsplatz.
zts3291e	Ich muss gegen Gail kämpfen.
zts3292e	Kehre mit Gail zur Stadt zurück.
zts3293e	Training in Gefahr
zts3294e	Geh zu Hauptmann Enrico.
zts3295e	Geh zum Weg der Schlucht, an dem sich der Ausbildungsplatz befindet.
zts3296e	Ein tragisches Ende
zts3297e	Die Anwärter wurden beim Angriff der Drakovs verletzt. Ich muss sie retten.
zts3298e	Blutige Rache
zts3299e	Besiege die letzten Drakovs.
zts3300e	Kehre zum Hauptmann zurück und erstatte Bericht.
zts3301e	Das Ergebnis der Nachforschung
zts3302e	Kehre zu Ain zurück und finde heraus, ob sie eine Lösung gefunden hat.
zts3303e	Bring Ain Materialien für die neue Apparatur.
zts3304e	Die Seelen der Anwärter
zts3305e	Warte kurz, bis Ain fertig ist.
zts3306e	Deine Spezialistenkarte enthält die Seele des Anwärters. Sie ist nun ein Teil von dir.
zts3307e	Segen der Seele
zts3308e	Ain sagte, dass der Segen der Seele verbessert werden muss, um die Waffe aufzuwerten. Bring Ain die erwähnten Materialien.
zts3309e	Der Segen der Seele birgt Macht.
zts3310e	Bring Ain die Materialien.
zts3311e	Ein seltsamer Hase
zts3312e	Höre dir Lucys Geschichte an.
zts3313e	Die Suche nach dem unbekannten Monster
zts3314e	Gehe zum Westlichen Krem.
zts3315e	Frage nach dem riesigen Monster.
zts3316e	Erkundige dich nach den Gerüchten über den riesigen Warepard.
zts3317e	Gehe zum Östlichen Krem und suche nach Hinweisen.
zts3318e	Die Monsterhöhle
zts3319e	Betritt die Höhle, in der sich das Monster versteckt.
zts3320e	Das Monster ist entkommen! Schnell, hinterher!
zts3321e	Wie man Haustiertrainer wird
zts3322e	Du hast das Monster besiegt. Kehre nach NosVille zurück, um deine Belohnung abzuholen.
zts3323e	Lerne, wie man Haustiere verbessert.
zts3324e	Jetzt versuch es selbst.
zts3325e	Der harte Weg zum Profitrainer
zts3326e	Zähme 1-Sterne-Haustiere.
zts3327e	Zeige Lucy das gezähmte Haustier.
zts3328e	Der harte Weg zum Profitrainer 2
zts3329e	Zähme 2-Sterne-Haustiere.
zts3330e	Der harte Weg zum Profitrainer 3
zts3331e	Erhöhe das Trainingslevel eines 1-Sterne-Haustiers auf 10.
zts3332e	Gehe zu Lucy.
zts3333e	Der harte Weg zum Profitrainer 4
zts3334e	Erhöhe das Trainingslevel eines 2-Sterne-Haustiers auf 20.
zts3335e	Der harte Weg zum Profitrainer 5
zts3336e	Erhöhe das Trainingslevel eines 3-Sterne-Haustiers auf 30.
zts3337e	Der harte Weg zum Profitrainer 6
zts3338e	Erhöhe das Trainingslevel eines 4-Sterne-Haustiers auf 40.
zts3339e	(Täglich) Haustier-Essenz-Tausch (1 Stern)
zts3340e	Tausche die Essenz eines 1-Sterne-Haustiers gegen die Essenz eines 2-Sterne-Haustiers.
zts3341e	(Täglich) Haustier-Essenz-Tausch (2 Sterne)
zts3342e	Tausche die Essenz eines 2-Sterne-Haustiers gegen die Essenz eines 3-Sterne-Haustiers.
zts3343e	(Täglich) Haustier-Essenz-Tausch (3 Sterne)
zts3344e	Tausche die Essenz eines 3-Sterne-Haustiers gegen die Essenz eines 4-Sterne-Haustiers.
zts3345e	(Täglich) Vorrat an filetiertem Fisch
zts3346e	Bringe Lucy filetierten Fisch.
zts3347e	(Täglich) Übung macht den Meister
zts3348e	Versuche Tiere zu zähmen, um in Übung zu bleiben.
zts3349e	Der harte Weg zum Profitrainer 7
zts3350e	Erhöhe das Trainingslevel eines 5-Sterne-Haustiers auf 50.
