zts1e	Entraînement pour aventurier novice
zts3101e	Retourne parler au quartier-maître Marto.
zts3102e	Apporte le dratanium à Marto.
zts3103e	Chaos dans le Ranch des dragons
zts3104e	Emprunte la Gorge marine pour rejoindre le Ranch des dragons.
zts3105e	Protège le Ranch des dragons contre les hordes de monstres.
zts3106e	Enrico a besoin de ton aide, de toute urgence. Va le trouver.
zts3107e	Les soldats disparus
zts3108e	Sauve les recrues disparues.
zts3109e	Élimine les monstres des environs.
zts3110e	Protège les recrues.
zts3111e	Tu as sauvé les recrues. Va maintenant informer le capitaine.
zts3112e	Le conseil se rassemble
zts3113e	Participe aux discussions convoquées à la hâte.
zts3114e	De nouvelles armes pour le Repos du dragon
zts3115e	Demande à Aéline quels matériaux tu dois collecter.
zts3116e	Apporte les matériaux à Aéline.
zts3117e	Rends-toi dans l'Antre draconique ancestral et collecte du souffle de dragon et des cristaux draconiques.
zts3118e	Apporte à Aéline les matériaux de l'Antre draconique ancestral.
zts3119e	L'attaque du convoi
zts3120e	Le quartier-maître Marto te cherche. Va le trouver.
zts3121e	Va parler à Pavio, le délégué aux transports, pour en savoir plus.
zts3122e	Protège le convoi dans la Gorge des pierrailles.
zts3123e	C'est fait ! Retourne maintenant en ville.
zts3124e	Les arme volées
zts3125e	Le capitaine a encore besoin de ton aide. Va le trouver.
zts3126e	Utilise l'appareil de localisation d'Aéline pour retrouver les armes volées.
zts3127e	L'appareil de localisation te mène jusqu'à la Grotte draconique.
zts3128e	L'appareil de localisation te mène jusqu'à la Grotte draconique.
zts3129e	Élimine les monstres qui se mettent en travers de ta route.
zts3130e	C'est fait ! Rends-toi maintenant à l'endroit suivant !
zts3131e	Des draconiens à l'allure étrange surveillent la caisse. Règle-leur leur compte.
zts3132e	Examine la caisse en détail.
zts3133e	Apporte les armes de la caisse à Aéline.
zts3134e	Comme une ombre dans la nuit
zts3135e	Va parler de l'espionne au capitaine.
zts3136e	Réduire le troupeau
zts3137e	Va parler à Émilie Fruiti.
zts3138e	Rends-toi dans le Ranch des dragons.
zts3139e	Élimine les monstres et les tricératops maléfiques qui attaquent le troupeau.
zts3140e	Tu as éliminé les monstres et les tricératops maléfiques. Retourne maintenant auprès d'Émilie.
zts3141e	Va demander au capitaine ce que les espions ont découvert.
zts3142e	Fouiller la ville
zts3143e	Fouille les endroits que le capitaine a mentionnés.
zts3144e	Fouille les endroits que le capitaine a mentionnés.
zts3145e	Fouille l'endroit suivant.
zts3146e	Tu as trouvé un passage secret. C'est sans doute là que se cachent les traîtres.
zts3147e	Les machinations obscures des drakovs
zts3148e	Élimine les derniers membres des drakovs en compagnie des soldats.
zts3149e	Un nouvel assaut se prépare
zts3150e	Participe à la réunion.
zts3151e	Un nouvel appareil de localisation
zts3152e	Collecte les matériaux pour un appareil de localisation capable de dénicher le dragon givré et le dragon zombie.
zts3153e	Collecte les matériaux pour un appareil de localisation capable de dénicher le dragon zombie.
zts3154e	Apporte les matériaux à Aéline.
zts3155e	La grotte du dragon zombie
zts3156e	Rends-toi à l'endroit indiqué par l'appareil de localisation.
zts3157e	On dirait qu'il s'agit de la grotte du dragon zombie. Cherche le dragon à l'intérieur.
zts3158e	Cave des horreurs
zts3159e	Il te faut une potion pour résister au poison du dragon zombie.
zts3160e	Potion antipoison puissante
zts3161e	Procure-toi les matériaux pour la potion antipoison.
zts3162e	Apporte les matériaux à Aéline.
zts3163e	La fin du dragon zombie
zts3164e	Élimine le dragon zombie. Retourne ensuite voir Aéline.
zts3165e	Collecte les matériaux pour un appareil de localisation capable de dénicher le dragon givré.
zts3166e	La grotte du dragon givré
zts3167e	Rends-toi à l'endroit indiqué par l'appareil de localisation.
zts3168e	Le mauvais endroit
zts3169e	Rejoins la grotte du dragon givré.
zts3170e	La fin du dragon givré
zts3171e	Élimine le dragon givré. Retourne ensuite voir Aéline.
zts3172e	Le calme avant la tempête
zts3173e	Trouve-toi quelque chose à faire avant l'attaque.
zts3174e	Matériel pour la défense
zts3175e	Récupère des matériaux pour renforcer les positions défensives.
zts3176e	On ne se bat pas le ventre vide
zts3177e	Récupère des aliments pour les soldats.
zts3178e	Demande à Aéline où elle en est avec les armes.
zts3179e	L'attaque
zts3180e	Défends la ville face à l'armée d'Asgobas.
zts3181e	Renseigne-toi sur l'ampleur des dégâts auprès du capitaine.
zts3182e	Les conséquences de l'assaut
zts3183e	Aéline aimerait te parler. Va la trouver.
zts3184e	Conclusion
zts3185e	Une nouvelle source d'énergie
zts3186e	Demande à Aéline de quels matériaux elle a besoin.
zts3187e	Apporte tous les matériaux nécessaires à Aéline.
zts3188e	Apporte à Aéline les matériaux pour le système de refroidissement.
zts3189e	Potions plus puissantes
zts3190e	Demande à l'alchimiste draconien de quels matériaux il a besoin.
zts3191e	Apporte les matériaux nécessaires à l'alchimiste draconien.
zts3192e	Cherche quelqu'un sur qui tester la nouvelle potion.
zts3193e	Administre le nouveau remède au blessé.
zts3194e	Renseigne-toi sur l'efficacité de la potion auprès du capitaine.
zts3195e	Récupère des matériaux pour permettre de fabriquer plus de potions.
zts3196e	Fanatiques religieux
zts3197e	Renseigne-toi sur l'emplacement des armes volées auprès du quartier-maître.
zts3198e	Va dans la Grotte draconique pour y chercher les armes volées.
zts3199e	Élimine les derniers membres des drakovs qui ont volé les armes.
zts3200e	Fais ton rapport au capitaine.
zts3201e	Rends-toi à l'endroit où les derniers membres des drakovs se réunissent.
zts3202e	Élimine les derniers membres des drakovs.
zts3203e	Apporte à Aéline les matériaux pour le nouveau type d'alliage.
zts3204e	Renseigne-toi au sujet du matériel réfractaire auprès de l'alchimiste draconien.
zts3205e	Informe Aéline de ce que tu as appris au sujet du matériel réfractaire.
zts3206e	Récupère le matériel réfractaire.
zts3207e	Dragon givré mort-vivant
zts3208e	Rends-toi au Donjon de glace et cherche les éclaireurs disparus.
zts3209e	Cherche le soldat disparu. Renseigne-toi sur son état de santé.
zts3210e	Élimine les monstres à proximité du Donjon de glace.
zts3211e	Va dans la cachette d'Alzanor, le dragon givré mort-vivant.
zts3212e	Élimine le dragon givré. Retourne ensuite auprès du capitaine.
zts3213e	Dragon zombie ressuscité
zts3214e	Explore la Grotte draconique.
zts3215e	Élimine les hordes de monstres dans la Grotte draconique.
zts3216e	Gêne les soldats drakovs et élimine-les.
zts3217e	Va dans la cachette de Valehir, le dragon zombie ressuscité.
zts3218e	Élimine le dragon zombie. Retourne ensuite auprès du capitaine.
zts3219e	Tricératops agressifs
zts3220e	Va prendre des nouvelles de la situation auprès d'Émilie Fruiti.
zts3221e	Rends-toi dans le Ranch des dragons.
zts3222e	Élimine les tricératops agressifs dans le Ranch des dragons.
zts3223e	Fais ton rapport à Émilie.
zts3224e	Sécuriser la voie de transport
zts3225e	Demande à Pavio ce qui se passe.
zts3226e	Rends-toi auprès du chemin qui traverse la gorge.
zts3227e	Élimine les monstres en traversant la gorge.
zts3228e	Explique à Pavio que la voie de transport est désormais sûre.
zts3229e	Les derniers drakovs
zts3230e	Élimine les derniers membres des drakovs.
zts3231e	Battre le draconium tant qu'il est chaud
zts3232e	Procure du draconium à Aéline.
zts3233e	Pénurie alimentaire
zts3234e	Récupère de la nourriture pour les soldats.
zts3235e	Pénurie de minéraux
zts3236e	Élimine les monstres en traversant la gorge.
zts3237e	Le maintien de l'ordre public
zts3238e	Élimine les monstres dangereux.
zts3239e	Fais ton rapport au capitaine.
zts3240e	Voie de transport dangereuse
zts3241e	Protège le convoi.
zts3242e	Retourne voir Pavio et récupère ta récompense.
zts3243e	Réapprovisionnement en potions antipoison
zts3244e	Récupère les matériaux pour les potions antipoison.
zts3245e	Apporte les matériaux à l'alchimiste draconien.
zts3246e	Réapprovisionnement en potions antifroid
zts3247e	Récupère les matériaux pour les potions antifroid.
zts3248e	Entraînement des recrues
zts3249e	Entraîne les nouvelles recrues.
zts3250e	Crise dans le Ranch des dragons
zts3251e	Protège le Ranch des dragons face aux monstres.
zts3252e	Indique à Émilie que le ranch est à nouveau sûr.
zts3253e	Un froid sans fin
zts3254e	Élimine Alzanor, le dragon givré ressuscité.
zts3255e	Élimine Valehir, le dragon zombie ressuscité.
zts3256e	Source d'énergie instable
zts3257e	Récupère les matériaux pour la nouvelle source d'énergie.
zts3258e	Rends-toi dans la Grotte draconique qui s'affiche sur l'appareil de localisation.
zts3259e	Élimine le dragon zombie. Retourne ensuite voir Aéline.
zts3260e	Armes instables
zts3261e	Apporte des matériaux d'amélioration des armes.
zts3262e	Attends qu'Aéline ait fini.
zts3263e	À la recherche des aspirants
zts3264e	Les armes sont terminées. Maintenant, il ne me reste plus qu'à trouver les aspirants.
zts3265e	Les besognes restantes
zts3266e	Élimine les monstres dans le Ranch des dragons.
zts3267e	Les besognes restantes 2
zts3268e	Récupère les marchandises que les gremlins ont volées.
zts3269e	C'est fait ! Retourne auprès de Shania.
zts3270e	Puissance de Shania
zts3271e	Va affronter Shania, dans le Ranch des dragons.
zts3272e	L'adjoint
zts3273e	Va demander des informations au capitaine Enrico.
zts3274e	Le maitre caché
zts3275e	Va trouver l'aspirant censé se servir des bras robotisés.
zts3276e	Une machine compliquée
zts3277e	Va chercher les matériaux requis.
zts3278e	Apporte les matériaux à Aéline.
zts3279e	Il faut que j'affronte Aéline.
zts3280e	Les aspirants kidnappés
zts3281e	Les aspirants se sont fait enlever ! Va trouver le capitaine.
zts3282e	Rends-toi à l'endroit où les aspirants se sont fait enlever.
zts3283e	Élimine tous les ennemis que tu y trouveras.
zts3284e	Les aspirants kidnappés sont sains et saufs. Je ferais bien de retourner en ville.
zts3285e	L'arme terminée
zts3286e	Les bras robotisés sont terminés. Il faut que je retourne dans le laboratoire d'Aéline.
zts3287e	Une arme dévastatrice
zts3288e	Rejoins le Lac glacé pour y combattre Aldo.
zts3289e	L'apprenti tireur
zts3290e	Rejoins le site d'entrainement de Gail.
zts3291e	Il faut que j'affronte Gail.
zts3292e	Retourne en ville avec Gail.
zts3293e	Entrainement dangereux
zts3294e	Va trouver le capitaine Enrico.
zts3295e	Prends la route du canyon où est situé le site d'entrainement.
zts3296e	Une fin tragique
zts3297e	Les aspirants ont été blessés pendant l'assaut des drakovs. Je dois aller les sauver !
zts3298e	Vengeance sanglante
zts3299e	Élimine les derniers drakovs.
zts3300e	Retourne auprès du capitaine pour faire ton rapport.
zts3301e	Les résultats des recherches
zts3302e	Retourne auprès d'Aéline pour voir si elle a trouvé une solution.
zts3303e	Apporte à Aéline les matériaux pour le nouvel appareil.
zts3304e	Les âmes des aspirants
zts3305e	Patiente un peu, le temps qu'Aéline finisse.
zts3306e	Ta carte de spécialiste renferme l'âme de l'aspirant. Elle fait partie de toi à présent.
zts3307e	Bénédiction de l'âme
zts3308e	Aéline affirme qu'il faut améliorer la bénédiction de l'âme pour renforcer l'arme. Apporte les matériaux requis à Aéline.
zts3309e	La bénédiction de l'âme renferme un grand pouvoir.
zts3310e	Apporte les matériaux à Aéline.
zts3311e	Un lapin bizarre
zts3312e	Écoute l'histoire de Lucie.
zts3313e	À la recherche du monstre inconnu
zts3314e	Rejoins le Mont Krem ouest.
zts3315e	Pose des questions au sujet du monstre géant.
zts3316e	Renseigne-toi sur les rumeurs concernant le guerpard géant.
zts3317e	Rejoins le Mont Krem est et cherche des indices.
zts3318e	La caverne du monstre
zts3319e	Entre dans la grotte où se cache le monstre.
zts3320e	Le monstre s'est enfui ! Vite, rattrapons-le !
zts3321e	Devenir dresseur animalier
zts3322e	Tu as vaincu le monstre. Retourne à NosVille pour récupérer ta récompense.
zts3323e	Apprends à améliorer des familiers.
zts3324e	Essaye toi-même.
zts3325e	La voie ardue du dresseur pro
zts3326e	Apprivoise des familiers à 1 étoile.
zts3327e	Montre le familier apprivoisé à Lucie.
zts3328e	La voie ardue du dresseur pro 2
zts3329e	Apprivoise des familiers à 2 étoiles.
zts3330e	La voie ardue du dresseur pro 3
zts3331e	Fais passer le niveau de dressage d'un familier à 1 étoile à 10.
zts3332e	Va voir Lucie.
zts3333e	La voie ardue du dresseur pro 4
zts3334e	Fais passer le niveau de dressage d'un familier à 2 étoiles à 20.
zts3335e	La voie ardue du dresseur pro 5
zts3336e	Fais passer le niveau de dressage d'un familier à 3 étoiles à 30.
zts3337e	La voie ardue du dresseur pro 6
zts3338e	Fais passer le niveau de dressage d'un familier à 4 étoiles à 40.
zts3339e	(Quotidien) Échange d'essence de familier (1 étoile)
zts3340e	Échange l'essence d'un familier à 1 étoile contre l'essence d'un familier à 2 étoiles.
zts3341e	(Quotidien) Échange d'essence de familier (2 étoiles)
zts3342e	Échange l'essence d'un familier à 2 étoiles contre l'essence d'un familier à 3 étoiles.
zts3343e	(Quotidien) Échange d'essence de familier (3 étoiles)
zts3344e	Échange l'essence d'un familier à 3 étoiles contre l'essence d'un familier à 4 étoiles.
zts3345e	(Quotidien) Stock de poisson en filet
zts3346e	Apporte du poisson en filet à Lucie.
zts3347e	(Quotidien) C'est en forgeant qu'on devient forgeron
zts3348e	Essaye d'apprivoiser des animaux pour ne pas perdre la main.
zts3349e	La voie ardue du dresseur pro 7
zts3350e	Fais passer à 50 le niveau de dressage d'un familier à 5 étoiles.
zts3351e	La voie ardue du dresseur pro 8
zts3352e	Fais passer à 60 le niveau de dressage d'un familier à 6 étoiles.
zts3353e	Va parler à Théodor Topp après avoir terminé 1 fois le raid du roi poulet.
zts3354e	Termine 1 fois le raid de la mère Cuby.
zts3355e	Termine 1 fois le raid du ginseng.
zts3356e	Termine 1 fois le raid de Castra obscur.
zts3357e	Réussis 2 fois le raid de la bande des voleurs.
zts3358e	Réussis 1 fois le raid de Fafnir.
zts3359e	Réussis 2 fois le raid de Fafnir.
zts3360e	Sur le front
zts3361e	La Prairie des mines ouest est assaillie. Allons-y de ce pas !
zts3362e	Évaluer la situation
zts3363e	Va trouver un responsable et questionne-le sur la situation actuelle.
zts3364e	L'attaque sur la route de l'assaut
zts3365e	Élimine les adversaires.
zts3366e	Élimine tous les ennemis des environs.
zts3367e	Élimine tous les ennemis sur la route de l'assaut.
zts3368e	Retraite tactique
zts3369e	C'est bon. Et maintenant, on bat vite en retraite avant la controffensive.
zts3370e	Fais ton rapport au capitaine.
zts3371e	Langue étrange
zts3372e	Va trouver Aéline, au Repos du dragon.
zts3373e	Récupère des matériaux pour la machine à traduire.
zts3374e	Langue étrange
zts3375e	Retourne sur le front avec la machine à traduire.
zts3376e	Essaye de parler avec un Mullan.
zts3377e	Les rebelles emprisonnés
zts3378e	Va au dernier endroit où les rebelles ont été signalés.
zts3379e	Sauve les rebelles.
zts3380e	Apparemment, ils ont déjà été emmenés ailleurs. Suis-les.
