zts1e	새로운아이템
zts19678e	마법 재규어가 들어있는 상자[n][주의사항][n]마법 재규어를 상자에서 꺼내면 더 이상 거래할 수 없습니다.[n]
zts19679e	아이템 사용시 마법 재규어 라이더로 변신한다.[n]라이더로 변신할 경우 이동속도가 빨라진다.[n]변신 중 아이템을 사용하면 변신이 해제된다.[n]사용 레벨 제한이 없다.[n][라이더 특징][n]기본 이동속도 20[n]사막 및 불타는검 지역 이동속도 +2[n]프로즌 크라운 지역 이동속도 +3[n][라이더 부스터 사용 시][n]4레벨 이하 모든 나쁜 효과를 없애준다.[n]이동속도 +4[n]지속시간 +2[n]라이더 부스터 종료 후, 15% 확률로 [은밀한 움직임] 효과가 발생된다.[n]
zts19680e	2018년 설날 랜덤박스(HK)
zts19681e	정령왕의정수 1개[n]페르논의알 1개[n]블랙드래곤의그림자날개 1개[n]골드드래곤의금빛날개 1개[n]마법드래곤상자 1개[n]마법유니콘상자(화이트) 1개[n]아이스아울구슬 1개[n]복쥐구슬 1개[n]쿨비치코스튬모자(영구) 1개[n]쿨비치코스튬의상(영구) 1개[n]큰귀여우코스튬박스 1개[n]프로엘리먼트박스(홍콩) 1개[n]세뱃돈봉투 1개[n]파트너스킬랭크선택초기화권 1개[n]장비보호스크롤 3개[n]상급카드보호스크롤 3개[n]하급카드보호스크롤 3개[n]안셀로안의축복 5개[n]수호신의축복 10개[n]
zts19682e	마법 재규어 랜덤박스(HK)
zts19683e	마법 재규어 박스 1개[n]스팀펑크거대칼날(영구) 1개[n]스팀펑크태엽활(영구) 1개[n]스팀펑크톱니지팡이(영구) 1개[n]아얌(영구) 1개[n]분홍색한복(영구) 1개[n]호건(영구) 1개[n]진달래한복(영구) 1개[n]마법융단상자 1개[n]마법스쿠터상자 1개[n]마법 지프 상자(옐로우) 1개[n]페르논의저주부적 1개[n]신화용지름신의축복부적 1개[n]지름신의축복부적 1개[n]장비보호스크롤 3개[n]상급카드보호스크롤 2개[n]하급카드보호스크롤 3개[n]안셀로안의축복 4개[n]수호신의축복 6개[n]
zts19684e	마법 재규어 랜덤박스(TH)
zts19685e	마법 재규어 1개[n]신화용 레어상승부적 1개[n]신화용 지름신의 축복 부적 1개[n]페르논의 축복 부적 1개[n]페르논의 저주 부적 1개[n]대자연의 참 패키지 1개[n]장비 보호 스크롤 2개[n]상급 카드 보호스크롤 7개[n]하급 카드 보호스크롤 7개[n]향긋한 향수 30개[n]로펠로 은행 특별우대 메달(10일) 3개[n]로펠로 은행 특별우대 메달(30일) 1개[n]로펠로 은행 직불카드 20개[n]
zts19686e	서늘한 보물상자
zts19687e	다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][아이템 목록][n]마법 재규어 상자 1개[n]하이퍼 머시너리 윙 1개[n]요정의 날개 1개[n]블랙드래곤의 그림자 날개 1개[n]골드드래곤의 금빛 날개 1개[n]마법 본 드래곤 상자 1개[n]드라이어드 로라 카드 1개[n]천사장 루시펠 카드 1개[n]어릿광대 미누 카드 1개[n]프리미엄 메달(30일) 1개[n]성별변경 마법램프 1개[n]고양이 분양 상자 1개[n]레어 버블버블 염색약 1개[n]코스튬 외형 변경권 2개[n]파트너 스킬랭크 선택 초기화권 2개[n]안셀로안의 축복 5개[n]대자연의 참 패키지 3개[n]파트너 스킬랭크 전체 초기화권 5개[n]큰 스페셜 충전제 99개[n]실로안의 샘물 99개[n]
zts19688e	알쏭달쏭 코스튬 모자 랜덤상자
zts19689e	노스테일SE 특별 코스튬 모자 랜덤상자![n]모든 코스튬 모자(영구)가 포함되어 있으며,[n]동일한 확률로 한가지를 얻을 수 있다.[n]어떤 것이 나올까?[n]
zts19690e	방한 코스튬 모자(30일)
zts19691e	착용 시 방한 코스튬 모자를 쓴다.[n]착용시부터 사용기간이 적용된다.[n][착용 효과][n]물속성 기운에 대한 저항이 5 증가한다.[n]불속성 기운이 5만큼 증가한다.[n][방어 시 효과][n]3%확률로 [기절]를 발생시킨다.[n]
zts19692e	방한 코스튬 모자(영구)
zts19693e	착용 시 방한 코스튬 모자를 쓴다.[n][착용 효과][n]물속성 기운에 대한 저항이 5 증가한다.[n]불속성 기운이 5만큼 증가한다.[n][방어 시 효과][n]3%확률로 [기절]를 발생시킨다.[n]
zts19694e	롱패딩 코스튬 의상(30일)
zts19695e	착용 시 의상이 롱패딩 코스튬 의상으로 바뀐다.[n]착용시부터 사용기간이 적용된다.[n][착용 효과][n]물속성 기운에 대한 저항이 10 증가한다.[n][방어 시 효과][n]피격 시, 적에게 3%확률로 [결빙]를 발생시킨다.[n]
zts19696e	롱패딩 코스튬 의상(영구)
zts19697e	착용 시 의상이 롱패딩 코스튬 의상으로 바뀐다.[n][착용 효과][n]물속성 기운에 대한 저항이 10 증가한다.[n][방어 시 효과][n]피격 시, 적에게 3%확률로 [결빙]를 발생시킨다.[n]
zts19698e	모험가의 배낭(영구)
zts19699e	사용 시, 영구적으로 다음 기능이 부여된다.[n]장비, 주요, 기타 인벤토리의 슬롯이 최대로 확장된다.[n]
zts19700e	파트너의 배낭(영구)
zts19701e	사용 시, 영구적으로 파트너를 통해 범용 인벤토리 50칸을[n]추가로 사용할 수 있다.[n]
zts19702e	펫의 배달바구니(영구)
zts19703e	사용 시, 영구적으로 펫을 이용해 언제 어디서나 창고를 열 수 있다.[n]펫 사망시 사용할 수 없다.[n]미니랜드에 창고 미설치시 사용할 수 없다.[n]
zts19704e	신비한 에레니아의 메달(30일)
zts19705e	사용시 30일간 다음 기능이 부여된다.[n][효과][n]전투경험치 획득량이 15% 상승한다.[n]직업경험치 획득량이 15% 상승한다.[n]펫과 파트너의 획득경험치가 15% 상승한다.[n](모험가의 메달과 같이 사용시 30% 상승)[n]골드 획득량이 20% 상승한다.[n]명성 획득량이 20% 상승한다.[n]
zts19706e	신비한 모험가의 메달(30일)
zts19707e	사용시 30일간 다음 기능이 부여된다.[n][효과][n]전투경험치 획득량이 15% 상승한다.[n]직업경험치 획득량이 15% 상승한다.[n]펫과 파트너의 획득경험치가 15% 상승한다.[n](에레니아의 메달과 같이 사용시 30% 상승)[n]
zts19708e	사용시 10일간 다음 기능이 부여된다.[n]장비, 주요, 기타 인벤토리의 보유량이 최대로 증가한다.[n]
zts19709e	사용시 30일간 다음 기능이 부여된다.[n]장비, 주요, 기타 인벤토리의 보유량이 최대로 증가한다.[n]
zts19710e	사용시 60일간 다음 기능이 부여된다.[n]장비, 주요, 기타 인벤토리의 보유량이 최대로 증가한다.[n]
zts19711e	사용 시, 영구적으로 다음 기능이 부여된다.[n]장비, 주요, 기타 인벤토리의 보유량이 최대로 증가한다.[n]
zts19712e	겨울 코스튬 랜덤박스(HK)
zts19713e	겨울 코스튬이 들어있는 랜덤박스[n]상자를 열면 다음 중 한가지 아이템을 얻을 수 있다.[n][아이템 목록][n]방한 코스튬 모자(영구) 1개[n]롱패딩 코스튬 의상(영구) 1개[n]방한 코스튬 모자(30일) 1개[n]롱패딩 코스튬 의상(30일) 1개[n]프레이아의 열쇠 1개[n]래그너 롤로의 열쇠 1개[n]에르디미엔의 열쇠 1개[n]인형술사 칼리 카드 1개[n]마법 유니콘 상자(핑크) 1개[n]마법 지프 상자(레드) 1개[n]스페셜 카드 캐리어 1개[n]화려한 스페셜 카드 캐리어 1개[n]파트너 스페셜카드 캐리어 1개[n]장비 보호 스크롤 3개[n]상급 카드 보호스크롤 2개[n]하급 카드 보호스크롤 3개[n]안셀로안의 축복 4개[n]수호신의 축복 6개[n]천사의 날개 99개[n]
zts19714e	화이트 윈터 랜덤박스(TH)
zts19715e	따듯한 패딩을 입어보자~[n]상자를 열면 다음 중 한가지 아이템을 얻을 수 있다.[n][아이템 목록][n]롱패팅 코스튬 의상 (영구) 1개[n]방한 코스튬 모자(영구) 1개[n]롱패팅 코스튬 의상 (30일) 1개[n]방한 코스튬 모자(30일) 1개[n]신화용 레어상승부적 1개[n]신화용 지름신의 축복 부적 1개[n]파트너의 배낭 (영구) 1개[n]펫의 배달바구니 (영구) 1개[n]투블럭 리젠트 헤어 왁스 1개[n]히메컷 헤어 왁스 1개[n]레어 버블버블 염색약 2개[n]장비 보호 스크롤 2개[n]상급 카드 보호스크롤 7개[n]하급 카드 보호스크롤 7개[n]향긋한 향수 30개[n]
zts19716e	마법 본 드래곤 상자(사용안함)
zts19717e	마법 재규어 상자(사용안함)
zts19718e	착용 시 의상이 롱패딩 코스튬 의상으로 바뀐다.[n]착용시부터 사용기간이 적용된다.[n][착용 효과][n]물속성 기운에 대한 저항이 10 증가한다.[n][방어 시 효과][n]3%확률로 [결빙]를 발생시킨다.[n]
zts19719e	착용 시 의상이 롱패딩 코스튬 의상으로 바뀐다.[n][착용 효과][n]물속성 기운에 대한 저항이 10 증가한다.[n][방어 시 효과][n]3%확률로 [결빙]를 발생시킨다.[n]
zts19720e	황금빛 설날 보물상자
zts19721e	설날 명절을 맞이하여, 노스테일 가족 여러분들께 감사의 뜻을 전하기 위한 선물상자.[n]상자를 열면 다음 중 한가지 아이템을 획득 할 수 있다.[n][아이템 목록][n]파프니르의 뿔 피리 1개[n]엘카임의 정수 1개[n]라디네의 정수 1개[n]루미니엘의 정수 1개[n]테라미크의 정수 1개[n]샐라임의 정수 1개[n]운디네의 정수 1개[n]에페리얼의 정수 1개[n]튜리크의 정수 1개[n]프리미엄 메달(30일)(이벤트) 1개[n]파워셀러 메달(30일)(이벤트) 1개[n]로펠로 은행 특별우대 메달(30일) 1개[n]레어 버블버블 염색약 1개[n]코스튬 외형 변경권 1개[n]파트너 스킬랭크 선택 초기화권 1개[n]안셀로안의 축복(이벤트용) 1개[n]대자연의 참 패키지 1개[n]큰 스페셜 충전제(이벤트) 5개[n]실로안의 샘물(이벤트) 5개[n]
zts19722e	꽁꽁꽁 보물상자
zts19723e	손이 꽁꽁꽁~[n]발이 꽁꽁꽁~[n]추운 겨울을 따듯하게 보내기 위한, 따듯한 패딩을 입어보자![n]상자를 열면 다음 중 한가지 아이템을 얻을 수 있다.[n][아이템 목록][n]방한 코스튬 모자(영구) 1개[n]롱패딩 코스튬 의상(영구) 1개[n]방한 코스튬 모자(30일) 1개[n]롱패딩 코스튬 의상(30일) 1개[n]스페셜 웨딩 패키지 1개[n]마법 스노우보드 상자 1개[n]마법 스키 상자 1개[n]하이퍼 머시너리 윙 1개[n]요정의 날개 1개[n]블랙 드래곤의 그림자 날개 1개[n]골드 드래곤의 금빛 날개 1개[n]프리미엄 메달(30일) 1개[n]장비 보호 스크롤 10개[n]대자연의 참 패키지 3개[n]안셀로안의 축복 5개[n]파트너 스킬랭크 선택 초기화권 2개[n]파트너 스킬랭크 전체 초기화권 5개[n]레어 버블버블 염색약 1개[n]큰 스페셜 충전제 99개[n]실로안의 샘물 99개[n]
zts19724e	신비한 에레니아의 메달(30일)(사용안함)
zts19725e	신비한 모험가의 메달(30일)(사용안함)
zts19726e	만우절 폭탄헤어(1일)
zts19727e	용기사 코스튬 의상(30일)
zts19728e	드래곤의 뼈로 만든 갑주.[n]보기보다 매우 가벼워 활동하기 편하다.[n]착용 시 의상이 용기사 코스튬 의상으로 바뀐다.[n]착용시부터 사용기간이 적용된다.[n]
zts19729e	용기사 코스튬 의상(영구)
zts19730e	드래곤의 뼈로 만든 갑주.[n]보기보다 매우 가벼워 활동하기 편하다.[n]착용 시 의상이 용기사 코스튬 의상으로 바뀐다.[n]
zts19731e	초보자용 라이더 스크롤
zts19732e	다양한 라이더로 변신할 수 있는 아이템.[n]아이템을 사용하면 마법 스쿠터, 마법 융단[n]마법 백호, 마법 스키, 마법 스노우보드[n]마법 바이크 중 하나의 라이더로 변신할 수 있다.[n][라이더 특징][n]기본 이동속도 17[n][라이더 부스터 사용 시][n]이동속도 +2[n]지속시간 +3[n][변신해제 방법][n]라이더 변신 상태에서 초보자용 라이더 스크롤을[n]다시 사용하면 변신이 해제된다.[n]변신 상태에서 사망하거나 접속을[n]해제해도 변신이 해제된다.[n][주의사항][n]70레벨 미만의 플레이어만 사용이 가능하다.[n]횟수 제한 없이 사용 가능하다.[n]드롭/거래/판매 금지[n]
zts19733e	복귀 지원 선물상자(ORG)
zts19734e	험난한 모험을 즐겼던 당신, 노스테일 세계로 돌아오신 것을 환영합니다.[n]모험가들의 복귀를 축하하기 위해 준비한 상자.[n]우리는 당신을 잊지 않았습니다.[n]
zts19735e	화려한 복귀 지원 선물상자(ORG)
zts19736e	험난한 모험을 즐겼던 당신, 노스테일 세계로 돌아오신 것을 환영합니다.[n]숙련된 모험가들의 복귀를 축하하기 위해 준비한 상자.[n]우리는 당신을 잊지 않았습니다.[n]
zts19737e	복귀 지원 선물상자(TH)
zts19738e	화려한 복귀 지원 선물상자(TH)
zts19739e	용기사 랜덤박스(HK)
zts19740e	다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][아이템 목록][n]용기사 코스튬 의상(영구) 1개[n]갈색 파마 사자 모자(영구) 1개[n]황금 사자 모자(영구) 1개[n]갈색 파마 사자 옷(영구) 1개[n]황금 사자 옷(영구) 1개[n]스위트 래빗 코스튬 세트(영구) 1개[n]러블리 래빗 코스튬 세트(영구) 1개[n]파이어스톰 구슬 1개[n]세라핌 알 1개[n]킹꼬닭 주니어 알 1개[n]파트너 슬롯 확장구슬 1개[n]파트너 스킬랭크 선택 초기화권 1개[n]포인트 초기화 물약 1개[n]장비 보호 스크롤 3개[n]상급 카드 보호스크롤 2개[n]하급 카드 보호스크롤 3개[n]안셀로안의 축복 4개[n]도토리 40개[n]천사의 날개 99개[n]
zts19741e	제니퍼 랜덤박스(HK)
zts19742e	다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][아이템 목록][n]제니퍼의 열쇠 1개[n]어릿광대 미누 카드 1개[n]도깨비 청비 카드 1개[n]마법 오픈카 상자 1개[n]마법 지프 상자(옐로우) 1개[n]닌자 토리 구슬 1개[n]프로 엘리먼트 박스(홍콩) 1개[n]클래식 토리토리 의상(영구) 1개[n]클래식 토리토리 모자(영구) 1개[n]노스메이트 소환 마법서 1개[n]로펠로 은행 직불카드 1개[n]로펠로 은행 특별우대 메달(10일) 1개[n]장비 보호 스크롤 2개[n]상급 카드 보호스크롤 1개[n]하급 카드 보호스크롤 2개[n]향긋한 향수 3개[n]타로카드 팩 2개[n]안셀로안의 축복 2개[n]천사의 날개 45개[n]
zts19743e	용기사 랜덤박스(TH)
zts19744e	다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][아이템 목록][n]용기사 코스튬 의상(영구) 1개[n]용기사 코스튬 의상(30일) 1개[n]용기사 투구 1개[n]마법 본 드래곤 1개[n]신화용 레어상승부적 1개[n]신화용 지름신의 축복 부적 1개[n]영혼 부활석 1개[n]등급고정 해제 스크롤 2개[n]장비 보호 스크롤 2개[n]상급 카드 보호스크롤 7개[n]하급 카드 보호스크롤 7개[n]향긋한 향수 30개[n]보름달의 수정 99개[n]천사의 날개 99개[n]강력한 전체 회복제 99개[n]
zts19745e	용기사의 보물상자
zts19746e	다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][아이템 목록][n]용기사 코스튬 의상(영구) 1개[n]용기사 코스튬 의상(30일) 1개[n]블랙 드래곤의 그림자 날개 1개[n]희귀한 백호 코스튬(영구) 1개[n]요정의 날개 1개[n]하이퍼 머시너리 윙 1개[n]마법 재규어 상자 1개[n]카라반 코스튬 의상(영구) 1개[n]제니퍼의 열쇠 1개[n]골드드래곤의 금빛 날개 1개[n]화려한 스페셜 카드 캐리어 1개[n]파트너 스킬랭크 선택 초기화권 2개[n]프리미엄 메달(30일) 1개[n]장비 보호 스크롤 7개[n]코스튬 외형 변경권 2개[n]안셀로안의 축복 5개[n]파트너 스킬랭크 전체 초기화권 5개[n]대자연의 참 패키지 3개[n]큰 스페셜 충전제 99개[n]실로안의 샘물 99개[n]
zts19747e	프로즌 워리어 코스튬 모자(30일)
zts19748e	차가운 냉기가 흐르는 투구.[n]모든 것을 얼어붙게 할 것 같다.[n]착용 시 프로즌 워리어 코스튬 모자를 쓴다.[n]착용시부터 사용기간이 적용된다[n]
