zts1e	밀라노 장비상점 (사용)
zts15334e	제 것은 고가의 상품으로 세심하게 다뤄야합니다. 제가 얻은 정보에 의하면 케루스의 야영지와 가톤의 야영지. 그리고 사막도적단 소굴, 옛아스터사원 지하에 있는 사막도적단들이 가지고 있다고 합니다. 제게는 생계를 책임져야할 아이들과 아내가 있습니다. 제발요.
zts15335e	쉬고 계실 시간이 없습니다.
zts15336e	드디어 도착했군요. 저는 이제 파산을 면했습니다. 작지만 이것은 제 성의니 꼭 받아주십시오.
zts15337e	ACT5 불타는 검-무법지대에 대한 두려움
zts15338e	제 상품이 무법지대에서 발견되었다는 소문을 들었습니다. 아카무르상단에 의하면 제 상품들은 사막도적단이 훔쳐간 것으로 알고있습니다.
zts15339e	그런데 무법지대라니요? 혹시 무법지대에 있는 사람들이 사막도적단과 결탁하고 이런 일을 벌이고 있는 것이 아닐까요?
zts15340e	무법지대에 있는 제 상품들 중에 아내에게 선물할 자명종도 있습니다. 꼭 회수해주셔야 합니다. 그리고 그들의 책임자에게 제 대신 항의를 해주십시오. 칼잡이 벨몬이라는 남자가 책임자로 있는데 솔직히 생긴 것이 무서워서 제가 말하기가 힘듭니다.
zts15341e	보상은 충분히 해드릴테니까. 꼭 말씀해주십시오.
zts15342e	그러니까 우리 무법지대 주민들중 누군가가 상업지구의 상인들의 상품을 훔쳤다는 건가? 잘못 알고 있겠지.
zts15343e	믿을 수 없네. 무법지대의 주민들은 비록 가난하지만 항상 정직하게 살려고 하는 사람들이 많아. 무언가 다른 음모가 있을지도 모르네. 혹시 사막도적단에서 우리들에게 누명을 씌우고 데저트이글 시티와의 관계를 악화시키고 있을지도 모른다는 생각이 드는군.
zts15344e	사막도적단에 내가 아는 사람이 있네. 대리인 루샬딘이라는 자인데 오랜 친구일세. 그는 외부적으로 사막도적단의 대리인의 신분이니 주변의 사막도적단들을 처치하고 은밀하게 대리인 루샬딘과 만나서 현재 상황을 알아보도록 하게.
zts15345e	칼잡이 벨몬의 부탁으로 왔나?
zts15346e	칼잡이 벨몬은 오래전부터 친분을 유지해왔네. 그가 보냈다면 나도 자네에게 감추는 것 없이 이야기하겠네.
zts15347e	무법지대와 사막도적단과의 모종의 거래? 그런건 없네.
zts15348e	애초에 두목 이블라힘이 남을 믿는 성격도 아닌데다가 그가 그렇게 할 이유는 없지. 하지만 어떤 작전에 의해서 의도적으로 일어난 일이라면 이야기는 달라지네.
zts15349e	이번일에 대해서 잘 알고 있을만한 인물을 내가 아네. 두목 이블라힘에게 반기를 든 한 젊은 도적이 있지. 반역자 빌리라고 옛아스터사원 지하에 있는 감옥에 갇혀있네.
zts15350e	당신이 구해줄수도 없을뿐더러 나갈 생각도 없습니다. 어쩌겠습니까, 제 삶이 이런걸. 당신은 뭐 별다르겠습니까?
zts15351e	흥미롭군요. 그 말이 사실이라면 조금 아는게 있습니다.
zts15352e	무법지대에 대해서 조금 알고있습니다. 사막도적단의 옛두목이 은신해 있는 곳이지요? 이렇게 갇혀있는 몸이지만 다른 이들에게 정보를 전해달라는 부탁을 하곤했죠.
zts15353e	무법지대에 대한 사막도적단의 공작활동은 데저트이글 시티와 분쟁꺼리를 만들라는 내용이었을 겁니다. 그 작전에 부대장 쇼란이 관여하고 있었지요. 며칠전에 한 자명종을 손에 넣고 기뻐하는 모습도 본적이 있습니다. 부대장 쇼란은 이곳 옛아스터사원 지하 어딘가에 있을겁니다. 그는 그 자명종을 가지고 다니니까 되찾아보십시오.
zts15354e	부대장 쇼란에게서 이길 수 있겠습니까? 그는 꽤 능숙한 사람입니다.
zts15355e	의외군요. 그렇게 약한 몸으로 그를 처치하다니요.
zts15356e	조금 놀랐습니다. 그 능력이 이 정도일줄은 생각지도 못했다고나 할까.
zts15357e	이 자명종을 무법지대에 있을 칼잡이 벨몬님께 전해주십시오. 그리고 제가 쓴 밀서도 같이 전해주십시오.
zts15358e	제가 정보를 제공해서 그 자명종을 되찾을 수 있었지 않습니까? 그정도는 해주셔야 되지 않나요? 자, 이제 무법지대로 돌아가십시오.
zts15359e	어떻게 됐나? 무법지대에 대한 누명을 벗을 증거는 가져왔나?
zts15360e	그렇군. 역시 데저트이글 시티와 무법지대의 사이를 갈라놓을 작정으로 일을 꾸민 것이로군.
zts15361e	반역자 빌리가 보낸 밀서의 내용은 자네에게 알려줄 수 없네. 이해를 해주길 바라네.
zts15362e	자, 이제 이 자명종을 데저트이글 시티에 있는 델먼 밀로프씨에게 전해주게.
zts15363e	자네가 조사한 일들에 대해서 잘 설명해주게.
zts15364e	제 자명종은 제 상품들은 어떻게 됐습니까? 가져오셨습니까?
zts15365e	다행이군요. 사막도적단놈들이 무법지대에 누명을 씌울 작정으로 꾸민 일이라니 무섭네요.
zts15366e	어쨌든 자명종을 찾을 수 있게되어서 다행입니다. 제 아내가 화내지 않겠군요.
zts15367e	보상은 제가 아카무르상단에 지불할 의뢰비로 드리겠습니다.
zts15368e	ACT5 불타는 검-메인퀘스트
zts15369e	당신이로군요. 노스캠프 소속의 모험가인 [Pname]님이었던가요?
zts15370e	꽤 곤란한 상황이 발생했는데 마침 잘됐군요.
zts15371e	얼마 전에 아카무르상단에서 저희에게 정식으로 협조요청이 들어왔습니다.
zts15372e	당신은 아카무르상단에 대해서 잘 모르겠군요. 아카무르상단은 브룩힐드에서 남쪽에 있는 모르타즈사막을 거점으로 무역을 하는 국제무역상단입니다. 우리 노스캠프도 그들과 협조하고 있고 좋은 관계를 맺고 있죠. 그런 그들이 곤란한 상황에 처해져 있습니다.
zts15373e	어찌되었든 그들은 정식으로 협조요청을 했으니 저희로서는 거부할 수 없습니다. 앞으로도 좋은 관계를 유지하려면 어떻게든 그들을 도와야하죠.
zts15374e	일단 당신은 아카무르상단의 대리인에게 가서 그들을 도우십시오. 아카무르상단의 대리인은 항구쪽에 있습니다. 여기 협조승인에 관한 문서를 가져가십시오.
zts15375e	당신이 노스캠프의 대표로 오신 모험가로군요.
zts15376e	반갑습니다. 저는 아카무르상단의 대리인 진 하마딘이라고 합니다. 저를 찾아오셨다면 저희 아카무르상단에 협조를 위해서 파견되신분이라는 이야기겠지요? 이 협조문서라면 노스캠프도 당신의 파견을 허가했다는것이군요.
zts15377e	좋습니다. 저희 아카무르상단을 위해서 일해주실 예정이니 간단하게 설명을 해드리지요. 아카무르상단은 이번 상행을 마치고 본점인 데저트이글시티로 돌아가던 중에 습격을 당했습니다. 이번 사건의 해결을 위해서 저는 총행수이신 하마드 아카무르님의 명에 의해 이곳에 파견 되었습니다. 제가 말씀드릴 것은 아카무르상단이 습격당했다는 것과 아카무르상단은 아무것도 하지 못한다는 것. 이런 상황이라 협조요청을 하게 되었죠.
zts15378e	일단 세부적인 활동은 배를 타고 모르타즈 사막으로 가시면 시작될 것입니다. 당신이 해야할 일은 그곳에 도착하게되면 알게될 것입니다. 여기 소개장을 준비했습니다. 그곳에 있는 항구관리인 톰에게 보여주십시오.
zts15379e	노스캠프에서 파견된 모험가로군. 이곳에서는 당신이 얼마나 유명한지 어떤지는 관계없다는걸 알아둬. 이쪽에서는 유능한지 무능한지의 차이만 확인하면 될뿐이니까. 그러니까 쓸데없는 자존심은 접어두란 말이지. 그렇지 않으면 함께 일을 할 수 없으니까 말이야. 내 말에 납득했으면 설명을 시작하도록 하지.
zts15380e	지금 자네가 서있는 모르타즈항구는 현재 괴물들에게 포위되어있어. 자네가 가져온 소개장에는 자네를 최대한 빠르게 하마드 아카무르님을 접견하도록 부탁했네. 그리고 하마드 아카무르님께 전해드려야할 물건이 있네. 헌데 자네가 도착하기전에 약탈을 당했지. 애석하지만 이곳에서 탈취된 교역품들을 되찾아와주었으면 하네.
zts15381e	그 중에 특급 교역품이라는 것인데 그걸 찾게되면 내게 올 필요없이 사막을 건너서 아카무르상단 야영지에 계신 하마드 아카무르님께 전해드리게.
zts15382e	그게 자네에게 주어진 첫임무일세.
zts15383e	자네가 진 하마딘이 보내서 온 노스캠프의 모험가로군.
zts15384e	반갑네. 내가 아카무르상단의 총행수를 맡고 있는 하마드 아카무르일세. 그대를 파견해달라고 요청한 사람이 바로 나지.
zts15385e	긴장할 필요는 없네. 자네에 대한 소개장은 이미 받았으니까. 꽤 유능한 모험가라는 것은 이미 알고 있고 굳이 자네가 직접 자기소개를 하지 않아도 좋네.
zts15386e	일단 본론으로 들어가지. 현재 아카무르상단은 사막도적단이라고 불리는 자들에 의해서 데저트이글 시티로 돌아가지 못하고 있지. 그래서 자네에게 부탁할 것이 있네. 사막도적단과의 협상을 하고자하니 그대가 그 일을 마무리 지어주게. 관련된 일들을 전부 마무리되면 내가 직접 편지를 써줄테니 편지를 가지고 데저트이글 시티에 있는 아카무르상단 본점으로 가서 총단장이신 네피 아카무르님께 전해드리게.
zts15387e	총행수 하마드 아카무르님께서 보내신 분이 당신이로군요. 그분의 뜻은 잘 알았어요. 현재 우리 아카무르상단에 닥친 수많은 문제 중에 제일 큰 것이 바로 사막도적단에 대한 사건들이죠. 하지만 우리는 그들에 대해서 잘 모르고 있어요. 그들이 무엇을 원하는지 말이죠. 그래서 당신이 해주셔야할 것이 있어요. 사막도적단이 무엇을 노리고 있는지 확인해주세요.
zts15388e	그리고 그 임무를 무사히 마치시면 당신에게 부탁할 일이 있어요. 근래에 다른 모험가들이 수집한 찢겨진 쪽지에 대한 것인데요.
zts15389e	이번 임무가 끝나면 찢어진 쪽지를 가지고 아스터사원에 계신 대사제 엘라딘님께 전달해주세요.
zts15390e	자네가 가져온 것은 한 여행자가 쓴 일지의 일부이네.
zts15391e	우리 아스터사원은 현재 큰 위협에 처해있지. 그 원인은 바로 자네가 가져온 찢어진 쪽지의 주인인 여행자일세. 얼마전에 그 여행자는 아스터사원 지하를 견학하러 왔었네. 우리 아스터사원은 방문하는 모든 이들에게 견학을 할 수 있게 하는데 그 여행자가 아스터사원 지하성소로 내려간 이후로 폭발이 일어났고 그 여행자는 행방을 감췄네. 아스터사원은 그로 인해서 아스터사원 지하성소를 폐쇄했지.
zts15392e	자네가 아스터사원 지하성소를 조사하고자 한다면 아스터사원의 몇가지 일들을 해주었으면 하네. 그 일들이 끝나면 아카무르상단에 전해줄 요청서를 주도록할테니 일을 마친 뒤에 그 요청서를 가지고 아카무르상단 본점으로 돌아가서 네피 아카무르에게 전해주게.
zts15393e	아마도 자네가 앞으로 해야할 일들은 그 여행자를 쫓는 일이 될것같네. 이번 모르타즈사막 전역에 벌어진 일들이 그 수수께끼의 여행자와 연관이 있을 것같다는 생각이 드는군.
zts15394e	아스터사원에서는 저희 아카무르상단에 정식으로 여행자에 대한 조사를 요청했어요. 그리고 저희 아카무르상단에서도 꽤 많은 정보를 수집했는데요.
zts15395e	그 수수께끼의 여행자가 모르타즈 사막에서 벌어진 사건들의 중심에 있다는 정보가 들어왔어요. 그래서 아카무르상단에서도 수수께끼의 여행자에 대한 조사를 진행할 예정이에요. 여행자에 대한 추적을 해본 결과 트레져헌터본부에도 들렸다고 하네요.
zts15396e	지금 당장 트레져헌터 본부로 가셔서 여행자에 대한 조사를 해주세요. 여기 지원금도 가지고 가셔야해요. 요즘 트레져헌터 본부의 재정이 그리 좋지 않다고 들었거든요.
zts15397e	네피 아카무르가 아카무르상단 총단장이 되었구나. 몰랐네.
zts15398e	어쨌든 아카무르상단에서 원하는 것은 수수께끼의 여행자에 관련된 거지?
zts15399e	우리쪽에도 그 여행자가 방문했었어. 잊혀진 사원의 조사라던가 하는 문제때문에 왔거든. 솔직히 우리쪽에도 꽤나 많은 피해를 입혔거든, 그 수수께끼의 여행자.
zts15400e	그 사람덕분에 잊혀진 사원도 찾기는 했지만 행방불명된 우리쪽 조사대원들이 있어서...
zts15401e	어쨌든간에 아카무르상단에서 지원금도 받았고 최대한 협조해야겠지? 그러면 여기 협조문서를 가지고 잊혀진 사원에 있는 미콜 라본즈에게 가봐. 미콜 라본즈가 조사에 협조해줄거야.
