zts1e	New Item
zts3478e	Santa hat (30days)
zts3479e	Santa costume (1day)
zts3480e	Santa costume![n] Time is spent from equipping it first.[n][n]
zts3481e	Santa costume(7 days)
zts3482e	Santa costume(30 days)
zts3483e	Rudolph¡¯s antler
zts3484e	Outrageous Rudolph's antler[n] If you bring 3 'Giant Rudolph¡¯s antler' to Santa Claus, he will give you 'Santa¡¯s big gift box.' [n]Caution: It will be deleted when this event ends.[n][n]
zts3485e	Santa¡¯s little gift box
zts3486e	The gift box from Santa Claus. [n]By opening it, you can get cakes or Santa costume(1 day). [n]Caution: It will be deleted when this event ends.[n][n]
zts3487e	Santa¡¯s big gift box
zts3488e	The gift box from Santa Claus. [n]By opening it, you can get cakes, Christmas structures or Santa costume(7 days). [n]Caution: It will be deleted when this event ends.[n][n]
zts3489e	Santa¡¯s special gift box
zts3490e	The gift box from Santa Claus. [n]By opening it, you can get Santa costume and Santa hat(30 days). [n]Caution: It will be deleted when this event ends.[n][n]
zts3491e	Christmas voucher
zts3492e	Do good once in a day![n]If you help Santa Claus, you can get it once in a day.[n]Bring the collected vouchers to Santa Claus, he will give you a gift box.[n]6 Vouchers: The gift box with Christmas structure, some materials or Santa costume(7days)[n] 12 Vouchers: The gift box with Santa costume(30 days) and Santa hat(30days)[n]Caution: It will be deleted when the event ends. [n][n]
zts3493e	Good tasty Christmas cake[n]Recover HP/MP slowly with Nosmate within 3 cells.[n] Caution: It will be deleted when the event ends.[n][n]
zts3494e	Bead of Santa Bushtail EX
zts3495e	Christmas sock![n]If you bring 10 socks to Santa Claus, he will give a gift box to you.[n]Caution: It will be deleted when this event ends. [n][n]
zts3496e	The gift box from Santa Claus. [n]You can get one of firework, cake and Santa costume(1 day).[n]Caution: It will be deleted when this event ends.[n][n]
zts3497e	The gift box from Santa Claus. [n]You can get one of Christmas structures, firework, cake and Santa costume(7 days).[n]Caution: It will be deleted when this event ends.[n][n]
zts3498e	The gift box from Santa Claus. [n]You can get firework, cake and Santa costume(30 days).[n]Caution: It will be deleted when this event ends.[n][n]
zts3499e	Christmas firework
zts3500e	Christmas firework[n] Let off a firework to see beautiful lights![n][n]
zts3501e	Happy New Year firework
zts3502e	Happy New Year firework[n] Let off a firework to see beautiful lights![n][n]
zts3505e	Family event box A
zts3506e	Family event box[n] By opening it, you can get one among various items.[n][n]
zts3507e	Bead of Cow Bushtail
zts3508e	Merry Christmas Toy
zts3509e	Christmas Toy[n]You can see a fantastic effect work for Christmas.[n][n]
zts3510e	Happy New Year Toy
zts3511e	Happy New Year Toy[n]You can see a fantastic effect work for Happy New Year.[n][n]
zts3512e	Firework
zts3513e	Firework for event[n]By setting off the firework, you can see pretty fireworks.[n][n]
zts3514e	Christmas lucky box
zts3515e	Limited Christmas lucky box[n] You can get one of various items or Bead of Santa Tori EX.[n][n]
zts3516e	Do good once in a day![n]If you help Santa Claus, you can get it once in a day.[n]Bring the collected vouchers to Santa Claus, he will give you a gift box.[n]6 Vouchers: The gift box with Christmas structures, some materials and Santa costume(7days)[n] 12 Vouchers: The gift box with Santa costume(30 days) and Santa hat(30days)[n]Caution: It will be deleted when the event ends. [n][n]
zts3547e	Christmas package box B
zts3548e	Limited Christmas package item box.[n]You can get various Miniland structure items from it.[n][n]
zts3549e	Christmas event item A
zts3550e	Limited Christmas package item box.[n]You can get one item of various costumes, Bead of pets, and warehouse from it.[n][n]
zts3551e	Christmas Random box A
zts3552e	Limited Christmas treasure box[n]You can get one of various items from it.[n][The item you can obtain][n] Bead of Santa Bushtail EX [n] Bead of Aqua Bushtail [n] Bead of Bushtail[n]Bead for keeping the pet[n] Pet's delivery basket 10 days[n] 3 Best Pet Food[n]10 Pet Trainer[n]10 Pet Trainer with Diploma[n] Pet Name Tag[n][n]
zts3564e	Nice Santa hat![n]Duration starts since you equip it first.[n]All attack power +5%[n]Maximum MP +200[n]
zts3565e	Nice Santa costume![n]Duration starts since you equip it first.[n]All defense power +5%[n]Maximum HP +200[n]
zts3566e	Golden H(Event)
zts3567e	Golden alphabet.[n]If you bring the alphabets ¡°H,A,P,P,Y,N,E,W,Y,E,A,R¡± [n]to Eril Counter,[n] she will give you Happy New Year Golden box.[n]Caution: This item will be deleted when the event ends.[n][n]
zts3568e	Golden A(Event)
zts3569e	Golden P(Event)
zts3570e	Golden Y(Event)
zts3571e	White alphabet.[n]If you bring the alphabets ¡°N,E,W,Y,E,A,R¡± [n]to Eril Counter,[n] she will give you Happy New Year treasure box.[n]Caution: This item will be deleted when the event ends.[n][n]
zts3572e	E(Event)
zts3573e	W(Event)
zts3574e	Y(Event)
zts3575e	A(Event)
zts3576e	R(Event)
zts3577e	Happy New Year Golden box
zts3578e	Happy New Year Golden box[n]It has a very special treasure.[n]Caution: It will be deleted when the event ends.[n][n]
zts3579e	Happy New Year treasure box
zts3580e	Happy New Year treasure box[n]You can get one of various items.[n]Caution: It will be deleted when the event ends.[n][n]
zts3581e	Happy New Year box
zts3582e	Happy New Year box[n]You can get one of various items.[n][Items in the box][n]Bead of Cow Bushtail[n] Mysterious box B[n] Pet's delivery basket 60 days[n]5 Pleasant perfume[n]50 Wings of Friendship[n]50 Spring water of Cylloan[n] Adventurer's knapsack (30 days)[n] Bead for keeping the pet[n]2 Pet Name Tag[n]3 Best Pet Food[n][n]
zts3583e	Rice-cake soup
zts3584e	Happy New Year Event item[n]HP/MP are restored slowly.[n] Can be taken during breaks.[n]Caution: It will be deleted when the event ends.[n][n]
zts3585e	Lucky Filter
zts3586e	Happy New Year Event item[n]If you sell it to any store, you will get 10,000 gold from the store.[n]Caution: It will be deleted when the event ends.[n][n]
zts3587e	Egg for Angel(Individual)
zts3588e	Your Power of Protect is changed into Power of Angel.[n]If you are a member of a family, you can not use it.[n][n]
zts3589e	Egg for Devil(Individual)
zts3590e	Your Power of Protect is changed into Power of Devil.[n]If you are a member of a family, you can not use it.[n][n]
zts3591e	Egg for Angel(Family)
zts3592e	Your family¡¯s Power of Protection is changed into Power of Angel.[n]Only family master can use it.[n][n]
zts3593e	Egg for Devil(Family)
zts3594e	Your family¡¯s Power of Protection is changed into Power of Devil.[n]Only family master can use it.[n][n]
zts3620e	Eternal Flame gloves
zts3621e	Very strong gloves made in the flame of Hell.[n]
zts3622e	Eternal Storm gloves
zts3623e	Very strong gloves made in the deep sea.[n]
zts3624e	Eternal Divine gloves
zts3625e	Very strong gloves made from Holy light.[n]
zts3626e	Eternal Death gloves
zts3627e	Very strong gloves made in the deep darkness.[n]
zts3628e	Good Bushtail treasure box
zts3629e	You can obtain a bead of Bushtail with a 10% chance.[n][Items you can obtain][n]Bead of Bushtail[n]11 Speaker[n]10 Wings of friendship[n] Lower card protection scroll[n][n]
zts3630e	Better Bushtail treasure box
zts3631e	You can obtain a bead of Bushtail with a 20% chance.[n][Items you can obtain][n]Bead of Bushtail[n]10 Fairy Booster [n]Adventurer¡¯s Knapsack (30 days)[n]15 Best pet food[n]10 Blessing of Ancelloan[n][n]
zts3632e	Best Bushtail treasure box
zts3633e	You can obtain a bead of Bushtail with a 40% chance.[n][Items you can obtain][n]Bead of Bushtail[n] Food for smart pet[n]5 Scroll to release fixed Lv.[n]3 Protection Scroll[n]Specialist Medal[n][n]
zts3634e	Good Gladiator Bushtail treasure box
zts3635e	You can obtain a bead of Gladiator Bushtail with a 10% chance.[n][Items you can obtain][n]Bead of Gladiator Bushtail[n]11 Speaker[n]10 Wings of friendship[n] Lower card protection scroll[n][n]
zts3636e	Better Gladiator Bushtail treasure box
zts3637e	You can obtain a bead of Gladiator Bushtail with a 20% chance.[n][Items you can obtain][n]Bead of Gladiator Bushtail[n]10 Fairy Booster [n]Adventurer¡¯s Knapsack (30 days)[n]15 Best pet food[n]10 Blessing of Ancelloan[n][n]
zts3638e	Best Gladiator Bushtail treasure box
zts3639e	You can obtain a bead of Gladiator Bushtail with a 40% chance.[n][Items you can obtain][n]Bead of Gladiator Bushtail[n] Food for smart pet[n]5 Scroll to release fixed Lv.[n]3 Protection Scroll[n]Specialist Medal[n][n]
zts3640e	Good Black Bushtail treasure box
zts3641e	You can obtain a bead of Black Bushtail with a 10% chance.[n][Items you can obtain][n]Bead of Black Bushtail[n]11 Speaker[n]10 Wings of friendship[n] Lower card protection scroll[n][n]
zts3642e	Better Black Bushtail treasure box
zts3643e	You can obtain a bead of Black Bushtail with a 20% chance.[n][Items you can obtain][n]Bead of Black Bushtail[n]10 Fairy Booster [n]Adventurer¡¯s Knapsack (30 days)[n]15 Best pet food[n]10 Blessing of Ancelloan[n][n]
zts3644e	Best Black Bushtail treasure box
zts3645e	You can obtain a bead of Black Bushtail with a 40% chance.[n][Items you can obtain][n]Bead of Black Bushtail[n] Food for smart pet[n]5 Scroll to release fixed Lv.[n]3 Protection Scroll[n]Specialist Medal[n][n]
zts3646e	Good Aqua Bushtail treasure box
zts3647e	You can obtain a bead of Aqua Bushtail with a 10% chance.[n][Items you can obtain][n]Bead of Aqua Bushtail[n]11 Speaker[n]10 Wings of friendship[n] Lower card protection scroll[n][n]
zts3648e	Better Aqua Bushtail treasure box
zts3649e	You can obtain a bead of Aqua Bushtail with a 20% chance.[n][Items you can obtain][n]Bead of Aqua Bushtail[n]10 Fairy Booster [n]Adventurer¡¯s Knapsack (30 days)[n]15 Best pet food[n]10 Blessing of Ancelloan[n][n]
zts3650e	Best Aqua Bushtail treasure box
zts3651e	You can obtain a bead of Aqua Bushtail with a 40% chance.[n][Items you can obtain][n]Bead of Aqua Bushtail[n] Food for smart pet[n]5 Scroll to release fixed Lv.[n]3 Protection Scroll[n]Specialist Medal[n][n]
zts3652e	Good Santa Bushtail treasure box
zts3653e	You can obtain a bead of Santa Bushtail with a 10% chance.[n][Items you can obtain][n]Bead of Santa Bushtail[n]11 Speaker[n]10 Wings of friendship[n] Lower card protection scroll[n][n]
zts3654e	Better Santa Bushtail treasure box
zts3655e	You can obtain a bead of Santa Bushtail with a 20% chance.[n][Items you can obtain][n]Bead of Santa Bushtail[n]10 Fairy Booster [n]Adventurer¡¯s Knapsack (30 days)[n]15 Best pet food[n]10 Blessing of Ancelloan[n][n]
zts3656e	Best Santa Bushtail treasure box
zts3657e	You can obtain a bead of Santa Bushtail with a 40% chance.[n][Items you can obtain][n]Bead of Santa Bushtail[n] Food for smart pet[n]5 Scroll to release fixed Lv.[n]3 Protection Scroll[n]Specialist Medal[n][n]
zts3658e	Good Pegasus treasure box
zts3659e	You can obtain a bead of Pegasus with a 10% chance.[n][Items you can obtain][n]Bead of Pegasus [n]11 Speaker[n]10 Wings of friendship[n] Lower card protection scroll[n][n]
zts3660e	Better Pegasus treasure box
zts3661e	You can obtain a bead of Pegasus with a 20% chance.[n][Items you can obtain][n]Bead of Pegasus[n]10 Fairy Booster [n]Adventurer¡¯s Knapsack (30 days)[n]15 Best pet food[n]10 Blessing of Ancelloan[n][n]
zts3662e	Best Pegasus treasure box
zts3663e	You can obtain a bead of Pegasus with a 40% chance.[n][Items you can obtain][n]Bead of Pegasus[n] Food for smart pet[n]5 Scroll to release fixed Lv.[n]3 Protection Scroll[n]Specialist Medal[n][n]
zts3664e	Good Cute rabbit treasure box
zts3665e	You can obtain a bead of Cute rabbit with a 10% chance.[n][Items you can obtain][n]Bead of Cute rabbit [n]11 Speaker[n]10 Wings of friendship[n] Lower card protection scroll[n][n]
zts3666e	Better Cute rabbit treasure box
zts3667e	You can obtain a bead of Cute rabbit with a 20% chance.[n][Items you can obtain][n]Bead of Cute rabbit [n]10 Fairy Booster [n]Adventurer¡¯s Knapsack (30 days)[n]15 Best pet food[n]10 Blessing of Ancelloan[n][n]
zts3668e	Best Cute rabbit treasure box
zts3669e	You can obtain a bead of Cute rabbit with a 40% chance.[n][Items you can obtain][n]Bead of Cute rabbit [n] Food for smart pet[n]5 Scroll to release fixed Lv.[n]3 Protection Scroll[n]Specialist Medal[n][n]
zts3682e	Doesn¡¯t grow, but has 30 of light element.[n]
zts3683e	Doesn¡¯t grow, but has 35 of light element.[n][n]
